data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2192;0
2020-12-28;4403;0
2020-12-29;10077;0
2020-12-30;20487;1
2020-12-31;10641;0
2021-01-01;1348;3
2021-01-02;2271;0
2021-01-03;652;0
2021-01-04;40750;1
2021-01-05;55468;2
2021-01-06;18800;0
2021-01-07;30438;0
2021-01-08;11849;1
2021-01-09;2261;0
2021-01-10;997;2
2021-01-11;47698;3
2021-01-12;63517;0
2021-01-13;55229;1
2021-01-14;46653;1
2021-01-15;26288;0
2021-01-16;21026;17
2021-01-17;12093;430
2021-01-18;28469;2939
2021-01-19;49608;8128
2021-01-20;51313;14476
2021-01-21;53236;14873
2021-01-22;38324;5268
2021-01-23;16727;1362
2021-01-24;5328;557
2021-01-25;73617;29598
2021-01-26;133383;48338
2021-01-27;104728;26584
2021-01-28;89750;29480
2021-01-29;44034;16156
2021-01-30;16286;3118
2021-01-31;8675;1388
2021-02-01;57325;33334
2021-02-02;115543;57641
2021-02-03;122420;56000
2021-02-04;107641;51573
2021-02-05;52202;29576
2021-02-06;24748;15709
2021-02-07;16482;10164
2021-02-08;33262;11762
2021-02-09;90546;20411
2021-02-10;113780;44809
2021-02-11;112307;58987
2021-02-12;76008;43736
2021-02-13;35658;15158
2021-02-14;14721;4869
2021-02-15;36534;11739
2021-02-16;72263;33857
2021-02-17;156083;85220
2021-02-18;175729;94565
2021-02-19;103291;50254
2021-02-20;36038;7699
2021-02-21;16047;3606
2021-02-22;43409;4117
2021-02-23;71913;20441
2021-02-24;160997;76994
2021-02-25;175104;90628
2021-02-26;103746;45626
2021-02-27;44746;11796
2021-02-28;17855;5645
2021-03-01;46195;5405
2021-03-02;82461;21760
2021-03-03;157045;68008
2021-03-04;174254;85950
2021-03-05;108949;44704
2021-03-06;49771;12056
2021-03-07;17971;5379
2021-03-08;34606;3679
2021-03-09;63982;8476
2021-03-10;143405;43033
2021-03-11;162957;68354
2021-03-12;95166;39489
2021-03-13;29739;6726
2021-03-14;11871;3030
2021-03-15;25750;3563
2021-03-16;47919;10722
2021-03-17;134107;43886
2021-03-18;155534;66650
2021-03-19;89434;38886
2021-03-20;29749;10268
2021-03-21;10648;3069
2021-03-22;51931;3977
2021-03-23;118076;19893
2021-03-24;192209;50131
2021-03-25;216549;71704
2021-03-26;162401;40640
2021-03-27;92167;15013
2021-03-28;35677;6913
2021-03-29;80274;9909
2021-03-30;117761;16126
2021-03-31;191018;20705
2021-04-01;205739;19558
2021-04-02;153280;11333
2021-04-03;36239;2757
2021-04-04;3319;343
2021-04-05;3861;528
2021-04-06;126187;8149
2021-04-07;221055;7361
2021-04-08;258427;5823
2021-04-09;220762;4713
2021-04-10;154389;4146
2021-04-11;44557;769
2021-04-12;106345;7038
2021-04-13;186769;23287
2021-04-14;254819;53897
2021-04-15;268074;59275
2021-04-16;201333;28317
2021-04-17;140698;11955
2021-04-18;39741;4030
2021-04-19;109428;13155
2021-04-20;202991;34363
2021-04-21;282795;74567
2021-04-22;306259;79461
2021-04-23;259866;46851
2021-04-24;205913;24560
2021-04-25;55941;9284
2021-04-26;139536;30847
2021-04-27;253692;58855
2021-04-28;344910;99571
2021-04-29;387685;109219
2021-04-30;357543;75089
2021-05-01;121490;15614
2021-05-02;59239;10171
2021-05-03;47084;5545
2021-05-04;233646;63265
2021-05-05;397257;122697
2021-05-06;422215;141827
2021-05-07;377845;124798
2021-05-08;257423;63595
2021-05-09;82231;14900
2021-05-10;187455;52524
2021-05-11;319520;109898
2021-05-12;432786;180876
2021-05-13;439107;193415
2021-05-14;371571;152371
2021-05-15;277471;110787
2021-05-16;89995;29691
2021-05-17;148733;50144
2021-05-18;330001;125736
2021-05-19;444195;185604
2021-05-20;443338;200988
2021-05-21;354058;154789
2021-05-22;238242;109798
2021-05-23;65115;33157
2021-05-24;134975;76725
2021-05-25;303705;158048
2021-05-26;393629;210771
2021-05-27;383156;230433
2021-05-28;343113;199531
2021-05-29;275420;149944
2021-05-30;88294;41735
