wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;18;0;7;0;t0;11;0;0;0;0;0
dolnoœl¹skie;3757094;95;1463182;22;t02;1725955;14;14548;0;553409;59
kujawsko-pomorskie;2533446;56;984718;6;t04;1168541;3;10342;0;369845;47
lubelskie;2200149;0;867590;0;t06;1017162;0;12217;0;303180;0
lubuskie;1315740;43;504144;13;t08;617632;12;4793;0;189171;18
³ódzkie;3079057;0;1215417;0;t10;1408388;0;16290;0;438962;0
ma³opolskie;3922345;37;1562277;8;t12;1827711;1;11317;0;521040;28
mazowieckie;7450026;25;2902865;2;t14;3405035;7;35298;0;1106828;16
opolskie;1101447;2;435623;0;t16;508224;1;3534;0;154066;1
podkarpackie;1984613;0;792566;0;t18;936085;0;7005;0;248957;0
podlaskie;1351158;7;535731;1;t20;626909;0;4936;0;183582;6
pomorskie;3102845;143;1212288;0;t22;1421794;15;12614;2;456149;126
œl¹skie;5554697;2;2177451;0;t24;2553293;0;16806;0;807147;2
œwiêtokrzyskie;1339328;50;530004;10;t26;624456;7;5468;0;179400;33
warmiñsko-mazurskie;1617627;1;637787;0;t28;748133;1;9206;0;222501;0
wielkopolskie;4478193;70;1781896;2;t30;2067923;12;18158;0;610216;56
zachodniopomorskie;2201705;0;845284;0;t32;1016787;0;9604;0;330030;0
ca³y kraj;46989488;531;18448830;64;t00;21674039;73;192136;2;6674483;392
