wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;14;0;7;0;t0;7;0;0;0;0;0
dolnoœl¹skie;3599965;18070;1448765;1232;t02;1696500;2292;16860;254;437840;14292
kujawsko-pomorskie;2432264;11721;974102;901;t04;1147858;1863;10727;101;299577;8856
lubelskie;2119706;10669;855514;1299;t06;1002935;1413;13345;114;247912;7843
lubuskie;1261771;5618;497417;520;t08;606126;1176;4962;15;153266;3907
³ódzkie;2959269;14901;1202421;1156;t10;1386149;2256;17746;157;352953;11332
ma³opolskie;3764274;17005;1544580;1332;t12;1794776;2641;12096;94;412822;12938
mazowieckie;7126238;34256;2871387;2905;t14;3331788;4998;39289;119;883774;26234
opolskie;1053677;5350;429792;527;t16;499416;763;3699;63;120770;3997
podkarpackie;1918710;9412;782247;896;t18;922539;1511;7498;67;206426;6938
podlaskie;1299930;6376;527782;775;t20;617861;878;5226;104;149061;4619
pomorskie;2968346;15980;1200123;1062;t22;1393285;2625;13579;187;361359;12106
œl¹skie;5336694;25092;2156918;1655;t24;2512670;3974;18545;77;648561;19386
œwiêtokrzyskie;1288754;6846;523727;680;t26;615694;857;6104;11;143229;5298
warmiñsko-mazurskie;1550538;8703;629363;668;t28;734427;1338;9679;48;177069;6649
wielkopolskie;4292360;20758;1759568;1809;t30;2024092;4432;19853;73;488847;14444
zachodniopomorskie;2108842;11196;835818;902;t32;999076;1804;10232;30;263716;8460
ca³y kraj;45081352;221953;18239531;18319;t00;21285199;34821;209440;1514;5347182;167299
