wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
woj_puste;pow_puste;11;0;1;0;t00;5;0;0;0;5;0
dolnoœl¹skie;boles³awiecki;107688;78;38307;26;t0201;47015;6;143;0;22223;46
dolnoœl¹skie;dzier¿oniowski;105525;78;37294;34;t0202;42288;6;151;1;25792;37
dolnoœl¹skie;g³ogowski;104639;64;34918;21;t0203;41966;3;183;0;27572;40
dolnoœl¹skie;górowski;38190;6;13906;4;t0204;16459;0;62;0;7763;2
dolnoœl¹skie;jaworski;59581;33;20685;11;t0205;25150;6;41;0;13705;16
dolnoœl¹skie;jeleniogórski;71945;27;26221;2;t0206;31392;4;394;0;13938;21
dolnoœl¹skie;kamiennogórski;48933;20;17106;3;t0207;19490;2;107;0;12230;15
dolnoœl¹skie;k³odzki;189050;78;67848;19;t0208;77852;4;1359;0;41991;55
dolnoœl¹skie;legnicki;63419;19;21948;1;t0209;27359;0;267;2;13845;16
dolnoœl¹skie;lubañski;48018;7;14704;1;t0210;20321;0;110;0;12883;6
dolnoœl¹skie;lubiñski;176335;35;66705;7;t0211;73549;4;997;0;35084;24
dolnoœl¹skie;lwówecki;63208;11;22743;3;t0212;26456;1;318;0;13691;7
dolnoœl¹skie;milicki;49715;51;18670;15;t0213;20790;9;118;0;10137;27
dolnoœl¹skie;oleœnicki;166285;30;55834;6;t0214;67092;3;529;1;42830;20
dolnoœl¹skie;o³awski;58077;45;22849;21;t0215;25871;0;99;0;9258;24
dolnoœl¹skie;polkowicki;61513;5;21152;1;t0216;26959;0;50;0;13352;4
dolnoœl¹skie;strzeliñski;54728;30;19994;4;t0217;22614;2;518;0;11602;24
dolnoœl¹skie;œredzki;37874;20;12567;4;t0218;14437;2;485;0;10385;14
dolnoœl¹skie;œwidnicki;162914;89;55231;21;t0219;64892;7;1231;1;41560;60
dolnoœl¹skie;trzebnicki;89906;30;33244;10;t0220;35390;6;444;1;20828;13
dolnoœl¹skie;wa³brzyski;45534;0;16996;0;t0221;18461;0;259;0;9818;0
dolnoœl¹skie;wo³owski;63122;63;22052;21;t0222;27894;11;316;0;12860;31
dolnoœl¹skie;wroc³awski;158863;101;57461;24;t0223;63620;8;1224;7;36558;62
dolnoœl¹skie;z¹bkowicki;81009;9;29275;3;t0224;34371;0;333;0;17030;6
dolnoœl¹skie;zgorzelecki;94833;40;31591;8;t0225;39043;8;230;2;23969;22
dolnoœl¹skie;z³otoryjski;53115;33;18296;14;t0226;22226;7;219;2;12374;10
