data;liczba_szczepien_dziennie;dawka_2_dziennie;dawka_1_dziennie;dawka_3_dziennie;dawka_przypomianjaca_dziennie
2020-12-27;2165;0;2165;0;0
2020-12-28;4380;0;4380;0;0
2020-12-29;10020;0;10020;0;0
2020-12-30;20317;0;20317;0;0
2020-12-31;10602;0;10601;1;0
2021-01-01;1351;2;1349;0;0
2021-01-02;2260;0;2260;0;0
2021-01-03;640;0;640;0;0
2021-01-04;40600;2;40598;0;0
2021-01-05;55312;1;55311;0;0
2021-01-06;18751;0;18750;1;0
2021-01-07;30359;0;30359;0;0
2021-01-08;11825;0;11825;0;0
2021-01-09;2261;0;2261;0;0
2021-01-10;995;2;992;1;0
2021-01-11;47617;2;47615;0;0
2021-01-12;63393;0;63393;0;0
2021-01-13;55150;1;55149;0;0
2021-01-14;46565;3;46562;0;0
2021-01-15;26247;1;26246;0;0
2021-01-16;20993;17;20976;0;0
2021-01-17;12072;435;11637;0;0
2021-01-18;28329;2951;25376;2;0
2021-01-19;49425;8128;41297;0;0
2021-01-20;51247;14493;36753;1;0
2021-01-21;53018;14805;38213;0;0
2021-01-22;38195;5268;32927;0;0
2021-01-23;16867;1362;15505;0;0
2021-01-24;5366;557;4809;0;0
2021-01-25;73311;29574;43737;0;0
2021-01-26;132977;48424;84552;1;0
2021-01-27;104822;26624;78198;0;0
2021-01-28;89574;29530;60044;0;0
2021-01-29;43750;16143;27607;0;0
2021-01-30;16266;3126;13140;0;0
2021-01-31;8690;1397;7293;0;0
2021-02-01;57158;33394;23764;0;0
2021-02-02;114754;57540;57214;0;0
2021-02-03;121888;56134;65754;0;0
2021-02-04;107366;51707;55659;0;0
2021-02-05;52111;29706;22405;0;0
2021-02-06;24701;15749;8952;0;0
2021-02-07;16399;10194;6205;0;0
2021-02-08;33131;11781;21350;0;0
2021-02-09;89828;20284;69543;1;0
2021-02-10;113450;45138;68312;0;0
2021-02-11;111942;59117;52824;1;0
2021-02-12;75897;43832;32065;0;0
2021-02-13;35674;15304;20370;0;0
2021-02-14;14729;4885;9844;0;0
2021-02-15;36356;11808;24548;0;0
2021-02-16;71882;34039;37843;0;0
2021-02-17;155260;86043;69215;2;0
2021-02-18;174968;95184;79784;0;0
2021-02-19;103342;50481;52861;0;0
2021-02-20;36023;7741;28282;0;0
2021-02-21;16066;3638;12428;0;0
2021-02-22;43425;4166;39259;0;0
2021-02-23;71954;20623;51331;0;0
2021-02-24;161057;77259;83798;0;0
2021-02-25;175155;90910;84245;0;0
2021-02-26;103763;45798;57965;0;0
2021-02-27;44802;11954;32848;0;0
2021-02-28;18068;5851;12217;0;0
2021-03-01;46150;5435;40715;0;0
2021-03-02;82525;21862;60663;0;0
2021-03-03;156929;68213;88713;3;0
2021-03-04;174129;86103;88026;0;0
2021-03-05;108821;44802;64018;1;0
2021-03-06;49847;12110;37737;0;0
2021-03-07;18021;5404;12617;0;0
2021-03-08;34547;3693;30854;0;0
2021-03-09;63899;8448;55451;0;0
2021-03-10;143433;43155;100278;0;0
2021-03-11;162978;68536;94441;1;0
2021-03-12;95164;39686;55478;0;0
2021-03-13;29992;6748;23244;0;0
2021-03-14;11892;3044;8848;0;0
2021-03-15;25805;3562;22243;0;0
2021-03-16;47904;10757;37147;0;0
2021-03-17;134039;44003;90036;0;0
2021-03-18;155418;66837;88581;0;0
2021-03-19;89522;39084;50437;1;0
2021-03-20;29799;10317;19482;0;0
2021-03-21;10655;3084;7571;0;0
2021-03-22;51929;3988;47940;1;0
2021-03-23;118012;20042;97970;0;0
2021-03-24;192092;50291;141801;0;0
2021-03-25;216598;72000;144598;0;0
2021-03-26;162347;40834;121513;0;0
2021-03-27;92156;15058;77098;0;0
2021-03-28;35739;6943;28796;0;0
2021-03-29;80106;9905;70201;0;0
2021-03-30;117602;16149;101453;0;0
2021-03-31;190830;20816;170014;0;0
2021-04-01;205317;19606;185711;0;0
2021-04-02;153101;11340;141761;0;0
2021-04-03;36415;2781;33634;0;0
2021-04-04;3361;370;2991;0;0
2021-04-05;3897;531;3366;0;0
2021-04-06;126176;8177;117999;0;0
2021-04-07;220643;7419;213224;0;0
2021-04-08;258339;5872;252467;0;0
2021-04-09;220651;4729;215922;0;0
2021-04-10;154495;4218;150277;0;0
2021-04-11;44746;793;43953;0;0
2021-04-12;106456;7054;99402;0;0
2021-04-13;186805;23438;163367;0;0
2021-04-14;254835;54022;200813;0;0
2021-04-15;268037;59451;208586;0;0
2021-04-16;201302;28360;172942;0;0
2021-04-17;140627;11994;128633;0;0
2021-04-18;39799;4054;35745;0;0
2021-04-19;109387;13121;96266;0;0
2021-04-20;203095;34383;168712;0;0
2021-04-21;283200;74727;208473;0;0
2021-04-22;306526;79668;226858;0;0
2021-04-23;260094;46970;213124;0;0
2021-04-24;205986;24556;181430;0;0
2021-04-25;56050;9304;46746;0;0
2021-04-26;139771;30965;108806;0;0
2021-04-27;254041;58904;195136;1;0
2021-04-28;345500;99740;245759;1;0
2021-04-29;388303;109287;279016;0;0
2021-04-30;357949;75297;282651;1;0
