wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;5;0;1;0;t0;0;0;0;0;4;0
dolnoœl¹skie;4323332;1394;1555940;207;t02;1798063;124;16867;2;952462;1061
kujawsko-pomorskie;2925344;594;1051807;96;t04;1219114;61;12013;1;642410;436
lubelskie;2485364;512;914986;111;t06;1054041;61;13446;0;502891;340
lubuskie;1506207;432;538583;81;t08;644746;47;5376;0;317502;304
³ódzkie;3522637;831;1290073;182;t10;1465123;69;18686;2;748755;578
ma³opolskie;4511397;1774;1659337;277;t12;1898233;140;14065;3;939762;1354
mazowieckie;8572239;2472;3101720;408;t14;3553157;213;40439;31;1876923;1820
opolskie;1260427;376;463957;80;t16;529491;31;5022;4;261957;261
podkarpackie;2211901;478;833554;112;t18;968895;70;8384;1;401068;295
podlaskie;1512169;364;564271;90;t20;650486;49;6075;0;291337;225
pomorskie;3586194;1257;1298122;228;t22;1490724;112;14808;5;782540;912
œl¹skie;6374778;2317;2306557;401;t24;2655308;214;20540;21;1392373;1681
œwiêtokrzyskie;1532589;279;560781;59;t26;649755;21;6238;0;315815;199
warmiñsko-mazurskie;1880743;418;683234;60;t28;785638;41;10472;2;401399;315
wielkopolskie;5242284;1855;1917365;277;t30;2175219;291;20198;3;1129502;1284
zachodniopomorskie;2514621;618;897397;86;t32;1058729;76;10575;1;547920;455
ca³y kraj;53962231;15971;19637685;2755;t00;22596722;1620;223204;76;11504620;11520
