wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;16;1;6;0;t0;10;1;0;0;0;0
dolnoœl¹skie;3680399;14205;1455361;1420;t02;1712317;3012;15911;43;496810;9730
kujawsko-pomorskie;2484852;8551;978736;892;t04;1159542;2037;10541;13;336033;5609
lubelskie;2159712;7292;860893;1180;t06;1010430;1464;12769;34;275620;4614
lubuskie;1289013;4849;500336;574;t08;612293;1126;4920;18;171464;3131
³ódzkie;3022197;10957;1208336;1210;t10;1398159;2341;17250;37;398452;7369
ma³opolskie;3844388;14527;1552574;1561;t12;1813393;3330;11761;30;466660;9606
mazowieckie;7295322;27392;2885907;2768;t14;3373833;6271;37099;110;998483;18243
opolskie;1078107;4251;432352;491;t16;504263;888;3706;36;137786;2836
podkarpackie;1950466;5378;786529;977;t18;929603;1179;7289;36;227045;3186
podlaskie;1324154;4062;531025;639;t20;622433;692;5265;39;165431;2692
pomorskie;3038786;11739;1205455;991;t22;1408267;2593;12936;130;412128;8025
œl¹skie;5445170;17450;2165934;1595;t24;2533977;3454;17427;26;727832;12375
œwiêtokrzyskie;1314068;4491;526434;604;t26;620302;909;6060;9;161272;2969
warmiñsko-mazurskie;1583880;6106;633020;699;t28;741324;1289;9613;42;199923;4076
wielkopolskie;4386837;15237;1769263;1958;t30;2048464;3627;19145;38;549965;9614
zachodniopomorskie;2156993;8365;840067;929;t32;1008802;1646;9989;22;298135;5768
ca³y kraj;46054360;164853;18332228;18488;t00;21497412;35859;201681;663;6023039;109843
