data;liczba_szczepien_dziennie;dawka_2_dziennie
27.12.2020;2175;0
28.12.2020;4397;0
29.12.2020;10084;0
30.12.2020;20380;1
31.12.2020;10620;0
01.01.2021;1346;1
02.01.2021;2258;0
03.01.2021;653;0
04.01.2021;40648;1
05.01.2021;55415;2
06.01.2021;18791;0
07.01.2021;30417;0
08.01.2021;11840;0
09.01.2021;2254;0
10.01.2021;997;0
11.01.2021;47550;3
12.01.2021;63515;0
13.01.2021;55124;0
14.01.2021;46635;2
15.01.2021;26245;0
16.01.2021;21028;17
17.01.2021;12090;431
18.01.2021;28412;2934
19.01.2021;49426;8162
20.01.2021;51001;14373
21.01.2021;53182;14844
22.01.2021;38129;5251
23.01.2021;16687;1356
24.01.2021;5325;557
25.01.2021;73413;29514
26.01.2021;132499;48291
27.01.2021;103920;26602
28.01.2021;89181;29473
29.01.2021;43762;16147
30.01.2021;16258;3112
31.01.2021;8688;1387
01.02.2021;57137;33192
02.02.2021;115026;57589
03.02.2021;121869;55842
04.02.2021;107207;51450
05.02.2021;51991;29517
06.02.2021;24639;15707
07.02.2021;16468;10151
08.02.2021;33125;11763
09.02.2021;89946;20395
10.02.2021;113225;44612
11.02.2021;112069;58820
12.02.2021;75831;43367
13.02.2021;35642;15193
14.02.2021;14671;4857
15.02.2021;36315;11742
16.02.2021;71856;33560
17.02.2021;155264;84403
18.02.2021;174575;93443
19.02.2021;102465;49936
20.02.2021;35527;7681
21.02.2021;15916;3612
22.02.2021;43143;4101
23.02.2021;71337;20372
24.02.2021;159928;76707
25.02.2021;174102;90326
26.02.2021;102993;45252
27.02.2021;44553;11726
28.02.2021;17774;5629
01.03.2021;45962;5626
02.03.2021;81652;21582
03.03.2021;155573;67566
04.03.2021;172427;85541
05.03.2021;107724;44438
06.03.2021;48990;11950
07.03.2021;17833;5350
08.03.2021;34150;3644
09.03.2021;63203;8358
10.03.2021;141490;42620
11.03.2021;160810;67862
12.03.2021;92642;38851
13.03.2021;28319;6601
14.03.2021;11069;2759
