wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;13;0;2;0;t0;7;0;0;0;4;0
dolnoœl¹skie;4313480;1329;1554122;246;t02;1797008;121;16785;7;945565;955
kujawsko-pomorskie;2919878;675;1050726;140;t04;1218535;61;11976;9;638641;465
lubelskie;2481840;585;914227;132;t06;1053598;62;13419;3;500596;388
lubuskie;1503066;432;537929;100;t08;644362;61;5361;6;315414;265
³ódzkie;3515949;907;1288762;199;t10;1464440;91;18643;14;744104;603
ma³opolskie;4500184;1595;1657530;213;t12;1897090;174;14014;2;931550;1206
mazowieckie;8553037;2832;3098320;546;t14;3550667;384;40276;26;1863774;1876
opolskie;1257909;289;463387;33;t16;529171;26;5009;17;260342;213
podkarpackie;2208883;395;832901;73;t18;968469;43;8369;10;399144;269
podlaskie;1509946;311;563780;68;t20;650160;56;6047;1;289959;186
pomorskie;3577862;1119;1296459;227;t22;1489876;141;14752;10;776775;741
œl¹skie;6360510;1947;2304081;347;t24;2653865;185;20420;5;1382144;1410
œwiêtokrzyskie;1530275;434;560290;112;t26;649458;57;6255;9;314272;256
warmiñsko-mazurskie;1877310;561;682456;132;t28;785256;60;10464;8;399134;361
wielkopolskie;5223993;1743;1915109;330;t30;2167424;275;20109;14;1121351;1124
zachodniopomorskie;2509792;669;896521;109;t32;1058148;75;10530;3;544593;482
ca³y kraj;53843927;15823;19616602;3007;t00;22577534;1872;222429;144;11427362;10800
