wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;6;0;0;0;t0;2;0;0;0;4;0
dolnoœl¹skie;4332553;835;1557262;138;t02;1798942;88;16921;5;959428;604
kujawsko-pomorskie;2930053;510;1052581;89;t04;1219615;62;12039;3;645818;356
lubelskie;2488397;242;915549;38;t06;1054504;17;13489;5;504855;182
lubuskie;1508462;194;538940;29;t08;645000;19;5383;1;319139;145
³ódzkie;3527724;437;1290955;65;t10;1465670;55;18782;1;752317;316
ma³opolskie;4521909;897;1660718;112;t12;1899181;64;14141;11;947869;710
mazowieckie;8591646;1688;3104636;234;t14;3555700;170;40658;14;1890652;1270
opolskie;1262556;203;464357;36;t16;529798;33;5024;0;263377;134
podkarpackie;2214774;355;834105;54;t18;969266;50;8412;2;402991;249
podlaskie;1513993;177;564637;37;t20;650768;37;6096;5;292492;98
pomorskie;3593994;675;1299192;84;t22;1491593;70;14916;7;788293;514
œl¹skie;6388093;1179;2308520;177;t24;2656528;113;20664;4;1402381;885
œwiêtokrzyskie;1534418;150;561128;28;t26;649923;15;6253;3;317114;104
warmiñsko-mazurskie;1883285;272;683683;50;t28;785905;28;10514;0;403183;194
wielkopolskie;5268756;843;1918890;117;t30;2192825;87;20362;22;1136679;617
zachodniopomorskie;2518974;323;898075;43;t32;1059183;26;10619;7;551097;247
ca³y kraj;54079593;8980;19653228;1331;t00;22624403;934;224273;90;11577689;6625
