data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2177;0
2020-12-28;4391;0
2020-12-29;10059;0
2020-12-30;20430;1
2020-12-31;10624;0
2021-01-01;1346;2
2021-01-02;2271;0
2021-01-03;652;0
2021-01-04;40735;1
2021-01-05;55431;2
2021-01-06;18791;0
2021-01-07;30433;0
2021-01-08;11846;0
2021-01-09;2259;0
2021-01-10;997;2
2021-01-11;47687;3
2021-01-12;63504;0
2021-01-13;55144;0
2021-01-14;46621;1
2021-01-15;26281;0
2021-01-16;21021;17
2021-01-17;12091;420
2021-01-18;28469;2935
2021-01-19;49585;8123
2021-01-20;51203;14429
2021-01-21;53273;14836
2021-01-22;38315;5257
2021-01-23;16726;1362
2021-01-24;5328;557
2021-01-25;73559;29580
2021-01-26;133163;48286
2021-01-27;104567;26579
2021-01-28;89647;29467
2021-01-29;44003;16154
2021-01-30;16282;3115
2021-01-31;8674;1387
2021-02-01;57215;33315
2021-02-02;115452;57612
2021-02-03;122325;55980
2021-02-04;107572;51542
2021-02-05;52088;29555
2021-02-06;24746;15704
2021-02-07;16480;10162
2021-02-08;33238;11749
2021-02-09;90436;20403
2021-02-10;113696;44784
2021-02-11;112277;58950
2021-02-12;75956;43707
2021-02-13;35651;15154
2021-02-14;14715;4862
2021-02-15;36475;11736
2021-02-16;72192;33823
2021-02-17;155964;85089
2021-02-18;175498;94318
2021-02-19;103069;50153
2021-02-20;35949;7685
2021-02-21;16043;3604
2021-02-22;43351;4113
2021-02-23;71739;20430
2021-02-24;160814;76922
2021-02-25;174867;90529
2021-02-26;103519;45481
2021-02-27;44679;11768
2021-02-28;17819;5621
2021-03-01;46071;5408
2021-03-02;82194;21731
2021-03-03;156723;67927
2021-03-04;173834;85835
2021-03-05;108632;44683
2021-03-06;49513;12011
2021-03-07;17938;5379
2021-03-08;34535;3678
2021-03-09;63877;8467
2021-03-10;143024;42952
2021-03-11;162501;68262
2021-03-12;94859;39410
2021-03-13;29656;6712
2021-03-14;11865;3026
2021-03-15;25702;3564
2021-03-16;47798;10709
2021-03-17;133872;43848
2021-03-18;155291;66581
2021-03-19;89315;38855
2021-03-20;29708;10242
2021-03-21;10641;3071
2021-03-22;51790;3977
2021-03-23;117845;19854
2021-03-24;191673;50068
2021-03-25;215764;71621
2021-03-26;161803;40544
2021-03-27;91839;15037
2021-03-28;35559;6908
2021-03-29;79745;9891
2021-03-30;117471;16062
2021-03-31;190116;20748
2021-04-01;204384;19493
2021-04-02;151342;11229
2021-04-03;35845;2731
2021-04-04;3314;343
2021-04-05;3848;528
2021-04-06;125210;8166
2021-04-07;219174;7330
2021-04-08;256086;5689
2021-04-09;218035;4667
2021-04-10;152142;4120
2021-04-11;44159;793
2021-04-12;105293;7008
2021-04-13;185900;23320
2021-04-14;251868;53564
2021-04-15;265559;59096
2021-04-16;199387;28143
2021-04-17;139745;11975
2021-04-18;39685;4033
2021-04-19;108881;13134
2021-04-20;201006;34168
2021-04-21;280260;74248
2021-04-22;303615;79504
2021-04-23;257205;46494
2021-04-24;203494;24484
2021-04-25;55408;9200
2021-04-26;137824;30671
2021-04-27;251068;58164
2021-04-28;338100;98262
2021-04-29;378330;107558
2021-04-30;344200;72176
2021-05-01;114128;15103
