wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;256;0;125;0;t00
dolnoœl¹skie;boles³awiecki;39493;0;10925;0;t0201
dolnoœl¹skie;dzier¿oniowski;36706;0;11767;0;t0202
dolnoœl¹skie;g³ogowski;33955;0;10829;0;t0203
dolnoœl¹skie;górowski;14040;539;3747;1;t0204
dolnoœl¹skie;jaworski;23218;0;6914;0;t0205
dolnoœl¹skie;jeleniogórski;31102;0;10958;0;t0206
dolnoœl¹skie;kamiennogórski;15567;0;4700;0;t0207
dolnoœl¹skie;k³odzki;71903;1;24032;0;t0208
dolnoœl¹skie;legnicki;20048;0;4822;0;t0209
dolnoœl¹skie;lubañski;14652;0;4594;0;t0210
dolnoœl¹skie;lubiñski;77938;92;25592;0;t0211
dolnoœl¹skie;lwówecki;21294;60;7041;60;t0212
dolnoœl¹skie;milicki;19023;0;6466;0;t0213
dolnoœl¹skie;oleœnicki;41547;1384;10760;236;t0214
dolnoœl¹skie;o³awski;29980;0;10964;0;t0215
dolnoœl¹skie;polkowicki;21079;1068;3707;0;t0216
dolnoœl¹skie;strzeliñski;20412;0;6703;0;t0217
dolnoœl¹skie;œredzki;13478;0;4792;0;t0218
dolnoœl¹skie;œwidnicki;51776;0;16156;0;t0219
dolnoœl¹skie;trzebnicki;34391;197;12358;0;t0220
dolnoœl¹skie;wa³brzyski;20343;3;7330;1;t0221
dolnoœl¹skie;wo³owski;22607;0;6946;0;t0222
dolnoœl¹skie;wroc³awski;54810;0;17361;0;t0223
dolnoœl¹skie;z¹bkowicki;32052;0;10990;0;t0224
dolnoœl¹skie;zgorzelecki;31802;36;10231;30;t0225
dolnoœl¹skie;z³otoryjski;19200;0;5498;0;t0226
dolnoœl¹skie;Jelenia Góra;49386;0;16126;0;t0261
dolnoœl¹skie;Legnica;48066;257;12804;241;t0262
dolnoœl¹skie;Wroc³aw;596571;5602;181339;4770;t0264
dolnoœl¹skie;Wa³brzych;138655;487;47791;55;t0265
kujawsko-pomorskie;aleksandrowski;89283;693;34254;675;t0401
kujawsko-pomorskie;brodnicki;35765;120;11402;120;t0402
kujawsko-pomorskie;bydgoski;39031;62;10680;62;t0403
kujawsko-pomorskie;che³miñski;20091;0;6111;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;16597;270;4649;0;t0405
kujawsko-pomorskie;grudzi¹dzki;11668;0;3017;0;t0406
kujawsko-pomorskie;inowroc³awski;59947;0;18814;0;t0407
kujawsko-pomorskie;lipnowski;26796;0;7358;0;t0408
kujawsko-pomorskie;mogileñski;12938;0;3557;0;t0409
kujawsko-pomorskie;nakielski;36562;361;8607;186;t0410
kujawsko-pomorskie;radziejowski;22832;21;6220;21;t0411
kujawsko-pomorskie;rypiñski;17931;0;5887;0;t0412
