wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;18;0;3;0;t0;8;0;0;0;7;0
dolnoœl¹skie;4197260;7257;1523341;1669;t02;1784272;1009;16063;34;873584;4545
kujawsko-pomorskie;2845827;4780;1029886;1076;t04;1210806;532;11585;36;593550;3136
lubelskie;2427783;3670;899499;880;t06;1047120;456;12989;2;468175;2332
lubuskie;1465660;2636;527245;605;t08;639999;351;5120;16;293296;1664
³ódzkie;3432112;5545;1265017;1535;t10;1454922;745;17984;62;694189;3203
ma³opolskie;4375688;6907;1628409;1522;t12;1885135;701;13177;37;848967;4647
mazowieckie;8329649;12204;3038686;2850;t14;3523168;1520;38754;114;1729041;7720
opolskie;1226367;2011;454382;555;t16;525573;303;4783;69;241629;1084
podkarpackie;2164762;2818;821193;747;t18;962912;342;7953;33;372704;1696
podlaskie;1478188;1924;555057;523;t20;645780;249;5715;19;271636;1133
pomorskie;3475498;5402;1268904;1235;t22;1477962;736;14263;35;714369;3396
œl¹skie;6197959;8618;2263641;1994;t24;2636431;961;19428;44;1278459;5619
œwiêtokrzyskie;1493391;2656;550159;612;t26;645212;319;6106;28;291914;1697
warmiñsko-mazurskie;1821178;3875;667039;875;t28;778427;447;9954;17;365758;2536
wielkopolskie;5073077;9437;1873782;2011;t30;2151323;1017;19435;25;1028537;6384
zachodniopomorskie;2446496;3592;879551;742;t32;1050886;442;10308;15;505751;2393
ca³y kraj;52450913;83332;19245794;19431;t00;22419936;10130;213617;586;10571566;53185
