wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;8;0;1;0;t0;3;0;0;0;4;0
dolnoœl¹skie;4340251;110;1558297;14;t02;1799572;6;16853;0;965529;90
kujawsko-pomorskie;2933744;23;1053092;7;t04;1219911;2;12031;0;648710;14
lubelskie;2490965;8;915974;0;t06;1054758;0;13490;0;506743;8
lubuskie;1510655;11;539313;1;t08;645231;0;5394;0;320717;10
³ódzkie;3532730;54;1291600;12;t10;1466105;3;18783;0;756242;39
ma³opolskie;4530964;141;1661842;9;t12;1899887;4;14204;0;955031;128
mazowieckie;8607459;218;3106785;9;t14;3557376;16;40828;1;1902470;192
opolskie;1264165;8;464593;1;t16;529987;1;5036;0;264549;6
podkarpackie;2217213;3;834497;0;t18;969553;2;8425;0;404738;1
podlaskie;1515665;1;564891;0;t20;651023;0;6097;0;293654;1
pomorskie;3600436;37;1300007;1;t22;1492137;0;14983;0;793309;36
œl¹skie;6399601;140;2309943;22;t24;2657415;14;20725;0;1411518;104
œwiêtokrzyskie;1536272;14;561367;0;t26;650142;2;6255;0;318508;12
warmiñsko-mazurskie;1885488;8;684031;1;t28;786072;1;10526;0;404859;6
wielkopolskie;5285304;106;1920107;5;t30;2201397;14;20467;2;1143333;85
zachodniopomorskie;2522795;49;898587;5;t32;1059526;2;10631;0;554051;42
ca³y kraj;54173715;931;19664927;87;t00;22640095;67;224728;3;11643965;774
