data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2193;0
2020-12-28;4402;0
2020-12-29;10082;0
2020-12-30;20494;1
2020-12-31;10646;0
2021-01-01;1348;3
2021-01-02;2278;0
2021-01-03;652;0
2021-01-04;40756;1
2021-01-05;55489;2
2021-01-06;18804;0
2021-01-07;30442;0
2021-01-08;11852;1
2021-01-09;2264;0
2021-01-10;997;2
2021-01-11;47735;3
2021-01-12;63525;0
2021-01-13;55232;1
2021-01-14;46658;1
2021-01-15;26290;0
2021-01-16;21026;17
2021-01-17;12092;430
2021-01-18;28470;2939
2021-01-19;49611;8127
2021-01-20;51316;14481
2021-01-21;53243;14878
2021-01-22;38326;5270
2021-01-23;16728;1362
2021-01-24;5328;557
2021-01-25;73630;29607
2021-01-26;133436;48353
2021-01-27;104790;26599
2021-01-28;89784;29486
2021-01-29;44041;16159
2021-01-30;16286;3119
2021-01-31;8674;1388
2021-02-01;57337;33369
2021-02-02;115572;57648
2021-02-03;122467;56004
2021-02-04;107681;51581
2021-02-05;52221;29589
2021-02-06;24747;15708
2021-02-07;16486;10168
2021-02-08;33269;11765
2021-02-09;90556;20413
2021-02-10;113817;44812
2021-02-11;112343;59009
2021-02-12;76009;43738
2021-02-13;35659;15159
2021-02-14;14722;4869
2021-02-15;36542;11745
2021-02-16;72266;33866
2021-02-17;156124;85294
2021-02-18;175758;94617
2021-02-19;103300;50262
2021-02-20;36039;7700
2021-02-21;16048;3607
2021-02-22;43412;4119
2021-02-23;71918;20443
2021-02-24;161031;77026
2021-02-25;175144;90671
2021-02-26;103754;45633
2021-02-27;44752;11797
2021-02-28;17856;5645
2021-03-01;46197;5405
2021-03-02;82468;21762
2021-03-03;157066;68021
2021-03-04;174277;85972
2021-03-05;108963;44709
2021-03-06;49834;12057
2021-03-07;17988;5379
2021-03-08;34608;3678
2021-03-09;64021;8474
2021-03-10;143443;43036
2021-03-11;162989;68352
2021-03-12;95184;39491
2021-03-13;29797;6727
2021-03-14;11873;3030
2021-03-15;25812;3567
2021-03-16;47929;10722
2021-03-17;134130;43883
2021-03-18;155562;66652
2021-03-19;89446;38888
2021-03-20;29754;10267
2021-03-21;10648;3067
2021-03-22;51939;3977
2021-03-23;118100;19899
2021-03-24;192267;50137
2021-03-25;216626;71727
2021-03-26;162509;40643
2021-03-27;92183;15015
2021-03-28;35679;6914
2021-03-29;80286;9908
2021-03-30;117808;16126
2021-03-31;191062;20697
2021-04-01;205811;19553
2021-04-02;153330;11329
2021-04-03;36254;2756
2021-04-04;3320;343
2021-04-05;3867;527
2021-04-06;126222;8152
2021-04-07;221130;7362
2021-04-08;258621;5825
2021-04-09;220815;4708
2021-04-10;154444;4165
2021-04-11;44587;790
2021-04-12;106226;7033
2021-04-13;186908;23297
2021-04-14;254890;53892
2021-04-15;268151;59275
2021-04-16;201380;28317
2021-04-17;140745;11952
2021-04-18;39745;4031
2021-04-19;109460;13143
2021-04-20;203146;34339
2021-04-21;282901;74488
2021-04-22;306335;79416
2021-04-23;260105;46820
2021-04-24;205959;24523
2021-04-25;55971;9281
2021-04-26;139621;30840
2021-04-27;253858;58748
2021-04-28;345187;99397
2021-04-29;387979;109013
2021-04-30;357900;75007
2021-05-01;121692;15606
2021-05-02;59390;10172
2021-05-03;47130;5536
2021-05-04;234364;63227
2021-05-05;398375;122827
2021-05-06;423660;142016
2021-05-07;378615;124853
2021-05-08;257635;63611
2021-05-09;82368;14903
2021-05-10;187685;52544
2021-05-11;320322;110043
2021-05-12;433501;181104
2021-05-13;440437;193897
2021-05-14;372298;152496
2021-05-15;277786;110864
2021-05-16;90081;29734
2021-05-17;148874;50237
2021-05-18;330766;125885
2021-05-19;445225;185968
2021-05-20;444590;201367
2021-05-21;355688;155280
2021-05-22;240717;111022
2021-05-23;67418;35142
2021-05-24;135279;76880
2021-05-25;305549;158589
2021-05-26;396402;212027
2021-05-27;386048;231994
2021-05-28;348796;202199
2021-05-29;277795;151715
2021-05-30;91698;44131
2021-05-31;167067;98303
2021-06-01;463576;269610
2021-06-02;644582;396907
2021-06-03;137535;62825
2021-06-04;424020;252545
2021-06-05;269093;119152
2021-06-06;97570;40133
2021-06-07;198083;125060
2021-06-08;384312;235353
