wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;78118;106;34334;13;t0201
dolnoœl¹skie;dzier¿oniowski;74132;70;33733;5;t0202
dolnoœl¹skie;g³ogowski;70219;134;31048;28;t0203
dolnoœl¹skie;górowski;27995;30;12498;5;t0204
dolnoœl¹skie;jaworski;41487;64;18285;23;t0205
dolnoœl¹skie;jeleniogórski;54517;79;24474;19;t0206
dolnoœl¹skie;kamiennogórski;34299;86;15648;10;t0207
dolnoœl¹skie;k³odzki;138385;259;62481;39;t0208
dolnoœl¹skie;legnicki;46265;16;20184;2;t0209
dolnoœl¹skie;lubañski;32430;118;13260;32;t0210
dolnoœl¹skie;lubiñski;132328;319;61491;38;t0211
dolnoœl¹skie;lwówecki;44745;7;20243;1;t0212
dolnoœl¹skie;milicki;36698;35;16894;0;t0213
dolnoœl¹skie;oleœnicki;106980;140;47700;21;t0214
dolnoœl¹skie;o³awski;47622;122;21798;2;t0215
dolnoœl¹skie;polkowicki;43880;12;18949;0;t0216
dolnoœl¹skie;strzeliñski;39746;45;18064;15;t0217
dolnoœl¹skie;œredzki;23822;32;10916;5;t0218
dolnoœl¹skie;œwidnicki;110882;158;49262;22;t0219
dolnoœl¹skie;trzebnicki;63652;0;29920;0;t0220
dolnoœl¹skie;wa³brzyski;34015;19;15668;5;t0221
dolnoœl¹skie;wo³owski;45091;46;19621;4;t0222
dolnoœl¹skie;wroc³awski;109486;118;50827;13;t0223
dolnoœl¹skie;z¹bkowicki;60082;44;26973;8;t0224
dolnoœl¹skie;zgorzelecki;64436;105;28255;28;t0225
dolnoœl¹skie;z³otoryjski;37046;50;16322;4;t0226
dolnoœl¹skie;Jelenia Góra;96792;146;44936;9;t0261
dolnoœl¹skie;Legnica;96823;122;44054;15;t0262
dolnoœl¹skie;Wroc³aw;1121798;1454;508245;177;t0264
dolnoœl¹skie;Wa³brzych;222911;307;100881;68;t0265
kujawsko-pomorskie;aleksandrowski;137662;89;64245;17;t0401
kujawsko-pomorskie;brodnicki;77403;76;35557;8;t0402
kujawsko-pomorskie;bydgoski;81689;133;37959;26;t0403
kujawsko-pomorskie;che³miñski;44869;71;20458;21;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;38200;51;17434;27;t0405
kujawsko-pomorskie;grudzi¹dzki;28007;1;12590;0;t0406
kujawsko-pomorskie;inowroc³awski;111289;116;51478;14;t0407
kujawsko-pomorskie;lipnowski;57084;91;25852;40;t0408
kujawsko-pomorskie;mogileñski;35640;59;16306;17;t0409
kujawsko-pomorskie;nakielski;90430;95;39609;20;t0410
kujawsko-pomorskie;radziejowski;46768;36;21570;10;t0411
kujawsko-pomorskie;rypiñski;38406;6;17717;0;t0412
kujawsko-pomorskie;sêpoleñski;51996;105;23118;16;t0413
kujawsko-pomorskie;œwiecki;84148;72;37824;16;t0414
kujawsko-pomorskie;toruñski;75906;101;32812;19;t0415
kujawsko-pomorskie;tucholski;41743;11;18845;5;t0416
kujawsko-pomorskie;w¹brzeski;30345;0;13484;0;t0417
kujawsko-pomorskie;w³oc³awski;69121;85;32367;9;t0418
kujawsko-pomorskie;¿niñski;55640;24;26041;14;t0419
kujawsko-pomorskie;Bydgoszcz;465930;760;209884;84;t0461
kujawsko-pomorskie;Grudzi¹dz;131101;117;59435;37;t0462
kujawsko-pomorskie;Toruñ;211674;532;93849;41;t0463
kujawsko-pomorskie;W³oc³awek;102156;275;44671;28;t0464
lubelskie;bialski;66316;80;29398;9;t0601
lubelskie;bi³gorajski;58665;124;26985;26;t0602
lubelskie;che³mski;38839;75;17802;5;t0603
lubelskie;hrubieszowski;48724;61;21747;17;t0604
lubelskie;janowski;33819;36;15378;8;t0605
lubelskie;krasnostawski;44500;57;19908;3;t0606
lubelskie;kraœnicki;72205;163;32983;28;t0607
lubelskie;lubartowski;60097;68;27405;18;t0608
lubelskie;lubelski;91572;115;40533;19;t0609
lubelskie;³êczyñski;43099;128;19982;28;t0610
lubelskie;³ukowski;61281;112;28005;21;t0611
lubelskie;opolski;49164;27;22034;1;t0612
lubelskie;parczewski;30644;34;13589;4;t0613
lubelskie;pu³awski;105985;190;48883;34;t0614
lubelskie;radzyñski;33370;55;15256;10;t0615
lubelskie;rycki;57086;129;26747;18;t0616
lubelskie;œwidnicki;51035;158;23323;27;t0617
lubelskie;tomaszowski;60004;45;27180;8;t0618
lubelskie;w³odawski;37417;71;16867;10;t0619
lubelskie;zamojski;52128;76;24698;11;t0620
lubelskie;Bia³a Podlaska;76585;203;34728;62;t0661
lubelskie;Che³m;68483;130;30306;25;t0662
lubelskie;Lublin;487128;918;212448;80;t0663
lubelskie;Zamoœæ;96632;197;44101;34;t0664
lubuskie;gorzowski;32046;46;14440;3;t0801
lubuskie;kroœnieñski;54149;59;24914;5;t0802
lubuskie;miêdzyrzecki;71369;133;32392;12;t0803
lubuskie;nowosolski;99073;93;42929;16;t0804
lubuskie;s³ubicki;41476;12;19245;1;t0805
lubuskie;strzelecko-drezdenecki;54828;54;23635;4;t0806
lubuskie;sulêciñski;34101;52;14844;2;t0807
lubuskie;œwiebodziñski;58305;3;26327;0;t0808
lubuskie;zielonogórski;93975;13;42736;0;t0809
lubuskie;¿agañski;73737;53;32510;8;t0810
lubuskie;¿arski;106392;106;48717;8;t0811
lubuskie;wschowski;29407;13;13793;0;t0812
lubuskie;Gorzów Wielkopolski;167123;480;73251;67;t0861
lubuskie;Zielona Góra;163395;433;74798;73;t0862
³ódzkie;be³chatowski;79014;43;35378;2;t1001
³ódzkie;kutnowski;94697;154;44872;23;t1002
³ódzkie;³aski;38486;27;17955;9;t1003
³ódzkie;³êczycki;55168;71;24853;9;t1004
³ódzkie;³owicki;95154;18;44585;2;t1005
³ódzkie;³ódzki wschodni;40188;106;17730;16;t1006
³ódzkie;opoczyñski;63463;47;28281;3;t1007
³ódzkie;pabianicki;116130;200;53505;24;t1008
³ódzkie;pajêczañski;31097;6;14034;3;t1009
³ódzkie;piotrkowski;53057;3;24379;0;t1010
³ódzkie;poddêbicki;39499;18;18351;4;t1011
³ódzkie;radomszczañski;94785;86;43641;32;t1012
³ódzkie;rawski;31057;18;13999;8;t1013
³ódzkie;sieradzki;106542;107;47796;40;t1014
³ódzkie;skierniewicki;25156;0;11732;0;t1015
³ódzkie;tomaszowski;112453;159;51985;22;t1016
³ódzkie;wieluñski;92179;43;43009;1;t1017
³ódzkie;wieruszowski;35183;30;15609;1;t1018
³ódzkie;zduñskowolski;53438;59;24310;10;t1019
³ódzkie;zgierski;139276;116;63779;14;t1020
³ódzkie;brzeziñski;36746;6;17146;0;t1021
³ódzkie;£ódŸ;968865;1437;441231;161;t1061
³ódzkie;Piotrków Trybunalski;89026;259;40070;47;t1062
³ódzkie;Skierniewice;77317;45;35491;7;t1063
ma³opolskie;bocheñski;82906;79;36630;11;t1201
ma³opolskie;brzeski;70959;93;32365;23;t1202
ma³opolskie;chrzanowski;117454;142;52724;20;t1203
ma³opolskie;d¹browski;44783;21;20686;0;t1204
ma³opolskie;gorlicki;91037;138;41959;21;t1205
ma³opolskie;krakowski;169730;111;77810;19;t1206
ma³opolskie;limanowski;93931;93;42382;11;t1207
ma³opolskie;miechowski;63749;69;29993;19;t1208
ma³opolskie;myœlenicki;109602;120;50649;27;t1209
ma³opolskie;nowos¹decki;137104;89;60599;21;t1210
ma³opolskie;nowotarski;138114;93;61672;6;t1211
ma³opolskie;olkuski;114437;32;52468;4;t1212
ma³opolskie;oœwiêcimski;127987;73;59329;7;t1213
ma³opolskie;proszowicki;46242;2;21726;1;t1214
ma³opolskie;suski;73026;59;33960;13;t1215
ma³opolskie;tarnowski;100225;24;45911;2;t1216
ma³opolskie;tatrzañski;37957;81;17356;11;t1217
ma³opolskie;wadowicki;126847;78;56236;7;t1218
ma³opolskie;wielicki;117185;177;52305;23;t1219
ma³opolskie;Kraków;1254944;1878;577524;240;t1261
ma³opolskie;Nowy S¹cz;68243;42;31449;4;t1262
ma³opolskie;Tarnów;122587;178;54377;40;t1263
mazowieckie;bia³obrzeski;37753;4;17661;0;t1401
mazowieckie;ciechanowski;84908;76;39290;10;t1402
mazowieckie;garwoliñski;87446;27;41205;0;t1403
mazowieckie;gostyniñski;30199;0;14255;0;t1404
mazowieckie;grodziski;101136;64;45682;9;t1405
mazowieckie;grójecki;111466;123;51407;28;t1406
mazowieckie;kozienicki;46963;72;21912;6;t1407
mazowieckie;legionowski;82726;148;35277;28;t1408
mazowieckie;lipski;28065;22;13051;3;t1409
mazowieckie;³osicki;19900;28;9351;0;t1410
mazowieckie;makowski;44593;1;20010;1;t1411
mazowieckie;miñski;136917;62;60550;7;t1412
mazowieckie;m³awski;65072;99;30321;16;t1413
mazowieckie;nowodworski;120421;138;54459;19;t1414
mazowieckie;ostro³êcki;52530;25;24252;11;t1415
mazowieckie;ostrowski;53583;52;25816;6;t1416
mazowieckie;otwocki;99188;156;46210;17;t1417
mazowieckie;piaseczyñski;260441;279;118084;15;t1418
mazowieckie;p³ocki;91086;91;42444;15;t1419
mazowieckie;p³oñski;84340;86;38531;14;t1420
mazowieckie;pruszkowski;145274;228;66675;37;t1421
mazowieckie;przasnyski;53245;27;24937;0;t1422
mazowieckie;przysuski;30660;29;14233;5;t1423
mazowieckie;pu³tuski;49339;66;23084;20;t1424
mazowieckie;radomski;67979;18;31477;1;t1425
mazowieckie;siedlecki;32903;25;15525;9;t1426
mazowieckie;sierpecki;47481;46;22286;10;t1427
mazowieckie;sochaczewski;87839;93;40823;18;t1428
mazowieckie;soko³owski;45031;114;20630;15;t1429
mazowieckie;szyd³owiecki;22564;6;9694;0;t1430
mazowieckie;warszawski zachodni;122190;147;56598;26;t1432
mazowieckie;wêgrowski;49413;78;23068;14;t1433
mazowieckie;wo³omiñski;226512;267;99931;57;t1434
mazowieckie;wyszkowski;66686;0;31166;0;t1435
mazowieckie;zwoleñski;29989;0;14129;0;t1436
mazowieckie;¿uromiñski;31157;21;15147;5;t1437
mazowieckie;¿yrardowski;61469;137;28106;11;t1438
mazowieckie;Ostro³êka;75529;97;34824;17;t1461
mazowieckie;P³ock;139103;121;62042;21;t1462
mazowieckie;Radom;247996;456;111522;79;t1463
mazowieckie;Siedlce;123607;127;57131;37;t1464
mazowieckie;Warszawa;2744935;4374;1240560;440;t1465
opolskie;brzeski;75046;115;34505;3;t1601
opolskie;g³ubczycki;43958;119;20072;4;t1602
opolskie;kêdzierzyñsko-kozielski;85116;228;39183;19;t1603
opolskie;kluczborski;57892;69;26788;4;t1604
opolskie;krapkowicki;101296;99;45883;14;t1605
opolskie;namys³owski;30133;13;13842;6;t1606
opolskie;nyski;99394;49;46319;2;t1607
opolskie;oleski;51315;36;24016;23;t1608
opolskie;opolski;69835;100;31784;18;t1609
opolskie;prudnicki;42224;93;19276;10;t1610
opolskie;strzelecki;60389;104;27349;20;t1611
opolskie;Opole;200179;305;90729;46;t1661
podkarpackie;bieszczadzki;11006;30;5130;6;t1801
podkarpackie;brzozowski;48774;29;22461;10;t1802
podkarpackie;dêbicki;69595;91;29613;14;t1803
podkarpackie;jaros³awski;62988;127;27884;18;t1804
podkarpackie;jasielski;64873;126;28213;3;t1805
podkarpackie;kolbuszowski;24075;38;11014;2;t1806
podkarpackie;kroœnieñski;52530;11;24804;0;t1807
podkarpackie;le¿ajski;44167;60;19602;6;t1808
podkarpackie;lubaczowski;35561;81;16167;25;t1809
podkarpackie;³añcucki;44341;82;20652;14;t1810
podkarpackie;mielecki;91831;90;43003;29;t1811
podkarpackie;ni¿añski;35099;8;16529;2;t1812
podkarpackie;przemyski;20867;18;9991;5;t1813
podkarpackie;przeworski;32274;26;15126;6;t1814
podkarpackie;ropczycko-sêdziszowski;41479;77;18483;14;t1815
podkarpackie;rzeszowski;58560;44;26615;3;t1816
podkarpackie;sanocki;41516;67;18506;10;t1817
podkarpackie;stalowowolski;79350;160;36209;29;t1818
podkarpackie;strzy¿owski;29436;0;14037;0;t1819
podkarpackie;tarnobrzeski;17487;8;7689;0;t1820
podkarpackie;leski;15114;13;7051;2;t1821
podkarpackie;Krosno;47467;63;21824;8;t1861
podkarpackie;Przemyœl;51284;114;22078;7;t1862
podkarpackie;Rzeszów;594254;699;269199;115;t1863
podkarpackie;Tarnobrzeg;65736;88;30073;4;t1864
podlaskie;augustowski;46023;59;20773;13;t2001
podlaskie;bia³ostocki;67915;55;31250;15;t2002
podlaskie;bielski;39517;95;18106;23;t2003
podlaskie;grajewski;30519;49;14320;9;t2004
podlaskie;hajnowski;31692;98;14308;11;t2005
podlaskie;kolneñski;24146;6;11037;0;t2006
podlaskie;³om¿yñski;16943;0;7981;0;t2007
podlaskie;moniecki;24605;38;11386;6;t2008
podlaskie;sejneñski;12953;18;5973;3;t2009
podlaskie;siemiatycki;33478;6;15849;0;t2010
podlaskie;sokólski;46346;65;21753;17;t2011
podlaskie;suwalski;9188;0;4285;0;t2012
podlaskie;wysokomazowiecki;50613;45;23472;10;t2013
podlaskie;zambrowski;29798;24;13340;8;t2014
podlaskie;Bia³ystok;522504;674;234438;100;t2061
podlaskie;£om¿a;73175;122;33754;24;t2062
podlaskie;Suwa³ki;62451;121;27381;23;t2063
pomorskie;bytowski;72147;108;32753;21;t2201
pomorskie;chojnicki;92682;113;42581;17;t2202
pomorskie;cz³uchowski;44165;5;19260;0;t2203
pomorskie;gdañski;64064;70;29684;33;t2204
pomorskie;kartuski;99589;46;45754;8;t2205
pomorskie;koœcierski;68157;89;31433;21;t2206
pomorskie;kwidzyñski;69035;133;31631;30;t2207
pomorskie;lêborski;62548;57;28159;6;t2208
pomorskie;malborski;44802;9;20738;0;t2209
pomorskie;nowodworski;34987;42;15866;1;t2210
pomorskie;pucki;62848;45;28933;13;t2211
pomorskie;s³upski;49904;106;22980;15;t2212
pomorskie;starogardzki;107585;82;49380;9;t2213
