wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
woj_puste;pow_puste;18;0;7;0;t00;1;0;0;0;10;0
dolnoœl¹skie;boles³awiecki;107508;0;38249;0;t0201;47001;0;143;0;22115;0
dolnoœl¹skie;dzier¿oniowski;105392;0;37244;0;t0202;42280;0;150;0;25718;0
dolnoœl¹skie;g³ogowski;104527;0;34886;0;t0203;41958;0;182;0;27501;0
dolnoœl¹skie;górowski;38167;0;13899;0;t0204;16457;0;62;0;7749;0
dolnoœl¹skie;jaworski;59515;0;20670;0;t0205;25139;0;41;0;13665;0
dolnoœl¹skie;jeleniogórski;71887;0;26212;0;t0206;31387;0;394;0;13894;0
dolnoœl¹skie;kamiennogórski;48891;0;17089;0;t0207;19486;0;107;0;12209;0
dolnoœl¹skie;k³odzki;188849;0;67784;0;t0208;77840;0;1355;0;41870;0
dolnoœl¹skie;legnicki;63388;0;21945;0;t0209;27359;0;265;0;13819;0
dolnoœl¹skie;lubañski;47940;4;14698;0;t0210;20316;0;110;0;12816;4
dolnoœl¹skie;lubiñski;176192;0;66676;0;t0211;73535;0;997;0;34984;0
dolnoœl¹skie;lwówecki;63160;0;22731;0;t0212;26446;0;318;0;13665;0
dolnoœl¹skie;milicki;49642;0;18650;0;t0213;20781;0;118;0;10093;0
dolnoœl¹skie;oleœnicki;166114;24;55804;10;t0214;67067;2;528;0;42715;12
dolnoœl¹skie;o³awski;58022;0;22826;0;t0215;25870;0;99;0;9227;0
dolnoœl¹skie;polkowicki;61480;0;21143;0;t0216;26958;0;50;0;13329;0
dolnoœl¹skie;strzeliñski;54634;0;19983;0;t0217;22604;0;518;0;11529;0
dolnoœl¹skie;œredzki;37831;0;12559;0;t0218;14431;0;485;0;10356;0
dolnoœl¹skie;œwidnicki;162677;0;55174;0;t0219;64873;0;1229;0;41401;0
dolnoœl¹skie;trzebnicki;89733;0;33193;0;t0220;35368;0;441;0;20731;0
dolnoœl¹skie;wa³brzyski;45512;0;16987;0;t0221;18459;0;259;0;9807;0
dolnoœl¹skie;wo³owski;63034;0;22021;0;t0222;27882;0;315;0;12816;0
dolnoœl¹skie;wroc³awski;158631;1;57412;0;t0223;63597;0;1215;0;36407;1
dolnoœl¹skie;z¹bkowicki;80961;0;29262;0;t0224;34365;0;333;0;17001;0
dolnoœl¹skie;zgorzelecki;94676;0;31554;0;t0225;39022;0;228;0;23872;0
dolnoœl¹skie;z³otoryjski;53034;0;18268;0;t0226;22217;0;217;0;12332;0
dolnoœl¹skie;Jelenia Góra;133901;0;49165;0;t0261;53711;0;458;0;30567;0
dolnoœl¹skie;Legnica;134986;0;48432;0;t0262;55852;0;468;0;30234;0
dolnoœl¹skie;Wroc³aw;1501830;96;550099;12;t0264;630643;20;4799;0;316289;64
dolnoœl¹skie;Wa³brzych;274870;0;106225;0;t0265;122457;0;808;0;45380;0
kujawsko-pomorskie;aleksandrowski;159531;0;66895;0;t0401;73104;0;530;0;19002;0
kujawsko-pomorskie;brodnicki;105616;0;39574;0;t0402;44603;0;1492;0;19947;0
kujawsko-pomorskie;bydgoski;114225;0;42194;0;t0403;46499;0;395;0;25137;0
kujawsko-pomorskie;che³miñski;62910;0;22904;0;t0404;25500;0;44;0;14462;0
kujawsko-pomorskie;golubsko-dobrzyñski;48866;0;18690;0;t0405;21278;0;341;0;8557;0
kujawsko-pomorskie;grudzi¹dzki;37470;0;13849;0;t0406;16530;0;23;0;7068;0
kujawsko-pomorskie;inowroc³awski;152381;0;56532;0;t0407;62235;0;510;0;33104;0
kujawsko-pomorskie;lipnowski;77130;0;28659;0;t0408;33197;0;345;0;14929;0
kujawsko-pomorskie;mogileñski;54424;0;18948;0;t0409;21795;0;195;0;13486;0
kujawsko-pomorskie;nakielski;127090;0;44109;0;t0410;55869;0;484;0;26628;0
kujawsko-pomorskie;radziejowski;59906;0;23163;0;t0411;25828;0;649;0;10266;0
kujawsko-pomorskie;rypiñski;53172;0;19537;0;t0412;22083;0;111;0;11441;0
kujawsko-pomorskie;sêpoleñski;66075;0;24834;0;t0413;29742;0;138;0;11361;0
kujawsko-pomorskie;œwiecki;119458;0;42300;0;t0414;49947;0;410;0;26801;0
kujawsko-pomorskie;toruñski;97346;0;35527;0;t0415;44298;0;434;0;17087;0
kujawsko-pomorskie;tucholski;57511;0;20977;0;t0416;24191;0;208;0;12135;0
kujawsko-pomorskie;w¹brzeski;41016;0;14861;0;t0417;17732;0;253;0;8170;0
kujawsko-pomorskie;w³oc³awski;92015;0;35455;0;t0418;38659;0;278;0;17623;0
kujawsko-pomorskie;¿niñski;72518;0;28397;0;t0419;30976;0;540;0;12605;0
kujawsko-pomorskie;Bydgoszcz;657327;94;229393;20;t0461;267064;22;1547;0;159323;52
kujawsko-pomorskie;Grudzi¹dz;177533;5;65061;1;t0462;76400;0;616;0;35456;4
kujawsko-pomorskie;Toruñ;322733;0;106386;0;t0463;126076;0;1184;0;89087;0
kujawsko-pomorskie;W³oc³awek;154317;0;50238;0;t0464;63919;0;1182;0;38978;0
lubelskie;bialski;90390;0;32834;0;t0601;38817;0;644;0;18095;0
lubelskie;bi³gorajski;81064;0;29924;0;t0602;33699;0;82;0;17359;0
lubelskie;che³mski;53336;0;20018;0;t0603;22016;0;367;0;10935;0
lubelskie;hrubieszowski;67453;0;24186;0;t0604;28494;0;1590;0;13183;0
lubelskie;janowski;43518;0;16819;0;t0605;19104;0;544;0;7051;0
lubelskie;krasnostawski;61850;0;22038;0;t0606;25675;0;559;0;13578;0
lubelskie;kraœnicki;98596;0;37052;0;t0607;41444;0;372;0;19728;0
lubelskie;lubartowski;82023;22;31046;13;t0608;34858;1;1316;0;14803;8
lubelskie;lubelski;125895;0;45983;0;t0609;54163;0;769;0;24980;0
lubelskie;³êczyñski;56770;0;22044;0;t0610;23919;0;588;0;10219;0
lubelskie;³ukowski;85261;0;31827;0;t0611;36710;0;247;0;16477;0
lubelskie;opolski;68019;7;24971;1;t0612;29053;1;255;0;13740;5
lubelskie;parczewski;40690;0;15024;0;t0613;17716;0;489;0;7461;0
lubelskie;pu³awski;142728;0;53469;0;t0614;58839;0;462;0;29958;0
lubelskie;radzyñski;45962;0;17162;0;t0615;19519;0;230;0;9051;0
lubelskie;rycki;76633;0;29258;0;t0616;31712;0;432;0;15231;0
lubelskie;œwidnicki;73178;0;26353;0;t0617;28845;0;158;0;17822;0
lubelskie;tomaszowski;81774;0;29905;0;t0618;35157;0;296;0;16416;0
lubelskie;w³odawski;49191;0;18328;0;t0619;21060;0;169;0;9634;0
lubelskie;zamojski;71454;0;27440;0;t0620;28821;0;347;0;14846;0
lubelskie;Bia³a Podlaska;103798;0;39184;0;t0661;45168;0;169;0;19277;0
lubelskie;Che³m;97294;34;34440;15;t0662;41736;4;178;0;20940;15
lubelskie;Lublin;647989;0;234291;0;t0663;280555;0;2820;0;130323;0
lubelskie;Zamoœæ;130350;0;49013;0;t0664;55720;0;255;0;25362;0
lubuskie;gorzowski;44960;9;16207;1;t0801;18314;2;345;0;10094;6
lubuskie;kroœnieñski;74166;0;27327;0;t0802;31905;0;59;0;14875;0
lubuskie;miêdzyrzecki;94490;0;35204;0;t0803;40700;0;769;0;17817;0
lubuskie;nowosolski;136882;2;47228;0;t0804;59851;0;449;0;29354;2
lubuskie;s³ubicki;61162;0;22084;0;t0805;25894;0;100;0;13084;0
lubuskie;strzelecko-drezdenecki;73844;0;26163;0;t0806;33571;0;177;0;13933;0
lubuskie;sulêciñski;48413;0;16548;0;t0807;21443;0;292;0;10130;0
lubuskie;œwiebodziñski;78812;0;28794;0;t0808;34056;0;93;0;15869;0
lubuskie;zielonogórski;123535;0;46248;0;t0809;54478;0;862;0;21947;0
lubuskie;¿agañski;106678;6;36391;0;t0810;44927;0;631;0;24729;6
lubuskie;¿arski;144601;0;53061;0;t0811;61661;0;231;0;29648;0
lubuskie;wschowski;41483;0;15247;0;t0812;17242;0;187;0;8807;0
lubuskie;Gorzów Wielkopolski;239675;6;82918;0;t0861;106573;0;618;0;49566;6
lubuskie;Zielona Góra;229234;11;83389;0;t0862;93170;5;516;0;52159;6
³ódzkie;be³chatowski;111922;0;39139;0;t1001;46958;0;430;0;25395;0
³ódzkie;kutnowski;131766;1;49635;0;t1002;53320;1;768;0;28043;0
³ódzkie;³aski;50911;0;19381;0;t1003;21158;0;119;0;10253;0
³ódzkie;³êczycki;74578;0;27456;0;t1004;32307;0;529;0;14286;0
³ódzkie;³owicki;123023;0;48229;0;t1005;52565;0;454;0;21775;0
³ódzkie;³ódzki wschodni;63125;0;20485;0;t1006;24568;0;369;0;17703;0
³ódzkie;opoczyñski;86431;0;31411;0;t1007;38057;0;439;0;16524;0
³ódzkie;pabianicki;168239;0;59901;0;t1008;66209;0;562;0;41567;0
³ódzkie;pajêczañski;42011;0;15123;0;t1009;18126;0;74;0;8688;0
³ódzkie;piotrkowski;73267;0;27113;0;t1010;31207;0;435;0;14512;0
³ódzkie;poddêbicki;52550;0;19918;0;t1011;21960;0;453;0;10219;0
³ódzkie;radomszczañski;130051;0;47701;0;t1012;53563;0;577;0;28210;0
³ódzkie;rawski;43377;0;15741;0;t1013;18318;0;424;0;8894;0
³ódzkie;sieradzki;145863;6;52943;1;t1014;62828;2;772;0;29320;3
³ódzkie;skierniewicki;31888;0;12588;0;t1015;14133;0;296;0;4871;0
³ódzkie;tomaszowski;150712;0;56806;0;t1016;64557;0;544;0;28805;0
³ódzkie;wieluñski;120677;0;46422;0;t1017;51781;0;764;0;21710;0
³ódzkie;wieruszowski;48076;0;17155;0;t1018;20685;0;153;0;10083;0
³ódzkie;zduñskowolski;74290;0;26507;0;t1019;30765;0;137;0;16881;0
³ódzkie;zgierski;197681;4;70765;0;t1020;80540;0;676;0;45700;4
³ódzkie;brzeziñski;47718;0;18765;0;t1021;20357;0;104;0;8492;0
³ódzkie;£ódŸ;1306071;28;479677;5;t1061;543195;7;7905;0;275294;16
³ódzkie;Piotrków Trybunalski;125014;36;44129;16;t1062;51484;9;609;0;28792;11
³ódzkie;Skierniewice;105558;0;39247;0;t1063;44695;0;906;0;20710;0
ma³opolskie;bocheñski;110791;17;40283;2;t1201;49193;0;214;0;21101;15
ma³opolskie;brzeski;96374;0;36192;0;t1202;41865;0;129;0;18188;0
ma³opolskie;chrzanowski;163683;37;57785;13;t1203;67959;2;425;0;37514;22
ma³opolskie;d¹browski;59914;0;23055;0;t1204;26075;0;196;0;10588;0
ma³opolskie;gorlicki;119387;0;45754;0;t1205;51760;0;218;0;21655;0
ma³opolskie;krakowski;240890;0;87032;0;t1206;98264;0;1993;0;53601;0
ma³opolskie;limanowski;125872;26;47514;8;t1207;56890;5;326;0;21142;13
ma³opolskie;miechowski;79620;0;31888;0;t1208;34570;0;104;0;13058;0
ma³opolskie;myœlenicki;145572;0;55864;0;t1209;63933;0;555;0;25220;0
ma³opolskie;nowos¹decki;177380;12;65373;1;t1210;80776;0;330;0;30901;11
