wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;8;0;2;0;t0;2;0;0;0;4;0
dolnoœl¹skie;4351314;36;1559204;2;t02;1800297;4;16728;0;975085;30
kujawsko-pomorskie;2939454;0;1053597;0;t04;1220259;0;11994;0;653604;0
lubelskie;2494735;0;916398;0;t06;1055141;0;13498;0;509698;0
lubuskie;1513599;3;539606;1;t08;645473;0;5401;0;323119;2
³ódzkie;3539635;20;1292228;0;t10;1466627;3;18786;0;761994;17
ma³opolskie;4543162;67;1662789;2;t12;1900729;1;14007;0;965637;64
mazowieckie;8631491;88;3108977;4;t14;3559763;6;40939;1;1921812;77
opolskie;1266655;1;464871;0;t16;530215;0;5044;0;266525;1
podkarpackie;2220505;9;834863;0;t18;969975;2;8465;0;407202;7
podlaskie;1517915;2;565136;0;t20;651294;2;6098;0;295387;0
pomorskie;3609431;1;1300840;0;t22;1492806;0;15044;0;800741;1
œl¹skie;6416443;35;2311257;2;t24;2658480;3;20573;0;1426133;30
œwiêtokrzyskie;1538610;5;561567;0;t26;650362;0;6249;0;320432;5
warmiñsko-mazurskie;1888512;25;684340;2;t28;786299;2;10527;0;407346;21
wielkopolskie;5327919;56;1921163;1;t30;2233520;4;20581;0;1152655;51
zachodniopomorskie;2528399;13;899072;2;t32;1059945;1;10587;0;558795;10
ca³y kraj;54327787;361;19675910;16;t00;22681187;28;224521;1;11746169;316
