wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;7;0;1;0;t0;2;0;0;0;4;0
dolnoœl¹skie;4334595;1014;1557576;161;t02;1799168;97;16944;12;960907;744
kujawsko-pomorskie;2930957;432;1052708;54;t04;1219702;48;12042;0;646505;330
lubelskie;2489071;334;915673;65;t06;1054593;37;13497;5;505308;227
lubuskie;1508792;341;538903;50;t08;644961;30;5383;0;319545;261
³ódzkie;3528950;591;1291151;82;t10;1465781;44;18790;3;753228;462
ma³opolskie;4524123;1069;1661042;130;t12;1899337;82;14155;2;949589;855
mazowieckie;8595394;1604;3105130;202;t14;3556174;145;40751;30;1893339;1227
opolskie;1263026;254;464427;38;t16;529853;22;5030;0;263716;194
podkarpackie;2215374;240;834209;41;t18;969361;30;8415;0;403389;169
podlaskie;1514419;264;564704;42;t20;650812;22;6098;0;292805;200
pomorskie;3595467;783;1299398;114;t22;1491732;74;14928;6;789409;589
œl¹skie;6390904;1457;2308927;190;t24;2656777;112;20682;7;1404518;1148
œwiêtokrzyskie;1534943;173;561224;35;t26;649982;27;6253;0;317484;111
warmiñsko-mazurskie;1883824;301;683773;56;t28;785958;24;10516;0;403577;221
wielkopolskie;5273270;1099;1919220;162;t30;2195275;76;20383;13;1138392;848
zachodniopomorskie;2519991;518;898241;93;t32;1059286;45;10625;1;551839;379
ca³y kraj;54103107;10474;19656307;1515;t00;22628754;915;224492;79;11593554;7965
