wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;310;0;128;0;t0;164;0;0;0;18;0
dolnoœl¹skie;4048335;9834;1498894;366;t02;1764968;1363;15290;26;769183;8079
kujawsko-pomorskie;2735938;7369;1009965;407;t04;1195944;1088;11406;120;518623;5754
lubelskie;2350972;3495;886632;178;t06;1037260;562;12671;4;414409;2751
lubuskie;1412994;3769;517900;168;t08;632151;606;4986;14;257957;2981
³ódzkie;3314898;8001;1244613;448;t10;1439814;974;17267;36;613204;6543
ma³opolskie;4227582;11794;1601329;737;t12;1866535;1701;12518;23;747200;9333
mazowieckie;8050313;22702;2989478;1583;t14;3487079;3545;37465;143;1536291;17431
opolskie;1187165;3167;447014;237;t16;520028;465;4386;29;215737;2436
podkarpackie;2109364;3516;810242;236;t18;954819;622;7540;6;336763;2652
podlaskie;1437810;1464;548067;78;t20;639375;221;5383;7;244985;1158
pomorskie;3348288;10491;1244609;795;t22;1460263;1984;13712;15;629704;7697
œl¹skie;5988930;13823;2227101;789;t24;2608148;1954;18644;26;1135037;11054
œwiêtokrzyskie;1440036;3864;541449;162;t26;637734;461;5764;4;255089;3237
warmiñsko-mazurskie;1747546;3468;654794;192;t28;767255;468;9539;5;315958;2803
wielkopolskie;4865119;14058;1835890;945;t30;2123398;1999;18659;19;887172;11095
zachodniopomorskie;2364985;5236;866145;463;t32;1039558;952;10150;14;449132;3807
ca³y kraj;50630585;126051;18924250;7784;t00;22174493;18965;205380;491;9326462;98811
