wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;131;0;43;0;t0;67;0;0;0;21;0
dolnoœl¹skie;3323873;1276;1432874;18;t02;1661609;302;20174;2;209216;954
kujawsko-pomorskie;2233849;522;963203;29;t04;1123536;90;14201;0;132909;403
lubelskie;1957404;1203;837653;90;t06;980598;208;15826;32;123327;873
lubuskie;1155936;691;490531;14;t08;586919;213;6042;1;72444;463
³ódzkie;2722151;1256;1187843;82;t10;1356875;310;21648;7;155785;857
ma³opolskie;3497350;1815;1526914;80;t12;1759461;463;15274;3;195701;1269
mazowieckie;6559096;4782;2831104;250;t14;3261148;819;46419;14;420425;3699
opolskie;969163;673;424251;3;t16;486992;228;5427;4;52493;438
podkarpackie;1780327;399;771134;12;t18;899936;136;9580;0;99677;251
podlaskie;1200269;525;518205;31;t20;601859;153;6490;13;73715;328
pomorskie;2737844;1499;1185796;80;t22;1362771;304;15686;54;173591;1061
œl¹skie;4919530;3193;2134546;166;t24;2465906;635;21837;24;297241;2368
œwiêtokrzyskie;1189462;843;516895;67;t26;602792;181;7230;0;62545;595
warmiñsko-mazurskie;1428735;403;619423;25;t28;715982;115;11020;0;82310;263
wielkopolskie;3958598;1937;1737228;105;t30;1972482;450;24451;12;224437;1370
zachodniopomorskie;1934303;957;825039;25;t32;975579;268;11299;1;122386;663
ca³y kraj;41568021;21974;18002682;1077;t00;20814512;4875;252604;167;2498223;15855
