data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2192;0
2020-12-28;4402;0
2020-12-29;10072;0
2020-12-30;20484;1
2020-12-31;10641;0
2021-01-01;1348;3
2021-01-02;2271;0
2021-01-03;652;0
2021-01-04;40749;1
2021-01-05;55453;2
2021-01-06;18795;0
2021-01-07;30438;0
2021-01-08;11849;1
2021-01-09;2261;0
2021-01-10;997;2
2021-01-11;47698;3
2021-01-12;63516;0
2021-01-13;55227;1
2021-01-14;46650;1
2021-01-15;26284;0
2021-01-16;21026;17
2021-01-17;12093;430
2021-01-18;28469;2939
2021-01-19;49606;8127
2021-01-20;51311;14471
2021-01-21;53238;14869
2021-01-22;38324;5268
2021-01-23;16727;1362
2021-01-24;5328;557
2021-01-25;73615;29598
2021-01-26;133364;48325
2021-01-27;104684;26580
2021-01-28;89730;29477
2021-01-29;44033;16156
2021-01-30;16285;3118
2021-01-31;8675;1388
2021-02-01;57288;33332
2021-02-02;115502;57639
2021-02-03;122399;55996
2021-02-04;107634;51573
2021-02-05;52200;29574
2021-02-06;24748;15709
2021-02-07;16482;10164
2021-02-08;33251;11758
2021-02-09;90525;20408
2021-02-10;113742;44804
2021-02-11;112256;58944
2021-02-12;76008;43736
2021-02-13;35657;15157
2021-02-14;14719;4867
2021-02-15;36530;11738
2021-02-16;72218;33847
2021-02-17;156054;85200
2021-02-18;175702;94537
2021-02-19;103281;50246
2021-02-20;35973;7699
2021-02-21;16045;3605
2021-02-22;43409;4117
2021-02-23;71876;20436
2021-02-24;160984;76996
2021-02-25;175055;90591
2021-02-26;103705;45590
2021-02-27;44746;11796
2021-02-28;17855;5645
2021-03-01;46195;5405
2021-03-02;82416;21754
2021-03-03;157011;67977
2021-03-04;174187;85932
2021-03-05;108933;44692
2021-03-06;49770;12059
2021-03-07;17971;5379
2021-03-08;34607;3679
2021-03-09;63972;8470
2021-03-10;143308;43022
2021-03-11;162935;68342
2021-03-12;95114;39485
2021-03-13;29738;6725
2021-03-14;11869;3030
2021-03-15;25748;3563
2021-03-16;47916;10723
2021-03-17;134090;43883
2021-03-18;155510;66645
2021-03-19;89405;38874
2021-03-20;29749;10269
2021-03-21;10648;3069
2021-03-22;51903;3977
2021-03-23;118052;19892
2021-03-24;192172;50131
2021-03-25;216474;71701
2021-03-26;162283;40641
2021-03-27;92166;15013
2021-03-28;35679;6913
2021-03-29;80252;9912
2021-03-30;117711;16122
2021-03-31;190978;20706
2021-04-01;205665;19524
2021-04-02;153246;11347
2021-04-03;36231;2756
2021-04-04;3319;343
2021-04-05;3861;528
2021-04-06;126143;8150
2021-04-07;221029;7362
2021-04-08;258434;5822
2021-04-09;220647;4696
2021-04-10;154281;4147
2021-04-11;44561;786
2021-04-12;106322;7039
2021-04-13;186742;23290
2021-04-14;254686;53795
2021-04-15;267995;59269
2021-04-16;201317;28321
2021-04-17;140648;11959
2021-04-18;39735;4030
2021-04-19;109404;13157
2021-04-20;202908;34318
2021-04-21;282661;74528
2021-04-22;306141;79674
2021-04-23;259747;46920
2021-04-24;205771;24590
2021-04-25;55913;9286
2021-04-26;139484;30847
2021-04-27;253627;58864
2021-04-28;344681;99509
2021-04-29;387504;109252
2021-04-30;357348;75073
2021-05-01;121456;15615
2021-05-02;59225;10171
2021-05-03;47028;5545
2021-05-04;233477;63259
2021-05-05;396697;122682
2021-05-06;421870;141697
2021-05-07;377587;124774
2021-05-08;257165;63562
2021-05-09;82165;14898
2021-05-10;187395;52508
2021-05-11;319141;109806
2021-05-12;431808;180187
2021-05-13;438401;193243
2021-05-14;370825;152043
2021-05-15;276565;110478
2021-05-16;89593;29683
2021-05-17;148555;50137
2021-05-18;329487;125573
2021-05-19;443202;185122
2021-05-20;442162;200761
2021-05-21;351753;154243
2021-05-22;236032;108834
2021-05-23;63627;32091
2021-05-24;134345;76373
2021-05-25;299707;156368
2021-05-26;382828;204797
