wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;25;0;0;0;t00
dolnoœl¹skie;boles³awiecki;69055;224;31140;102;t0201
dolnoœl¹skie;dzier¿oniowski;64911;235;30565;187;t0202
dolnoœl¹skie;g³ogowski;60582;149;27457;126;t0203
dolnoœl¹skie;górowski;25589;12;11516;11;t0204
dolnoœl¹skie;jaworski;37331;174;16887;128;t0205
dolnoœl¹skie;jeleniogórski;48867;219;22855;102;t0206
dolnoœl¹skie;kamiennogórski;29582;184;13859;82;t0207
dolnoœl¹skie;k³odzki;121838;514;57129;312;t0208
dolnoœl¹skie;legnicki;42405;102;18903;42;t0209
dolnoœl¹skie;lubañski;28200;37;11839;10;t0210
dolnoœl¹skie;lubiñski;119916;137;57264;97;t0211
dolnoœl¹skie;lwówecki;39315;117;18249;46;t0212
dolnoœl¹skie;milicki;32450;141;15178;104;t0213
dolnoœl¹skie;oleœnicki;89946;391;40522;146;t0214
dolnoœl¹skie;o³awski;44113;61;21282;24;t0215
dolnoœl¹skie;polkowicki;39864;142;17415;105;t0216
dolnoœl¹skie;strzeliñski;35545;60;16590;16;t0217
dolnoœl¹skie;œredzki;20913;11;9888;7;t0218
dolnoœl¹skie;œwidnicki;95388;370;43988;237;t0219
dolnoœl¹skie;trzebnicki;56701;193;27012;150;t0220
dolnoœl¹skie;wa³brzyski;30232;117;14297;84;t0221
dolnoœl¹skie;wo³owski;40403;95;18102;31;t0222
dolnoœl¹skie;wroc³awski;98815;59;46980;46;t0223
dolnoœl¹skie;z¹bkowicki;52749;296;24848;190;t0224
dolnoœl¹skie;zgorzelecki;55130;298;25001;160;t0225
dolnoœl¹skie;z³otoryjski;32834;121;14611;88;t0226
dolnoœl¹skie;Jelenia Góra;85423;118;41068;45;t0261
dolnoœl¹skie;Legnica;85416;235;40202;120;t0262
dolnoœl¹skie;Wroc³aw;1015072;1664;477838;918;t0264
dolnoœl¹skie;Wa³brzych;205104;193;96009;114;t0265
kujawsko-pomorskie;aleksandrowski;129344;212;61498;162;t0401
kujawsko-pomorskie;brodnicki;67908;387;31545;139;t0402
kujawsko-pomorskie;bydgoski;73658;276;34515;177;t0403
kujawsko-pomorskie;che³miñski;39434;188;18495;121;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;33938;250;15706;240;t0405
kujawsko-pomorskie;grudzi¹dzki;24523;125;10934;86;t0406
kujawsko-pomorskie;inowroc³awski;100799;316;47951;244;t0407
kujawsko-pomorskie;lipnowski;49737;69;22549;41;t0408
kujawsko-pomorskie;mogileñski;29441;79;13747;38;t0409
kujawsko-pomorskie;nakielski;79479;243;35874;157;t0410
kujawsko-pomorskie;radziejowski;42809;259;19808;244;t0411
kujawsko-pomorskie;rypiñski;32846;83;15106;45;t0412
kujawsko-pomorskie;sêpoleñski;46908;30;21823;10;t0413
kujawsko-pomorskie;œwiecki;72599;384;33392;248;t0414
kujawsko-pomorskie;toruñski;68621;164;29938;110;t0415
kujawsko-pomorskie;tucholski;37193;256;17039;78;t0416
kujawsko-pomorskie;w¹brzeski;25907;84;11555;81;t0417
kujawsko-pomorskie;w³oc³awski;61925;249;29284;197;t0418
kujawsko-pomorskie;¿niñski;50667;51;23740;31;t0419
kujawsko-pomorskie;Bydgoszcz;416025;977;195850;642;t0461
kujawsko-pomorskie;Grudzi¹dz;117691;339;54437;123;t0462
kujawsko-pomorskie;Toruñ;182212;520;84604;330;t0463
kujawsko-pomorskie;W³oc³awek;89205;175;40531;77;t0464
lubelskie;bialski;58522;170;26727;123;t0601
lubelskie;bi³gorajski;51146;296;24265;108;t0602
lubelskie;che³mski;34792;95;16365;33;t0603
lubelskie;hrubieszowski;42044;232;19214;155;t0604
lubelskie;janowski;28820;212;13364;98;t0605
lubelskie;krasnostawski;39386;89;18236;35;t0606
lubelskie;kraœnicki;63795;257;30184;118;t0607
lubelskie;lubartowski;52154;97;24423;52;t0608
lubelskie;lubelski;79970;285;36380;151;t0609
lubelskie;³êczyñski;38673;76;18458;50;t0610
lubelskie;³ukowski;52403;118;24416;30;t0611
lubelskie;opolski;42126;194;19254;109;t0612
lubelskie;parczewski;26938;282;12478;141;t0613
lubelskie;pu³awski;93228;326;44278;235;t0614
lubelskie;radzyñski;29294;157;13836;88;t0615
lubelskie;rycki;51209;45;24453;43;t0616
lubelskie;œwidnicki;43277;123;20666;33;t0617
lubelskie;tomaszowski;52741;119;24478;69;t0618
lubelskie;w³odawski;33840;119;15726;16;t0619
lubelskie;zamojski;46466;175;22421;111;t0620
lubelskie;Bia³a Podlaska;66218;236;31185;119;t0661
lubelskie;Che³m;59979;70;27524;43;t0662
lubelskie;Lublin;424075;1008;196626;497;t0663
lubelskie;Zamoœæ;84932;347;39980;152;t0664
lubuskie;gorzowski;27822;59;12935;51;t0801
lubuskie;kroœnieñski;48453;128;23125;83;t0802
lubuskie;miêdzyrzecki;64242;75;30041;31;t0803
lubuskie;nowosolski;86341;333;39206;179;t0804
lubuskie;s³ubicki;36156;112;17097;40;t0805
lubuskie;strzelecko-drezdenecki;47272;140;21797;67;t0806
lubuskie;sulêciñski;28181;75;12873;31;t0807
lubuskie;œwiebodziñski;52881;86;24480;50;t0808
lubuskie;zielonogórski;85217;357;39632;222;t0809
lubuskie;¿agañski;64446;85;29825;50;t0810
lubuskie;¿arski;95678;227;45380;96;t0811
lubuskie;wschowski;24981;73;11802;31;t0812
lubuskie;Gorzów Wielkopolski;140282;270;65884;108;t0861
lubuskie;Zielona Góra;145511;246;69410;111;t0862
³ódzkie;be³chatowski;68749;268;31564;179;t1001
³ódzkie;kutnowski;84504;285;40726;133;t1002
³ódzkie;³aski;34348;109;16366;39;t1003
³ódzkie;³êczycki;48378;296;22047;208;t1004
³ódzkie;³owicki;86665;357;41236;262;t1005
³ódzkie;³ódzki wschodni;34962;216;15645;125;t1006
³ódzkie;opoczyñski;55352;142;24969;41;t1007
³ódzkie;pabianicki;102645;316;48048;185;t1008
³ódzkie;pajêczañski;28746;52;13035;21;t1009
³ódzkie;piotrkowski;46862;59;21665;31;t1010
³ódzkie;poddêbicki;35380;48;16674;19;t1011
³ódzkie;radomszczañski;82167;613;38228;371;t1012
³ódzkie;rawski;26801;66;12053;57;t1013
³ódzkie;sieradzki;94021;466;43039;230;t1014
³ódzkie;skierniewicki;22832;95;10864;60;t1015
³ódzkie;tomaszowski;100326;420;47254;268;t1016
³ódzkie;wieluñski;84068;179;39975;26;t1017
³ódzkie;wieruszowski;31418;165;14182;66;t1018
