data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2157;0
2020-12-28;4348;0
2020-12-29;9997;0
2020-12-30;20262;0
2020-12-31;10579;0
2021-01-01;1347;2
2021-01-02;2257;0
2021-01-03;640;0
2021-01-04;40465;1
2021-01-05;55193;1
2021-01-06;18698;0
2021-01-07;30292;0
2021-01-08;11794;0
2021-01-09;2254;0
2021-01-10;990;2
2021-01-11;47510;3
2021-01-12;63245;0
2021-01-13;55017;1
2021-01-14;46453;2
2021-01-15;26193;1
2021-01-16;20947;17
2021-01-17;12058;435
2021-01-18;28291;2944
2021-01-19;49354;8122
2021-01-20;51166;14477
2021-01-21;52904;14790
2021-01-22;38167;5264
2021-01-23;16851;1362
2021-01-24;5349;557
2021-01-25;73190;29545
2021-01-26;132674;48390
2021-01-27;104592;26580
2021-01-28;89417;29506
2021-01-29;43687;16131
2021-01-30;16253;3124
2021-01-31;8678;1391
2021-02-01;57103;33371
2021-02-02;114599;57488
2021-02-03;121664;56075
2021-02-04;107200;51656
2021-02-05;52053;29674
2021-02-06;24656;15727
2021-02-07;16388;10185
2021-02-08;33067;11763
2021-02-09;89689;20243
2021-02-10;113292;45095
2021-02-11;111627;58916
2021-02-12;75787;43777
2021-02-13;35625;15270
2021-02-14;14713;4880
2021-02-15;36318;11789
2021-02-16;71752;33945
2021-02-17;154916;85816
2021-02-18;174573;94951
2021-02-19;103238;50418
2021-02-20;36029;7734
2021-02-21;16050;3623
2021-02-22;43430;4142
2021-02-23;71908;20585
2021-02-24;160867;77179
2021-02-25;174960;90823
2021-02-26;103680;45740
2021-02-27;44808;11936
2021-02-28;18062;5836
2021-03-01;46163;5428
2021-03-02;82490;21830
2021-03-03;156746;68120
2021-03-04;173968;86019
2021-03-05;108739;44754
2021-03-06;49850;12097
2021-03-07;17993;5394
2021-03-08;34586;3687
2021-03-09;63873;8440
2021-03-10;143319;43110
2021-03-11;162865;68458
2021-03-12;95101;39632
2021-03-13;29969;6745
2021-03-14;11869;3044
2021-03-15;25806;3560
2021-03-16;47874;10739
2021-03-17;133972;43948
2021-03-18;155356;66762
2021-03-19;89465;39012
2021-03-20;29776;10298
2021-03-21;10655;3082
2021-03-22;51956;3983
2021-03-23;118067;19988
2021-03-24;192134;50240
2021-03-25;216623;71907
2021-03-26;162381;40767
2021-03-27;92233;15050
2021-03-28;35747;6934
2021-03-29;80159;9884
2021-03-30;117701;16125
2021-03-31;191061;20780
2021-04-01;205444;19539
2021-04-02;153244;11318
2021-04-03;36407;2762
2021-04-04;3342;352
2021-04-05;3889;530
2021-04-06;126261;8157
2021-04-07;220817;7384
2021-04-08;258693;5857
2021-04-09;220827;4712
2021-04-10;154639;4191
2021-04-11;44781;788
2021-04-12;106532;7033
2021-04-13;187018;23401
2021-04-14;254985;53949
2021-04-15;268189;59373
2021-04-16;201469;28313
2021-04-17;140846;11974
2021-04-18;39814;4039
2021-04-19;109530;13089
2021-04-20;203264;34321
2021-04-21;283336;74623
2021-04-22;306650;79552
2021-04-23;260315;46876
2021-04-24;206168;24534
2021-04-25;56090;9290
2021-04-26;139801;30901
2021-04-27;254129;58806
2021-04-28;345546;99520
2021-04-29;388410;109056
2021-04-30;358188;75149
2021-05-01;121982;15591
2021-05-02;59471;10180
2021-05-03;47157;5546
2021-05-04;234710;63280
2021-05-05;399407;122782
2021-05-06;424497;141961
2021-05-07;379488;124828
2021-05-08;258749;63664
2021-05-09;82455;14858
2021-05-10;188744;52571
2021-05-11;321310;109836
2021-05-12;434648;181074
2021-05-13;442004;193851
2021-05-14;373874;152364
2021-05-15;278002;110626
2021-05-16;90332;29655
2021-05-17;149232;50248
2021-05-18;331432;125847
2021-05-19;446303;185984
2021-05-20;445663;201222
2021-05-21;357004;155324
2021-05-22;241273;111110
2021-05-23;68110;35624
2021-05-24;135642;76904
2021-05-25;306184;158307
2021-05-26;397476;212326
2021-05-27;387155;232250
2021-05-28;349874;202406
2021-05-29;278702;151946
2021-05-30;91908;44182
2021-05-31;167735;98592
2021-06-01;466996;270474
2021-06-02;652635;401484
2021-06-03;141165;64689
2021-06-04;431244;257128
2021-06-05;271973;120497
2021-06-06;99118;41010
2021-06-07;203295;127720
2021-06-08;401327;243081
2021-06-09;507764;303230
2021-06-10;485289;298075
2021-06-11;425761;266617
2021-06-12;318850;182323
2021-06-13;102749;58869
2021-06-14;214181;168522
2021-06-15;375403;264581
2021-06-16;434161;280842
2021-06-17;402951;272684
2021-06-18;326423;220826
2021-06-19;220689;135864
2021-06-20;66554;43802
2021-06-21;168912;137639
2021-06-22;341889;262437
2021-06-23;400837;291782
2021-06-24;381389;283235
2021-06-25;310033;233903
2021-06-26;203337;134399
2021-06-27;61037;42211
2021-06-28;146474;115139
2021-06-29;288754;217826
2021-06-30;357490;254859
2021-07-01;299853;220255
2021-07-02;243932;175430
2021-07-03;172704;119349
2021-07-04;50606;34022
2021-07-05;118875;86719
2021-07-06;251301;207640
2021-07-07;341655;283357
2021-07-08;264126;203154
2021-07-09;256356;197469
2021-07-10;209873;167609
2021-07-11;63063;48720
2021-07-12;115326;82462
2021-07-13;216722;172769
2021-07-14;286707;227131
2021-07-15;257597;195270
2021-07-16;209907;150624
2021-07-17;157777;114013
2021-07-18;41834;25858
2021-07-19;84011;50876
2021-07-20;164620;118440
2021-07-21;210351;156614
2021-07-22;179910;126401
2021-07-23;156587;102398
2021-07-24;97913;61513
2021-07-25;29701;14228
2021-07-26;72376;41829
2021-07-27;115107;71300
2021-07-28;141688;87938
2021-07-29;134401;82743
2021-07-30;120729;70031
2021-07-31;78688;40848
2021-08-01;32900;7903
2021-08-02;53135;25456
2021-08-03;83193;43299
2021-08-04;109496;61324
2021-08-05;110333;60907
2021-08-06;104406;54007
2021-08-07;61505;28016
2021-08-08;19957;5391
2021-08-09;47102;21368
2021-08-10;69488;33433
2021-08-11;81981;40145
2021-08-12;81057;40301
2021-08-13;79832;41121
2021-08-14;43990;17944
2021-08-15;27878;4171
2021-08-16;42496;21544
2021-08-17;59333;30169
2021-08-18;75401;38207
2021-08-19;72058;38732
2021-08-20;74416;39024
2021-08-21;42826;19387
2021-08-22;19469;4082
2021-08-23;37324;18484
2021-08-24;53473;27387
2021-08-25;67053;34083
2021-08-26;67993;35848
2021-08-27;72959;38081
2021-08-28;44883;18798
2021-08-29;22481;4231
2021-08-30;37916;18501
2021-08-31;51712;27150
2021-09-01;48950;26338
2021-09-02;54025;28896
2021-09-03;59136;29231
2021-09-04;32483;13451
2021-09-05;14333;2756
2021-09-06;26451;12341
2021-09-07;36885;17526
2021-09-08;44631;21968
2021-09-09;45547;22831
2021-09-10;50581;24233
2021-09-11;27225;10607
2021-09-12;11642;2205
2021-09-13;23353;10136
2021-09-14;32904;14704
2021-09-15;41120;19176
2021-09-16;43219;19830
2021-09-17;51396;22807
2021-09-18;26212;9586
2021-09-19;10044;2282
2021-09-20;23880;10451
2021-09-21;34800;15053
2021-09-22;40007;16420
2021-09-23;42703;16862
2021-09-24;64465;20571
2021-09-25;33534;8969
2021-09-26;12363;1856
2021-09-27;47450;9182
2021-09-28;62180;12541
2021-09-29;77968;15802
2021-09-30;82702;17672
2021-10-01;84987;17782
2021-10-02;32526;7198
2021-10-03;6897;1302
2021-10-04;43760;7363
2021-10-05;62340;10996
2021-10-06;76549;13343
2021-10-07;81999;15995
2021-10-08;86329;19404
2021-10-09;32893;7250
2021-10-10;5940;1259
2021-10-11;38114;7228
2021-10-12;57399;11383
2021-10-13;65795;13771
2021-10-14;67759;14017
2021-10-15;73609;16986
2021-10-16;28308;6209
2021-10-17;4334;919
2021-10-18;34872;7401
2021-10-19;50376;9265
2021-10-20;67773;11797
2021-10-21;71133;12375
2021-10-22;80153;15050
2021-10-23;32320;6057
2021-10-24;5496;946
2021-10-25;40125;6246
2021-10-26;57252;8425
2021-10-27;72880;10342
2021-10-28;76605;11729
2021-10-29;79387;14465
2021-10-30;27001;5013
2021-10-31;3917;537
2021-11-01;692;40
2021-11-02;53308;7992
2021-11-03;85139;9784
2021-11-04;90938;10468
2021-11-05;107631;13207
2021-11-06;50183;5741
2021-11-07;6065;680
2021-11-08;54024;5036
