wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
dolnoœl¹skie;boles³awiecki;54881;899;21056;802;t0201
dolnoœl¹skie;dzier¿oniowski;50294;931;19403;739;t0202
dolnoœl¹skie;g³ogowski;46281;859;17039;702;t0203
dolnoœl¹skie;górowski;19841;150;7075;109;t0204
dolnoœl¹skie;jaworski;31057;608;12144;521;t0205
dolnoœl¹skie;jeleniogórski;40413;515;16896;375;t0206
dolnoœl¹skie;kamiennogórski;22954;420;8987;258;t0207
dolnoœl¹skie;k³odzki;94444;1514;38190;951;t0208
dolnoœl¹skie;legnicki;30843;632;10815;569;t0209
dolnoœl¹skie;lubañski;19620;320;7451;286;t0210
dolnoœl¹skie;lubiñski;104109;1422;46266;1233;t0211
dolnoœl¹skie;lwówecki;28944;597;10807;382;t0212
dolnoœl¹skie;milicki;25510;310;10428;43;t0213
dolnoœl¹skie;oleœnicki;61030;1040;20296;768;t0214
dolnoœl¹skie;o³awski;37687;477;16409;341;t0215
dolnoœl¹skie;polkowicki;30061;1030;9833;905;t0216
dolnoœl¹skie;strzeliñski;27610;328;10879;249;t0217
dolnoœl¹skie;œredzki;17172;275;7302;213;t0218
dolnoœl¹skie;œwidnicki;71611;1523;25944;1212;t0219
dolnoœl¹skie;trzebnicki;44629;537;17996;387;t0220
dolnoœl¹skie;wa³brzyski;26181;527;11332;375;t0221
dolnoœl¹skie;wo³owski;32447;575;12854;388;t0222
dolnoœl¹skie;wroc³awski;77609;882;30072;696;t0223
dolnoœl¹skie;z¹bkowicki;42138;473;17235;361;t0224
dolnoœl¹skie;zgorzelecki;42761;714;17415;409;t0225
dolnoœl¹skie;z³otoryjski;26457;448;10168;298;t0226
dolnoœl¹skie;Jelenia Góra;67238;1108;26907;874;t0261
dolnoœl¹skie;Legnica;69227;886;28297;642;t0262
dolnoœl¹skie;Wroc³aw;826489;10822;339785;8297;t0264
dolnoœl¹skie;Wa³brzych;172687;1987;72662;1790;t0265
kujawsko-pomorskie;aleksandrowski;113268;607;50787;281;t0401
kujawsko-pomorskie;brodnicki;50056;859;18658;568;t0402
kujawsko-pomorskie;bydgoski;56318;1181;21550;669;t0403
kujawsko-pomorskie;che³miñski;29261;462;11358;311;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;24715;369;8656;311;t0405
kujawsko-pomorskie;grudzi¹dzki;18321;373;6581;225;t0406
kujawsko-pomorskie;inowroc³awski;83065;1155;34397;753;t0407
kujawsko-pomorskie;lipnowski;38485;578;15066;475;t0408
kujawsko-pomorskie;mogileñski;18997;221;6570;63;t0409
kujawsko-pomorskie;nakielski;57481;996;20548;919;t0410
kujawsko-pomorskie;radziejowski;32895;544;12019;444;t0411
kujawsko-pomorskie;rypiñski;24454;332;9025;158;t0412
kujawsko-pomorskie;sêpoleñski;37301;764;14956;533;t0413
kujawsko-pomorskie;œwiecki;55069;996;21561;833;t0414
kujawsko-pomorskie;toruñski;51980;1066;17786;774;t0415
kujawsko-pomorskie;tucholski;27309;812;9673;660;t0416
kujawsko-pomorskie;w¹brzeski;18877;95;6703;62;t0417
kujawsko-pomorskie;w³oc³awski;45700;744;17413;504;t0418
kujawsko-pomorskie;¿niñski;36831;787;13400;548;t0419
kujawsko-pomorskie;Bydgoszcz;328150;3412;130707;2612;t0461
kujawsko-pomorskie;Grudzi¹dz;93489;1279;36861;775;t0462
kujawsko-pomorskie;Toruñ;132740;1866;48516;1340;t0463
kujawsko-pomorskie;W³oc³awek;65484;997;23886;641;t0464
lubelskie;bialski;47139;859;18747;601;t0601
lubelskie;bi³gorajski;41208;554;17222;322;t0602
lubelskie;che³mski;27313;488;10865;387;t0603
lubelskie;hrubieszowski;32967;528;12905;383;t0604
lubelskie;janowski;22505;332;9009;267;t0605
lubelskie;krasnostawski;32024;538;12895;462;t0606
