wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;15;0;2;0;t0;6;0;0;0;7;0
dolnoœl¹skie;4220029;3775;1529358;1164;t02;1787117;417;16231;10;887323;2184
kujawsko-pomorskie;2861340;2613;1033903;779;t04;1212546;240;11649;1;603242;1593
lubelskie;2439306;1577;902617;472;t06;1048569;176;13058;19;475062;910
lubuskie;1473207;1026;529108;266;t08;640993;106;5186;13;297920;641
³ódzkie;3450047;2351;1269915;582;t10;1457161;299;18111;19;704860;1451
ma³opolskie;4400795;3583;1634702;1019;t12;1887715;342;13304;31;865074;2191
mazowieckie;8374076;6621;3051225;2249;t14;3528794;662;39028;31;1755029;3679
opolskie;1232359;792;456079;275;t16;526345;79;4818;9;245117;429
podkarpackie;2173347;1236;823675;305;t18;963969;157;8028;2;377675;772
podlaskie;1484578;723;556850;224;t20;646689;87;5766;12;275273;400
pomorskie;3496884;2857;1274989;770;t22;1480712;316;14379;13;726804;1758
œl¹skie;6230088;4190;2271852;1039;t24;2640308;479;19634;14;1298294;2658
œwiêtokrzyskie;1501072;1043;552060;278;t26;646083;107;6180;20;296749;638
warmiñsko-mazurskie;1833429;1592;670105;402;t28;780179;202;10123;3;373022;985
wielkopolskie;5104989;3651;1881884;988;t30;2154872;354;19501;7;1048732;2302
zachodniopomorskie;2460139;1937;883123;554;t32;1052580;220;10326;2;514110;1161
ca³y kraj;52735700;39567;19321447;11366;t00;22454638;4243;215322;206;10744293;23752
