wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;124;28;39;0;t0;64;7;0;0;21;21
dolnoœl¹skie;3322038;9487;1432777;548;t02;1661244;2205;20208;238;207809;6496
kujawsko-pomorskie;2231677;7994;963123;489;t04;1123125;1657;14275;97;131154;5751
lubelskie;1955886;4147;837513;444;t06;980245;861;16130;27;121998;2815
lubuskie;1154894;5269;490484;257;t08;586487;2257;6067;115;71856;2640
³ódzkie;2720746;7065;1187741;469;t10;1356504;1470;22074;121;154427;5005
ma³opolskie;3495538;11337;1526827;774;t12;1759061;2357;15362;48;194288;8158
mazowieckie;6551370;22622;2830705;1720;t14;3259668;4227;47079;458;413918;16217
opolskie;968406;2710;424231;158;t16;486729;889;5572;76;51874;1587
podkarpackie;1779935;4929;771110;322;t18;899834;1348;9638;16;99353;3243
podlaskie;1199071;2929;518095;252;t20;601598;709;6628;46;72750;1922
pomorskie;2735957;8913;1185679;501;t22;1362241;1709;15836;90;172201;6613
œl¹skie;4915671;17131;2134331;879;t24;2465307;2983;22095;136;293938;13133
œwiêtokrzyskie;1188517;3361;516808;238;t26;602557;784;7239;61;61913;2278
warmiñsko-mazurskie;1428151;2447;619307;204;t28;715856;457;11135;128;81853;1658
wielkopolskie;3955509;13965;1737060;741;t30;1971506;3470;24471;144;222472;9610
zachodniopomorskie;1932899;7015;824971;380;t32;975208;1804;11302;31;121418;4800
ca³y kraj;41536389;131349;18000801;8376;t00;20807234;29194;255111;1832;2473243;91947
