wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;13;0;4;0;t0;9;0;0;0;0;0
dolnoœl¹skie;3652114;13907;1452884;855;t02;1706065;2878;16450;23;476715;10151
kujawsko-pomorskie;2467549;9241;977106;800;t04;1155558;2064;10684;54;324201;6323
lubelskie;2145403;7028;858829;882;t06;1007653;1468;13151;13;265770;4665
lubuskie;1279704;4292;499293;421;t08;610029;1045;4967;2;165415;2824
³ódzkie;3001095;10476;1206260;842;t10;1393626;1968;17451;75;383758;7591
ma³opolskie;3817668;12836;1549946;1128;t12;1807384;2828;11998;37;448340;8843
mazowieckie;7238958;27213;2880820;2087;t14;3360801;5447;38140;61;959197;19618
opolskie;1069918;4019;431384;383;t16;502651;797;3699;9;132184;2830
podkarpackie;1939693;5243;784862;636;t18;927054;1220;7331;19;220446;3368
podlaskie;1315317;3537;529738;413;t20;620794;769;5235;9;159550;2346
pomorskie;3014547;12358;1203639;875;t22;1402827;2425;13179;34;394902;9024
œl¹skie;5409101;17612;2162756;1378;t24;2526703;3384;18044;42;701598;12808
œwiêtokrzyskie;1305580;3672;525462;351;t26;618646;703;6142;4;155330;2614
warmiñsko-mazurskie;1571187;5758;631582;485;t28;738527;1176;9767;33;191311;4064
wielkopolskie;4355810;14951;1765717;1326;t30;2040690;3761;19674;22;529729;9842
zachodniopomorskie;2141334;8826;838533;723;t32;1005546;1777;10080;7;287175;6319
ca³y kraj;45724991;160969;18298815;13585;t00;21424563;33710;205992;444;5795621;113230
