wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;74071;62;33523;29;t0201
dolnoœl¹skie;dzier¿oniowski;69839;149;32763;52;t0202
dolnoœl¹skie;g³ogowski;65815;145;30039;76;t0203
dolnoœl¹skie;górowski;27022;51;12282;35;t0204
dolnoœl¹skie;jaworski;39604;21;17928;11;t0205
dolnoœl¹skie;jeleniogórski;51809;46;24031;21;t0206
dolnoœl¹skie;kamiennogórski;32206;58;15136;31;t0207
dolnoœl¹skie;k³odzki;130322;92;61146;50;t0208
dolnoœl¹skie;legnicki;44491;11;19860;5;t0209
dolnoœl¹skie;lubañski;30417;0;12861;0;t0210
dolnoœl¹skie;lubiñski;126056;28;60428;14;t0211
dolnoœl¹skie;lwówecki;42440;61;19717;27;t0212
dolnoœl¹skie;milicki;34737;11;16457;2;t0213
dolnoœl¹skie;oleœnicki;100220;104;45903;42;t0214
dolnoœl¹skie;o³awski;45963;30;21662;18;t0215
dolnoœl¹skie;polkowicki;42189;101;18515;64;t0216
dolnoœl¹skie;strzeliñski;37746;41;17628;15;t0217
dolnoœl¹skie;œredzki;22276;9;10531;4;t0218
dolnoœl¹skie;œwidnicki;103790;146;47709;91;t0219
dolnoœl¹skie;trzebnicki;60389;28;29130;19;t0220
dolnoœl¹skie;wa³brzyski;31630;6;15097;3;t0221
dolnoœl¹skie;wo³owski;43049;66;19238;34;t0222
dolnoœl¹skie;wroc³awski;104424;61;49785;35;t0223
dolnoœl¹skie;z¹bkowicki;56303;111;26345;27;t0224
dolnoœl¹skie;zgorzelecki;60651;80;27569;47;t0225
dolnoœl¹skie;z³otoryjski;35422;44;15980;14;t0226
dolnoœl¹skie;Jelenia Góra;91254;99;43978;41;t0261
dolnoœl¹skie;Legnica;91287;168;42998;55;t0262
dolnoœl¹skie;Wroc³aw;1062128;723;499513;354;t0264
dolnoœl¹skie;Wa³brzych;212826;78;99336;4;t0265
kujawsko-pomorskie;aleksandrowski;133420;56;63519;39;t0401
kujawsko-pomorskie;brodnicki;73484;93;34514;45;t0402
kujawsko-pomorskie;bydgoski;78068;79;37013;39;t0403
kujawsko-pomorskie;che³miñski;42485;29;19950;7;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;36359;0;16926;0;t0405
kujawsko-pomorskie;grudzi¹dzki;26828;53;12165;43;t0406
kujawsko-pomorskie;inowroc³awski;105893;134;50355;79;t0407
kujawsko-pomorskie;lipnowski;54255;76;25018;37;t0408
kujawsko-pomorskie;mogileñski;33520;22;15628;4;t0409
kujawsko-pomorskie;nakielski;86257;101;38640;35;t0410
kujawsko-pomorskie;radziejowski;45078;120;21131;66;t0411
kujawsko-pomorskie;rypiñski;36508;128;17166;40;t0412
kujawsko-pomorskie;sêpoleñski;49239;13;22706;4;t0413
kujawsko-pomorskie;œwiecki;79772;171;36633;111;t0414
kujawsko-pomorskie;toruñski;73003;104;32109;71;t0415
kujawsko-pomorskie;tucholski;39910;95;18325;24;t0416
kujawsko-pomorskie;w¹brzeski;28791;36;13077;36;t0417
kujawsko-pomorskie;w³oc³awski;66102;77;31602;57;t0418
kujawsko-pomorskie;¿niñski;53508;46;25472;22;t0419
kujawsko-pomorskie;Bydgoszcz;440563;321;205839;147;t0461
kujawsko-pomorskie;Grudzi¹dz;125715;151;58133;58;t0462
kujawsko-pomorskie;Toruñ;196481;253;91194;91;t0463
kujawsko-pomorskie;W³oc³awek;96086;160;43462;37;t0464
lubelskie;bialski;62547;15;28711;12;t0601
lubelskie;bi³gorajski;55091;46;26200;18;t0602
lubelskie;che³mski;36693;9;17356;8;t0603
lubelskie;hrubieszowski;45752;39;21023;21;t0604
lubelskie;janowski;31692;42;14810;28;t0605
lubelskie;krasnostawski;41911;42;19374;22;t0606
lubelskie;kraœnicki;67863;67;32137;20;t0607
lubelskie;lubartowski;56254;61;26396;30;t0608
lubelskie;lubelski;85778;95;39257;44;t0609
lubelskie;³êczyñski;40733;2;19522;2;t0610
lubelskie;³ukowski;57551;85;27028;24;t0611
lubelskie;opolski;46005;54;21252;31;t0612
lubelskie;parczewski;28646;110;13277;41;t0613
lubelskie;pu³awski;99745;107;47590;59;t0614
lubelskie;radzyñski;31300;39;14885;21;t0615
lubelskie;rycki;54514;44;26161;9;t0616
lubelskie;œwidnicki;46976;84;22523;33;t0617
lubelskie;tomaszowski;57054;65;26447;35;t0618
lubelskie;w³odawski;35542;68;16603;33;t0619
lubelskie;zamojski;49418;22;23993;18;t0620
lubelskie;Bia³a Podlaska;71438;49;33743;25;t0661
lubelskie;Che³m;64578;83;29558;46;t0662
lubelskie;Lublin;451360;437;207127;169;t0663
lubelskie;Zamoœæ;91096;91;42891;19;t0664
lubuskie;gorzowski;29900;29;13933;0;t0801
lubuskie;kroœnieñski;51766;12;24403;2;t0802
lubuskie;miêdzyrzecki;67951;62;31735;31;t0803
lubuskie;nowosolski;93627;155;41970;51;t0804
lubuskie;s³ubicki;39275;116;18733;51;t0805
lubuskie;strzelecko-drezdenecki;51703;105;23172;30;t0806
lubuskie;sulêciñski;31608;52;14360;11;t0807
lubuskie;œwiebodziñski;55875;21;25931;15;t0808
lubuskie;zielonogórski;90143;69;41989;43;t0809
lubuskie;¿agañski;69895;76;31797;46;t0810
lubuskie;¿arski;101406;31;47704;15;t0811
lubuskie;wschowski;27815;49;13340;20;t0812
lubuskie;Gorzów Wielkopolski;154869;184;71026;86;t0861
lubuskie;Zielona Góra;153074;37;73038;1;t0862
³ódzkie;be³chatowski;75143;45;34451;12;t1001
³ódzkie;kutnowski;90252;33;43847;11;t1002
