wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;8;0;2;0;t0;6;0;0;0;0;0
dolnoœl¹skie;3690216;0;1456408;0;t02;1714386;0;15670;0;503752;0
kujawsko-pomorskie;2489494;0;979398;0;t04;1160650;0;10406;0;339040;0
lubelskie;2163890;1;861777;0;t06;1011185;0;12440;0;278488;1
lubuskie;1292200;1;500809;0;t08;613269;1;4828;0;173294;0
³ódzkie;3027086;0;1209021;0;t10;1399353;0;17123;0;401589;0
ma³opolskie;3853110;104;1553749;5;t12;1815456;10;11663;0;472242;89
mazowieckie;7312227;32;2887725;1;t14;3378244;19;37041;0;1009217;12
opolskie;1080514;0;432657;0;t16;504746;0;3686;0;139425;0
podkarpackie;1954205;0;787196;0;t18;930581;0;7313;0;229115;0
podlaskie;1327779;0;531754;0;t20;623026;0;5135;0;167864;0
pomorskie;3046105;0;1206199;0;t22;1410332;0;12790;0;416784;0
œl¹skie;5456805;6;2167319;0;t24;2536686;1;17297;0;735503;5
œwiêtokrzyskie;1316879;29;526847;1;t26;620924;4;5790;0;163318;24
warmiñsko-mazurskie;1588053;2;633606;1;t28;742426;0;9588;0;202433;1
wielkopolskie;4396232;2;1770732;0;t30;2051199;0;18664;0;555637;2
zachodniopomorskie;2162371;1;840711;0;t32;1009937;0;9939;0;301784;1
ca³y kraj;46157174;178;18345910;8;t00;21522406;35;199373;0;6089485;135
