wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;25;0;0;0;t00
dolnoœl¹skie;boles³awiecki;65156;0;28987;0;t0201
dolnoœl¹skie;dzier¿oniowski;61158;0;27813;0;t0202
dolnoœl¹skie;g³ogowski;56652;0;25063;0;t0203
dolnoœl¹skie;górowski;24380;0;10860;0;t0204
dolnoœl¹skie;jaworski;35884;23;15986;0;t0205
dolnoœl¹skie;jeleniogórski;46869;0;21634;0;t0206
dolnoœl¹skie;kamiennogórski;27722;0;12759;0;t0207
dolnoœl¹skie;k³odzki;114495;25;52671;0;t0208
dolnoœl¹skie;legnicki;39633;0;17254;0;t0209
dolnoœl¹skie;lubañski;25702;0;10429;0;t0210
dolnoœl¹skie;lubiñski;115659;0;55114;0;t0211
dolnoœl¹skie;lwówecki;36565;0;16503;0;t0212
dolnoœl¹skie;milicki;30318;0;14013;0;t0213
dolnoœl¹skie;oleœnicki;81804;1043;35916;830;t0214
dolnoœl¹skie;o³awski;42061;0;19782;0;t0215
dolnoœl¹skie;polkowicki;37909;0;16204;0;t0216
dolnoœl¹skie;strzeliñski;33585;0;15298;0;t0217
dolnoœl¹skie;œredzki;19848;0;9302;0;t0218
dolnoœl¹skie;œwidnicki;89201;0;39987;0;t0219
dolnoœl¹skie;trzebnicki;53635;184;24749;177;t0220
dolnoœl¹skie;wa³brzyski;29305;12;13687;0;t0221
dolnoœl¹skie;wo³owski;38490;7;17049;7;t0222
dolnoœl¹skie;wroc³awski;94750;0;44211;0;t0223
dolnoœl¹skie;z¹bkowicki;49980;0;23230;0;t0224
dolnoœl¹skie;zgorzelecki;51348;0;23323;0;t0225
dolnoœl¹skie;z³otoryjski;30782;0;13394;0;t0226
dolnoœl¹skie;Jelenia Góra;81008;0;38110;0;t0261
dolnoœl¹skie;Legnica;81294;0;37821;0;t0262
dolnoœl¹skie;Wroc³aw;974941;777;452493;443;t0264
dolnoœl¹skie;Wa³brzych;197330;310;91080;147;t0265
kujawsko-pomorskie;aleksandrowski;125879;60;59629;0;t0401
kujawsko-pomorskie;brodnicki;62394;290;27987;252;t0402
