wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;18;0;7;0;t0;1;0;0;0;10;0
dolnoœl¹skie;4296984;125;1550840;22;t02;1795361;22;16692;0;934091;81
kujawsko-pomorskie;2910570;99;1048483;21;t04;1217525;22;11909;0;632653;56
lubelskie;2475216;63;912609;29;t06;1052800;6;13338;0;496469;28
lubuskie;1497935;34;536809;1;t08;643785;7;5329;0;312012;26
³ódzkie;3504799;75;1286237;22;t10;1463336;19;18499;0;736727;34
ma³opolskie;4481654;276;1654544;47;t12;1895302;15;13933;0;917875;214
mazowieckie;8519568;636;3091715;110;t14;3546336;135;39958;24;1841559;367
opolskie;1253667;0;462416;0;t16;528609;0;4974;0;257668;0
podkarpackie;2202957;33;831558;8;t18;967698;2;8299;0;395402;23
podlaskie;1505773;0;562891;0;t20;649498;0;6000;0;287384;0
pomorskie;3563332;156;1293502;67;t22;1488201;5;14688;0;766941;84
œl¹skie;6336770;237;2299513;46;t24;2651682;24;20262;1;1365313;166
œwiêtokrzyskie;1525873;31;559298;19;t26;648886;8;6316;0;311373;4
warmiñsko-mazurskie;1870242;33;680753;2;t28;784550;5;10421;0;394518;26
wielkopolskie;5204577;250;1910838;57;t30;2165333;16;19945;0;1108461;177
zachodniopomorskie;2501218;59;894659;23;t32;1057193;8;10486;0;538880;28
ca³y kraj;53651153;2107;19576672;474;t00;22556096;294;221049;25;11297336;1314
