wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;78669;27;34392;1;t0201
dolnoœl¹skie;dzier¿oniowski;74719;0;33820;0;t0202
dolnoœl¹skie;g³ogowski;70882;0;31110;0;t0203
dolnoœl¹skie;górowski;28237;119;12537;19;t0204
dolnoœl¹skie;jaworski;41861;17;18321;2;t0205
dolnoœl¹skie;jeleniogórski;55015;0;24524;0;t0206
dolnoœl¹skie;kamiennogórski;34683;0;15688;0;t0207
dolnoœl¹skie;k³odzki;139808;0;62604;0;t0208
dolnoœl¹skie;legnicki;46712;118;20228;25;t0209
dolnoœl¹skie;lubañski;32710;0;13296;0;t0210
dolnoœl¹skie;lubiñski;133305;141;61560;7;t0211
dolnoœl¹skie;lwówecki;45119;0;20281;0;t0212
dolnoœl¹skie;milicki;36930;0;16916;0;t0213
dolnoœl¹skie;oleœnicki;108214;462;47870;29;t0214
dolnoœl¹skie;o³awski;47908;0;21833;0;t0215
dolnoœl¹skie;polkowicki;44190;7;19002;0;t0216
dolnoœl¹skie;strzeliñski;40014;0;18089;0;t0217
dolnoœl¹skie;œredzki;24039;0;10945;0;t0218
dolnoœl¹skie;œwidnicki;112212;261;49416;32;t0219
dolnoœl¹skie;trzebnicki;64075;78;29981;8;t0220
dolnoœl¹skie;wa³brzyski;34317;0;15744;0;t0221
dolnoœl¹skie;wo³owski;45424;11;19653;0;t0222
dolnoœl¹skie;wroc³awski;110396;283;50956;47;t0223
dolnoœl¹skie;z¹bkowicki;60545;101;27024;11;t0224
dolnoœl¹skie;zgorzelecki;64917;30;28337;0;t0225
dolnoœl¹skie;z³otoryjski;37403;0;16364;0;t0226
dolnoœl¹skie;Jelenia Góra;97694;87;45032;10;t0261
dolnoœl¹skie;Legnica;97724;0;44176;0;t0262
dolnoœl¹skie;Wroc³aw;1130110;1139;509064;100;t0264
dolnoœl¹skie;Wa³brzych;224304;216;101067;40;t0265
kujawsko-pomorskie;aleksandrowski;138371;0;64289;0;t0401
kujawsko-pomorskie;brodnicki;78124;7;35660;1;t0402
kujawsko-pomorskie;bydgoski;82298;199;38056;25;t0403
kujawsko-pomorskie;che³miñski;45167;21;20500;2;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;38391;0;17458;0;t0405
kujawsko-pomorskie;grudzi¹dzki;28213;0;12611;0;t0406
kujawsko-pomorskie;inowroc³awski;112261;148;51554;6;t0407
kujawsko-pomorskie;lipnowski;57437;14;25904;2;t0408
kujawsko-pomorskie;mogileñski;35887;49;16345;7;t0409
kujawsko-pomorskie;nakielski;91196;373;39708;54;t0410
kujawsko-pomorskie;radziejowski;46962;0;21618;0;t0411
kujawsko-pomorskie;rypiñski;38722;0;17757;0;t0412
kujawsko-pomorskie;sêpoleñski;52304;0;23132;0;t0413
kujawsko-pomorskie;œwiecki;84950;213;37921;22;t0414
kujawsko-pomorskie;toruñski;76326;0;32896;0;t0415
kujawsko-pomorskie;tucholski;41961;0;18882;0;t0416
kujawsko-pomorskie;w¹brzeski;30587;0;13509;0;t0417
kujawsko-pomorskie;w³oc³awski;69478;64;32407;4;t0418
kujawsko-pomorskie;¿niñski;56013;160;26118;30;t0419
kujawsko-pomorskie;Bydgoszcz;470125;617;210272;51;t0461
kujawsko-pomorskie;Grudzi¹dz;132160;176;59556;7;t0462
kujawsko-pomorskie;Toruñ;214547;742;94137;110;t0463
kujawsko-pomorskie;W³oc³awek;103230;150;44770;10;t0464
lubelskie;bialski;66917;0;29481;0;t0601
lubelskie;bi³gorajski;59297;0;27071;0;t0602
lubelskie;che³mski;39242;12;17847;1;t0603
lubelskie;hrubieszowski;49238;0;21797;0;t0604
lubelskie;janowski;34157;27;15427;3;t0605
lubelskie;krasnostawski;44940;63;19964;11;t0606
lubelskie;kraœnicki;73134;91;33164;9;t0607
lubelskie;lubartowski;60770;47;27520;9;t0608
lubelskie;lubelski;92795;181;40769;46;t0609
lubelskie;³êczyñski;43400;13;20049;5;t0610
lubelskie;³ukowski;62154;0;28121;0;t0611
lubelskie;opolski;49740;0;22154;0;t0612
lubelskie;parczewski;31041;11;13630;0;t0613
lubelskie;pu³awski;107048;94;48999;6;t0614
lubelskie;radzyñski;33753;2;15330;0;t0615
lubelskie;rycki;57535;57;26838;16;t0616
lubelskie;œwidnicki;51662;11;23418;3;t0617
lubelskie;tomaszowski;60667;165;27240;12;t0618
lubelskie;w³odawski;37737;0;16897;0;t0619
lubelskie;zamojski;52785;12;24823;12;t0620
lubelskie;Bia³a Podlaska;77408;61;34894;10;t0661
lubelskie;Che³m;69285;181;30405;24;t0662
lubelskie;Lublin;493413;779;213187;59;t0663
lubelskie;Zamoœæ;97624;97;44231;11;t0664
lubuskie;gorzowski;32318;6;14470;0;t0801
lubuskie;kroœnieñski;54462;0;24964;0;t0802
lubuskie;miêdzyrzecki;71876;136;32460;27;t0803
lubuskie;nowosolski;99875;136;43021;9;t0804
lubuskie;s³ubicki;41918;63;19319;16;t0805
lubuskie;strzelecko-drezdenecki;55274;36;23680;1;t0806
lubuskie;sulêciñski;34397;17;14873;0;t0807
lubuskie;œwiebodziñski;59028;538;26400;60;t0808
lubuskie;zielonogórski;94647;16;42802;1;t0809
lubuskie;¿agañski;74463;134;32582;8;t0810
lubuskie;¿arski;107217;37;48809;12;t0811
lubuskie;wschowski;29679;65;13854;10;t0812
lubuskie;Gorzów Wielkopolski;168974;318;73445;18;t0861
lubuskie;Zielona Góra;165027;164;74930;19;t0862
³ódzkie;be³chatowski;79681;79;35461;7;t1001
³ódzkie;kutnowski;95380;82;44959;11;t1002
³ódzkie;³aski;38797;0;18031;0;t1003
³ódzkie;³êczycki;55556;0;24905;0;t1004
³ódzkie;³owicki;95624;0;44621;0;t1005
³ódzkie;³ódzki wschodni;40690;30;17797;0;t1006
³ódzkie;opoczyñski;63862;57;28328;0;t1007
³ódzkie;pabianicki;117330;109;53626;3;t1008
³ódzkie;pajêczañski;31253;0;14061;0;t1009
³ódzkie;piotrkowski;53462;204;24426;19;t1010
³ódzkie;poddêbicki;39723;0;18399;0;t1011
³ódzkie;radomszczañski;95503;146;43731;7;t1012
³ódzkie;rawski;31241;0;14020;0;t1013
³ódzkie;sieradzki;107134;56;47877;3;t1014
³ódzkie;skierniewicki;25350;0;11778;0;t1015
³ódzkie;tomaszowski;113135;2;52082;1;t1016
³ódzkie;wieluñski;92767;66;43063;13;t1017
³ódzkie;wieruszowski;35407;19;15640;5;t1018
³ódzkie;zduñskowolski;53841;84;24370;17;t1019
³ódzkie;zgierski;140698;239;63967;52;t1020
³ódzkie;brzeziñski;36944;0;17175;0;t1021
³ódzkie;£ódŸ;978430;1337;442194;149;t1061
³ódzkie;Piotrków Trybunalski;89840;119;40180;10;t1062
³ódzkie;Skierniewice;78113;207;35554;3;t1063
ma³opolskie;bocheñski;83603;217;36711;37;t1201
ma³opolskie;brzeski;71539;157;32436;8;t1202
ma³opolskie;chrzanowski;118343;33;52816;5;t1203
ma³opolskie;d¹browski;45157;7;20763;3;t1204
ma³opolskie;gorlicki;91614;0;42030;0;t1205
ma³opolskie;krakowski;171296;247;78046;47;t1206
ma³opolskie;limanowski;94624;43;42449;5;t1207
ma³opolskie;miechowski;64058;0;30036;0;t1208
ma³opolskie;myœlenicki;110357;51;50776;4;t1209
ma³opolskie;nowos¹decki;138019;71;60699;1;t1210
ma³opolskie;nowotarski;139137;276;61826;31;t1211
ma³opolskie;olkuski;115281;277;52568;31;t1212
ma³opolskie;oœwiêcimski;129122;279;59464;34;t1213
ma³opolskie;proszowicki;46441;0;21757;0;t1214
ma³opolskie;suski;73631;0;34063;0;t1215
ma³opolskie;tarnowski;101017;235;46051;56;t1216
ma³opolskie;tatrzañski;38256;0;17390;0;t1217
ma³opolskie;wadowicki;127893;198;56355;23;t1218
ma³opolskie;wielicki;118129;194;52471;32;t1219
ma³opolskie;Kraków;1264824;1548;578566;197;t1261
ma³opolskie;Nowy S¹cz;68929;281;31536;29;t1262
ma³opolskie;Tarnów;123892;154;54484;22;t1263
mazowieckie;bia³obrzeski;38047;51;17711;10;t1401
mazowieckie;ciechanowski;85695;127;39388;19;t1402
