wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;367;0;156;0;t0;187;0;0;0;24;0
dolnoœl¹skie;4126201;1311;1508752;104;t02;1775382;198;15579;4;826488;1005
kujawsko-pomorskie;2792190;1463;1018081;306;t04;1204269;285;11629;0;558211;872
lubelskie;2389988;405;891422;108;t06;1042380;75;12825;2;443361;220
lubuskie;1439223;389;521643;37;t08;636554;36;5049;0;275977;316
³ódzkie;3375491;1347;1252173;303;t10;1447746;201;17658;0;657914;843
ma³opolskie;4302297;1507;1612252;411;t12;1877248;196;12889;51;799908;849
mazowieckie;8199422;3679;3011123;823;t14;3506517;467;38413;41;1643369;2348
opolskie;1207559;592;450043;125;t16;523028;108;4558;1;229930;358
podkarpackie;2136833;224;814339;49;t18;959292;31;7705;2;355497;142
podlaskie;1458045;94;550589;13;t20;642739;16;5532;0;259185;65
pomorskie;3413492;1170;1254381;301;t22;1470008;163;13992;1;675111;705
œl¹skie;6096754;2753;2241086;482;t24;2624536;353;19031;2;1212101;1916
œwiêtokrzyskie;1466858;672;544730;152;t26;641799;84;5920;4;274409;432
warmiñsko-mazurskie;1782329;435;658960;45;t28;772777;22;9750;0;340842;368
wielkopolskie;4970534;2707;1851546;571;t30;2139028;447;19196;6;960764;1683
zachodniopomorskie;2406820;761;871541;111;t32;1045635;127;10218;0;479426;523
ca³y kraj;51564403;19509;19052817;3941;t00;22309125;2809;209944;114;9992517;12645
