data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2201;0
2020-12-28;4332;0
2020-12-29;10142;1
2020-12-30;20527;0
2020-12-31;10674;1
2021-01-01;1351;0
2021-01-02;2289;0
2021-01-03;657;1
2021-01-04;40825;12
2021-01-05;55677;7
2021-01-06;18834;1
2021-01-07;30505;3
2021-01-08;11869;0
2021-01-09;2266;1
2021-01-10;999;0
2021-01-11;48016;230
2021-01-12;63655;3
2021-01-13;55324;0
2021-01-14;46685;3
2021-01-15;26202;1
2021-01-16;21082;18
2021-01-17;12095;431
2021-01-18;28330;2926
2021-01-19;49345;8152
2021-01-20;50823;14298
2021-01-21;53262;14908
2021-01-22;38200;5284
2021-01-23;16741;1364
2021-01-24;5303;557
2021-01-25;72508;29595
2021-01-26;131428;48135
2021-01-27;103107;26388
2021-01-28;87921;29342
2021-01-29;42000;15981
2021-01-30;15021;3110
2021-01-31;7439;1388
2021-02-01;55330;32996
2021-02-02;112342;57047
2021-02-03;119087;55395
2021-02-04;104960;51064
2021-02-05;50209;29307
2021-02-06;23275;15677
2021-02-07;15286;10156
2021-02-08;31896;11758
2021-02-09;87472;20231
2021-02-10;112599;44462
2021-02-11;111299;58376
2021-02-12;75430;43048
2021-02-13;35503;15177
2021-02-14;14535;4796
2021-02-15;36164;11694
2021-02-16;71615;33437
2021-02-17;154465;83761
2021-02-18;173632;92700
2021-02-19;101821;49666
2021-02-20;35412;7639
2021-02-21;15904;3610
2021-02-22;43114;4092
2021-02-23;71077;20307
2021-02-24;158951;76229
2021-02-25;172346;89611
2021-02-26;101519;44712
2021-02-27;43193;11215
