wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;29;0;8;0;t0;12;0;0;0;9;0
dolnoœl¹skie;4101304;10719;1505658;657;t02;1772335;1312;15462;61;807849;8689
kujawsko-pomorskie;2773273;7117;1015232;593;t04;1201781;1106;11576;28;544684;5390
lubelskie;2379511;6110;889769;367;t06;1041059;722;12815;44;435868;4977
lubuskie;1430745;3512;520379;321;t08;635277;651;5038;27;270051;2513
³ódzkie;3355168;8479;1249403;640;t10;1445302;995;17580;101;642883;6743
ma³opolskie;4275900;10653;1607777;844;t12;1873885;1404;12698;104;781540;8301
mazowieckie;8148458;19972;3003021;1782;t14;3500387;2156;38197;227;1606853;15807
opolskie;1201239;2719;448870;146;t16;522193;283;4522;9;225654;2281
podkarpackie;2128790;4232;812835;303;t18;958043;544;7621;17;350291;3368
podlaskie;1452599;3046;549794;233;t20;641984;458;5480;47;255341;2308
pomorskie;3390051;8400;1250037;624;t22;1466850;1162;13853;9;659311;6605
œl¹skie;6059923;13720;2236015;1028;t24;2620085;1573;18874;62;1184949;11057
œwiêtokrzyskie;1458565;4129;543531;213;t26;640659;645;5886;44;268489;3227
warmiñsko-mazurskie;1772381;5184;657606;421;t28;771498;781;9705;4;333572;3978
wielkopolskie;4933616;14015;1845229;1314;t30;2134011;2092;19069;49;935307;10560
zachodniopomorskie;2393236;5714;869600;367;t32;1043845;802;10177;10;469614;4535
ca³y kraj;51254788;127721;19004764;9853;t00;22269206;16686;208553;843;9772265;100339
