wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
kujawsko-pomorskie;bydgoski;89350;289;38527;8;t0403;42966;31;408;0;7449;250
kujawsko-pomorskie;che³miñski;50123;337;20860;25;t0404;23773;30;41;0;5449;282
kujawsko-pomorskie;golubsko-dobrzyñski;40245;223;17652;0;t0405;20305;31;511;0;1777;192
kujawsko-pomorskie;grudzi¹dzki;30250;175;12745;6;t0406;15507;23;128;0;1870;146
kujawsko-pomorskie;inowroc³awski;121565;400;52075;13;t0407;58055;24;612;0;10823;363
kujawsko-pomorskie;lipnowski;61917;194;26265;14;t0408;30993;29;208;0;4451;151
kujawsko-pomorskie;mogileñski;41007;393;16803;28;t0409;19796;47;332;0;4076;318
kujawsko-pomorskie;nakielski;100661;498;40264;7;t0410;51634;75;491;0;8272;416
kujawsko-pomorskie;radziejowski;49553;287;21817;16;t0411;24657;35;532;53;2547;183
kujawsko-pomorskie;rypiñski;42509;186;17970;3;t0412;20499;9;159;25;3881;149
kujawsko-pomorskie;sêpoleñski;55945;375;23328;14;t0413;28133;50;56;0;4428;311
kujawsko-pomorskie;œwiecki;92364;418;38445;3;t0414;46024;42;521;6;7374;367
kujawsko-pomorskie;toruñski;80977;422;33246;18;t0415;42291;51;481;0;4959;353
kujawsko-pomorskie;tucholski;44451;235;19059;10;t0416;22502;38;335;2;2555;185
kujawsko-pomorskie;w¹brzeski;32650;228;13685;13;t0417;16527;23;283;0;2155;192
kujawsko-pomorskie;w³oc³awski;74695;428;32839;17;t0418;36229;50;606;0;5021;361
kujawsko-pomorskie;¿niñski;59252;198;26346;10;t0419;29077;21;282;1;3547;166
kujawsko-pomorskie;Bydgoszcz;524697;3071;212936;119;t0461;249424;269;1862;3;60475;2680
kujawsko-pomorskie;Grudzi¹dz;145165;779;60370;19;t0462;71552;76;566;0;12677;684
kujawsko-pomorskie;Toruñ;245671;1272;95872;54;t0463;114446;129;1083;3;34270;1086
kujawsko-pomorskie;W³oc³awek;118944;868;45639;57;t0464;58530;103;1411;1;13364;707
lubelskie;bialski;73525;438;30270;46;t0601;36681;56;596;2;5978;334
lubelskie;bi³gorajski;66341;556;27767;35;t0602;31765;124;256;1;6553;396
lubelskie;che³mski;43207;196;18370;21;t0603;20929;49;344;24;3564;102
lubelskie;hrubieszowski;54420;424;22297;37;t0604;26792;48;937;35;4394;304
lubelskie;janowski;37005;229;15836;25;t0605;18216;27;511;0;2442;177
lubelskie;krasnostawski;49815;393;20568;24;t0606;24397;42;414;21;4436;306
lubelskie;kraœnicki;80649;408;34301;29;t0607;39265;47;412;0;6671;332
lubelskie;lubartowski;67474;347;28508;37;t0608;32929;46;1242;12;4795;252
lubelskie;lubelski;102227;495;42023;41;t0609;50912;51;991;1;8301;402
lubelskie;³êczyñski;47123;260;20572;15;t0610;22738;41;707;1;3106;203
lubelskie;³ukowski;68800;327;29049;68;t0611;34197;36;217;0;5337;223
lubelskie;opolski;54914;244;22979;17;t0612;27238;36;298;1;4399;190
lubelskie;parczewski;34199;89;14026;5;t0613;16796;4;592;0;2785;80
lubelskie;pu³awski;116630;664;50126;47;t0614;55778;47;660;27;10066;543
lubelskie;radzyñski;37518;211;15887;24;t0615;18338;24;210;0;3083;163
lubelskie;rycki;62369;361;27366;49;t0616;30101;40;575;9;4327;263
lubelskie;œwidnicki;58589;435;24258;38;t0617;27012;35;195;1;7124;361
lubelskie;tomaszowski;65864;406;27800;64;t0618;32966;71;338;0;4760;271
lubelskie;w³odawski;40790;192;17221;6;t0619;20084;25;398;0;3087;161
lubelskie;zamojski;58224;473;25371;51;t0620;27229;63;262;0;5362;359
lubelskie;Bia³a Podlaska;86031;450;36199;62;t0661;42181;54;140;1;7511;333
lubelskie;Che³m;77479;403;31372;34;t0662;38809;62;147;0;7151;307
lubelskie;Lublin;543767;2030;218296;192;t0663;264583;197;4254;0;56634;1641
lubelskie;Zamoœæ;107692;557;45296;54;t0664;52200;65;215;4;9981;434
lubuskie;gorzowski;35601;292;14766;21;t0801;17091;40;226;1;3518;230
lubuskie;kroœnieñski;60265;393;25295;20;t0802;29758;69;58;1;5154;303
lubuskie;miêdzyrzecki;79118;465;32963;36;t0803;38412;45;874;2;6869;382
lubuskie;nowosolski;110912;544;43619;30;t0804;55968;88;575;2;10750;424
lubuskie;s³ubicki;47217;199;19763;5;t0805;23611;24;83;1;3760;169
lubuskie;strzelecko-drezdenecki;61274;322;24128;36;t0806;31509;55;164;0;5473;231
lubuskie;sulêciñski;38525;271;15141;6;t0807;19888;59;401;0;3095;206
lubuskie;œwiebodziñski;63907;83;26780;0;t0808;31801;13;187;0;5139;70
lubuskie;zielonogórski;103454;522;43244;10;t0809;51176;68;542;12;8492;432
lubuskie;¿agañski;83428;510;33093;21;t0810;41572;51;644;0;8119;438
lubuskie;¿arski;116672;584;49308;32;t0811;57505;103;134;1;9725;448
lubuskie;wschowski;32733;149;14106;2;t0812;16005;18;230;0;2392;129
lubuskie;Gorzów Wielkopolski;192319;1547;75179;84;t0861;96924;340;611;0;19605;1123
lubuskie;Zielona Góra;184185;1162;76107;129;t0862;86103;146;546;7;21429;880
³ódzkie;be³chatowski;87578;370;35974;9;t1001;43641;41;357;2;7606;318
³ódzkie;kutnowski;106559;791;45870;89;t1002;49803;92;402;10;10484;600
³ódzkie;³aski;41327;301;18218;17;t1003;20170;62;91;1;2848;221
³ódzkie;³êczycki;60629;445;25313;37;t1004;30267;64;217;0;4832;344
³ódzkie;³owicki;103250;479;45133;26;t1005;49822;54;523;0;7772;399
³ódzkie;³ódzki wschodni;46108;325;18282;39;t1006;22532;50;219;2;5075;234
³ódzkie;opoczyñski;69615;216;28825;8;t1007;35415;28;462;1;4913;179
³ódzkie;pabianicki;130737;807;54635;77;t1008;61351;75;534;7;14217;648
³ódzkie;pajêczañski;33322;228;14216;15;t1009;17152;36;60;0;1894;177
³ódzkie;piotrkowski;57530;146;24814;4;t1010;28905;15;217;0;3594;127
³ódzkie;poddêbicki;42953;176;18713;17;t1011;20879;24;415;1;2946;134
³ódzkie;radomszczañski;102933;500;44283;11;t1012;50219;47;777;27;7654;415
³ódzkie;rawski;33860;139;14346;11;t1013;17152;18;350;16;2012;94
³ódzkie;sieradzki;116885;585;48562;24;t1014;58542;81;944;0;8837;480
³ódzkie;skierniewicki;26523;30;11935;0;t1015;13472;0;52;0;1064;30
³ódzkie;tomaszowski;123898;271;52951;17;t1016;60578;48;472;1;9897;205
³ódzkie;wieluñski;99074;308;43467;17;t1017;48811;29;852;0;5944;262
³ódzkie;wieruszowski;38895;188;15842;12;t1018;19397;25;162;0;3494;151
³ódzkie;zduñskowolski;58705;323;24742;20;t1019;28901;77;258;0;4804;226
³ódzkie;zgierski;155658;981;65135;22;t1020;74964;95;539;2;15020;862
³ódzkie;brzeziñski;39446;209;17378;2;t1021;19174;37;89;1;2805;169
³ódzkie;£ódŸ;1076201;5087;448455;230;t1061;510365;467;9507;32;107874;4358
³ódzkie;Piotrków Trybunalski;98283;553;40951;50;t1062;48111;78;662;0;8559;425
³ódzkie;Skierniewice;85305;392;36094;9;t1063;41478;50;985;1;6748;332
ma³opolskie;bocheñski;89933;462;37307;30;t1201;46330;72;233;79;6063;281
ma³opolskie;brzeski;77894;372;32968;28;t1202;38988;55;99;5;5839;284
ma³opolskie;chrzanowski;130238;790;53490;36;t1203;63645;69;400;0;12703;685
ma³opolskie;d¹browski;48283;96;21105;4;t1204;24282;11;129;1;2767;80
ma³opolskie;gorlicki;98896;461;42575;31;t1205;48558;74;186;0;7577;356
ma³opolskie;krakowski;187524;877;79172;62;t1206;90513;92;1690;1;16149;722
ma³opolskie;limanowski;101796;285;43053;11;t1207;52719;60;296;0;5728;214
ma³opolskie;miechowski;67698;235;30362;7;t1208;32998;34;95;1;4243;193
ma³opolskie;myœlenicki;118874;479;51489;16;t1209;59451;100;466;3;7468;360
ma³opolskie;nowos¹decki;146441;440;61276;21;t1210;76585;86;304;2;8276;331
ma³opolskie;nowotarski;149678;444;62739;17;t1211;76839;80;466;1;9634;346
ma³opolskie;olkuski;125299;532;53202;16;t1212;62008;50;390;0;9699;466
ma³opolskie;oœwiêcimski;141686;796;60187;32;t1213;67926;92;573;0;13000;672
ma³opolskie;proszowicki;49604;136;22064;2;t1214;24476;4;308;30;2756;100
ma³opolskie;suski;79360;336;34488;14;t1215;38528;50;386;0;5958;272
ma³opolskie;tarnowski;107907;251;46577;8;t1216;54129;39;534;1;6667;203
ma³opolskie;tatrzañski;41395;104;17702;11;t1217;20160;8;228;0;3305;85
ma³opolskie;wadowicki;140576;556;57198;28;t1218;71008;90;495;1;11875;437
ma³opolskie;wielicki;130878;658;53401;30;t1219;65698;92;409;2;11370;534
ma³opolskie;Kraków;1382090;6235;586508;281;t1261;657737;533;4601;46;133244;5375
ma³opolskie;Nowy S¹cz;75532;265;32064;9;t1262;36626;57;137;0;6705;199
ma³opolskie;Tarnów;137038;710;55337;47;t1263;67603;92;334;0;13764;571
mazowieckie;bia³obrzeski;41011;112;17975;1;t1401;20301;11;509;0;2226;100
mazowieckie;ciechanowski;93912;409;39994;32;t1402;45065;73;764;0;8089;304
mazowieckie;garwoliñski;96772;302;42247;21;t1403;47219;30;567;1;6739;250
mazowieckie;gostyniñski;33029;0;14516;0;t1404;15548;0;214;0;2751;0
mazowieckie;grodziski;111219;667;46681;69;t1405;54512;56;688;0;9338;542
mazowieckie;grójecki;122116;509;52337;33;t1406;61301;111;1411;0;7067;365
mazowieckie;kozienicki;52616;285;22422;9;t1407;25136;47;274;0;4784;229
mazowieckie;legionowski;94896;765;36146;46;t1408;46489;53;682;0;11579;666
mazowieckie;lipski;30265;69;13306;3;t1409;14929;3;130;5;1900;58
mazowieckie;³osicki;22088;103;9613;7;t1410;10617;17;182;0;1676;79
mazowieckie;makowski;48305;142;20361;12;t1411;24431;17;149;0;3364;113
mazowieckie;miñski;150803;594;61833;47;t1412;76426;74;588;6;11956;467
mazowieckie;m³awski;72059;324;31108;30;t1413;34961;49;735;1;5255;244
mazowieckie;nowodworski;131425;566;55476;24;t1414;67223;67;687;0;8039;475
mazowieckie;ostro³êcki;57359;166;24803;3;t1415;28411;34;611;23;3534;106
mazowieckie;ostrowski;58814;254;26463;13;t1416;27915;39;411;0;4025;202
mazowieckie;otwocki;111885;819;47308;42;t1417;51365;69;1693;2;11519;706
mazowieckie;piaseczyñski;292561;1201;120476;64;t1418;141468;166;1345;5;29272;966
mazowieckie;p³ocki;98181;466;43169;40;t1419;48061;50;379;2;6572;374
mazowieckie;p³oñski;91077;226;39217;11;t1420;45663;76;674;23;5523;116
mazowieckie;pruszkowski;162458;1121;67988;40;t1421;77104;102;1200;6;16166;973
mazowieckie;przasnyski;57770;335;25373;24;t1422;28258;82;209;0;3930;229
mazowieckie;przysuski;33666;114;14560;19;t1423;16566;16;339;0;2201;79
mazowieckie;pu³tuski;54237;292;23464;23;t1424;26252;38;125;0;4396;231
mazowieckie;radomski;75357;461;32267;30;t1425;36707;72;277;16;6106;343
mazowieckie;siedlecki;35616;170;15830;21;t1426;17247;22;270;1;2269;126
mazowieckie;sierpecki;51934;249;22677;34;t1427;25014;34;260;0;3983;181
mazowieckie;sochaczewski;97243;757;41660;63;t1428;47324;104;180;2;8079;588
mazowieckie;soko³owski;49995;668;21074;35;t1429;24537;124;157;0;4227;509
mazowieckie;szyd³owiecki;24959;113;9898;2;t1430;13351;15;24;2;1686;94
mazowieckie;warszawski zachodni;139546;649;57666;34;t1432;64682;39;748;0;16450;576
mazowieckie;wêgrowski;53752;263;23552;17;t1433;26055;37;238;0;3907;209
mazowieckie;wo³omiñski;255789;1376;102695;93;t1434;128512;193;836;0;23746;1090
mazowieckie;wyszkowski;73726;266;31831;18;t1435;35640;42;447;0;5808;206
mazowieckie;zwoleñski;32526;111;14377;0;t1436;15943;20;186;0;2020;91
mazowieckie;¿uromiñski;33643;189;15361;26;t1437;15803;22;506;2;1973;139
mazowieckie;¿yrardowski;69974;383;28807;29;t1438;33585;52;391;10;7191;292
mazowieckie;Ostro³êka;83755;406;35476;31;t1461;40016;56;319;1;7944;318
mazowieckie;P³ock;156487;897;63010;26;t1462;74783;70;471;1;18223;800
mazowieckie;Radom;272883;1113;113748;96;t1463;134513;157;1010;1;23612;859
mazowieckie;Siedlce;135468;611;58334;70;t1464;67573;90;333;30;9228;421
mazowieckie;Warszawa;3080593;15381;1263145;791;t1465;1460218;1106;19517;69;337713;13415
opolskie;brzeski;81747;303;35156;11;t1601;40451;61;790;1;5350;230
opolskie;g³ubczycki;48531;295;20309;10;t1602;23777;29;73;0;4372;256
opolskie;kêdzierzyñsko-kozielski;92167;583;39679;56;t1603;45052;55;588;0;6848;472
opolskie;kluczborski;64480;273;27274;25;t1604;31135;28;351;0;5720;220
opolskie;krapkowicki;113577;679;46686;20;t1605;56961;91;212;12;9718;556
opolskie;namys³owski;33161;262;14083;8;t1606;16086;56;52;0;2940;198
opolskie;nyski;108221;596;46862;16;t1607;51657;48;506;0;9196;532
opolskie;oleski;55887;316;24321;11;t1608;27150;32;180;2;4236;271
opolskie;opolski;78086;787;32395;46;t1609;38234;129;342;20;7115;592
opolskie;prudnicki;46569;201;19614;7;t1610;23196;43;113;0;3646;151
opolskie;strzelecki;67634;479;27940;39;t1611;33559;71;313;0;5822;369
opolskie;Opole;219692;1058;92066;68;t1661;106121;143;652;1;20853;846
podkarpackie;bieszczadzki;12537;80;5281;7;t1801;5785;17;15;0;1456;56
podkarpackie;brzozowski;53017;118;22770;9;t1802;25978;15;225;0;4044;94
podkarpackie;dêbicki;75298;404;30026;20;t1803;39862;59;85;0;5325;325
podkarpackie;jaros³awski;73007;612;28692;33;t1804;35673;85;267;10;8375;484
podkarpackie;jasielski;72652;150;28718;2;t1805;36999;19;255;0;6680;129
podkarpackie;kolbuszowski;26062;173;11163;22;t1806;13076;28;149;0;1674;123
podkarpackie;kroœnieñski;56841;400;25112;8;t1807;27028;45;212;1;4489;346
podkarpackie;le¿ajski;49179;408;20074;35;t1808;24680;72;212;0;4213;301
podkarpackie;lubaczowski;40047;197;16703;27;t1809;19761;31;22;0;3561;139
podkarpackie;³añcucki;49448;328;21179;17;t1810;23182;58;69;0;5018;253
podkarpackie;mielecki;99505;441;43609;24;t1811;48727;87;784;5;6385;325
podkarpackie;ni¿añski;38359;182;16876;4;t1812;18478;41;457;16;2548;121
podkarpackie;przemyski;22627;77;10196;1;t1813;10733;6;81;1;1617;69
podkarpackie;przeworski;35831;256;15391;13;t1814;17054;44;407;24;2979;175
podkarpackie;ropczycko-sêdziszowski;45700;225;18943;46;t1815;23202;30;203;1;3352;148
podkarpackie;rzeszowski;64654;434;27095;26;t1816;31443;47;653;12;5463;349
podkarpackie;sanocki;46669;269;18861;17;t1817;22406;39;156;0;5246;213
podkarpackie;stalowowolski;87370;469;36945;32;t1818;42233;77;1006;2;7186;358
podkarpackie;strzy¿owski;32548;72;14292;5;t1819;15207;4;67;1;2982;62
podkarpackie;tarnobrzeski;19903;157;7828;5;t1820;9936;23;142;0;1997;129
podkarpackie;leski;16329;61;7129;1;t1821;7876;4;72;0;1252;56
podkarpackie;Krosno;53678;241;22220;17;t1861;25091;26;226;0;6141;198
podkarpackie;Przemyœl;58701;410;22814;25;t1862;28474;60;155;1;7258;324
podkarpackie;Rzeszów;643773;2252;273235;143;t1863;323054;344;1795;3;45689;1762
podkarpackie;Tarnobrzeg;73762;250;30660;16;t1864;35396;47;409;2;7297;185
podlaskie;augustowski;50960;227;21307;20;t2001;25243;39;270;0;4140;168
podlaskie;bia³ostocki;76873;509;32138;39;t2002;36142;68;493;5;8100;397
podlaskie;bielski;44406;244;18669;27;t2003;21368;41;39;0;4330;176
podlaskie;grajewski;33797;110;14643;2;t2004;16450;20;316;0;2388;88
podlaskie;hajnowski;35423;248;14696;25;t2005;16975;41;222;10;3530;172
podlaskie;kolneñski;26437;82;11308;2;t2006;13148;15;128;0;1853;65
podlaskie;³om¿yñski;18120;149;8106;9;t2007;8949;12;143;11;922;117
podlaskie;moniecki;27965;140;11759;13;t2008;13473;16;123;0;2610;111
podlaskie;sejneñski;14131;37;6102;6;t2009;6887;7;69;0;1073;24
podlaskie;siemiatycki;36326;174;16160;2;t2010;17470;19;93;0;2603;153
podlaskie;sokólski;50656;335;22323;10;t2011;24165;68;377;11;3791;246
podlaskie;suwalski;10084;59;4387;6;t2012;4878;10;10;0;809;43
podlaskie;wysokomazowiecki;55353;327;24142;25;t2013;26903;30;680;32;3628;240
podlaskie;zambrowski;33796;251;13797;20;t2014;16882;38;65;0;3052;193
podlaskie;Bia³ystok;581229;2361;239567;155;t2061;286258;324;1686;26;53718;1856
podlaskie;£om¿a;82284;499;34734;39;t2062;39261;82;579;1;7710;377
podlaskie;Suwa³ki;71754;471;28369;22;t2063;35642;70;243;0;7500;379
pomorskie;bytowski;78854;375;33379;12;t2201;38738;81;343;11;6394;271
pomorskie;chojnicki;103295;692;43235;27;t2202;50433;108;562;62;9065;495
pomorskie;cz³uchowski;47782;175;19540;0;t2203;24130;16;160;0;3952;159
pomorskie;gdañski;73134;284;30387;23;t2204;33964;20;656;0;8127;241
pomorskie;kartuski;108720;705;46706;31;t2205;53674;101;269;2;8071;571
pomorskie;koœcierski;73163;389;31904;17;t2206;35730;42;287;0;5242;330
pomorskie;kwidzyñski;76854;609;32285;32;t2207;37295;100;437;0;6837;477
pomorskie;lêborski;69223;402;28682;17;t2208;33767;92;240;2;6534;291
pomorskie;malborski;49264;268;21073;2;t2209;23340;19;189;1;4662;246
pomorskie;nowodworski;38185;223;16196;20;t2210;18732;18;81;0;3176;185
pomorskie;pucki;68462;210;29471;11;t2211;33401;27;259;0;5331;172
pomorskie;s³upski;56133;208;23471;17;t2212;26766;22;860;3;5036;166
pomorskie;starogardzki;118410;691;50355;31;t2213;58042;125;910;2;9103;533
pomorskie;tczewski;99673;647;40742;32;t2214;49333;53;414;2;9184;560
pomorskie;wejherowski;189421;701;79810;29;t2215;92718;90;1242;2;15651;580
pomorskie;sztumski;49290;297;20654;15;t2216;24665;31;63;0;3908;251
pomorskie;Gdañsk;948094;3540;403049;163;t2261;457583;422;4598;25;82864;2930
pomorskie;Gdynia;348606;2234;136665;68;t2262;168522;163;1985;11;41434;1992
pomorskie;S³upsk;139426;809;57838;65;t2263;66603;62;346;2;14639;680
pomorskie;Sopot;109904;374;46263;13;t2264;49984;17;193;2;13464;342
œl¹skie;bêdziñski;136353;966;55557;39;t2401;63732;91;772;1;16292;835
œl¹skie;bielski;126308;727;51539;15;t2402;64160;52;737;31;9872;629
œl¹skie;cieszyñski;185087;1152;78509;80;t2403;90716;99;423;0;15439;973
œl¹skie;czêstochowski;104156;510;44908;16;t2404;50157;51;438;18;8653;425
œl¹skie;gliwicki;161710;1015;62187;44;t2405;81501;162;215;5;17807;804
œl¹skie;k³obucki;67840;573;28403;8;t2406;33617;72;173;0;5647;493
œl¹skie;lubliniecki;64071;342;26631;3;t2407;31798;49;69;0;5573;290
œl¹skie;miko³owski;47835;232;20626;1;t2408;22620;12;251;0;4338;219
œl¹skie;myszkowski;65199;213;28140;9;t2409;31354;16;400;1;5305;187
œl¹skie;pszczyñski;78094;378;32941;17;t2410;37801;45;286;8;7066;308
œl¹skie;raciborski;104365;362;43946;10;t2411;51129;20;422;5;8868;327
œl¹skie;rybnicki;31017;100;13543;16;t2412;14375;15;37;0;3062;69
œl¹skie;tarnogórski;171797;874;73908;36;t2413;81279;65;454;2;16156;771
œl¹skie;bieruñsko-lêdziñski;44264;215;19511;8;t2414;21854;10;570;68;2329;129
œl¹skie;wodzis³awski;145404;908;61290;33;t2415;72279;116;194;2;11641;757
œl¹skie;zawierciañski;124704;1100;50777;40;t2416;61079;108;612;0;12236;952
œl¹skie;¿ywiecki;121703;239;53512;12;t2417;59412;44;744;3;8035;180
œl¹skie;Bielsko-Bia³a;260263;1395;108257;49;t2461;126441;151;1300;1;24265;1194
œl¹skie;Bytom;168858;592;70860;30;t2462;82907;84;723;1;14368;477
œl¹skie;Chorzów;137177;769;56567;42;t2463;65691;95;375;0;14544;632
œl¹skie;Czêstochowa;317062;2087;129621;81;t2464;152172;274;1464;2;33805;1730
œl¹skie;D¹browa Górnicza;112849;1044;45192;54;t2465;52470;96;450;5;14737;889
œl¹skie;Gliwice;318498;1406;135184;78;t2466;156675;160;663;7;25976;1161
œl¹skie;Jastrzêbie-Zdrój;74076;637;29496;6;t2467;34832;73;624;0;9124;558
œl¹skie;Jaworzno;108641;467;44836;32;t2468;53419;38;775;31;9611;366
œl¹skie;Katowice;662137;2232;283429;103;t2469;326336;171;2212;2;50160;1956
œl¹skie;Mys³owice;60232;558;25568;36;t2470;28000;52;491;2;6173;468
œl¹skie;Piekary Œl¹skie;49106;567;19575;25;t2471;22512;41;355;6;6664;495
œl¹skie;Ruda Œl¹ska;206881;861;91381;40;t2472;99254;90;1059;35;15187;696
œl¹skie;Rybnik;88876;720;34912;34;t2473;42322;51;201;1;11441;634
œl¹skie;Siemianowice Œl¹skie;103319;419;43908;22;t2474;49083;32;210;1;10118;364
œl¹skie;Sosnowiec;263089;1774;104922;73;t2475;125363;171;561;13;32243;1517
œl¹skie;Œwiêtoch³owice;47756;85;20537;0;t2476;23029;5;219;0;3971;80
œl¹skie;Tychy;133051;237;57708;23;t2477;62659;12;909;0;11775;202
œl¹skie;Zabrze;162836;764;65290;53;t2478;81198;70;958;0;15390;641
œl¹skie;¯ory;72444;259;30822;20;t2479;35758;32;115;0;5749;207
œwiêtokrzyskie;buski;62028;298;26253;22;t2601;30823;35;879;3;4073;238
œwiêtokrzyskie;jêdrzejowski;89436;273;38668;8;t2602;43275;19;607;1;6886;245
œwiêtokrzyskie;kazimierski;30069;177;12693;26;t2603;15005;19;171;8;2200;124
œwiêtokrzyskie;kielecki;137539;542;57700;40;t2604;69231;64;364;0;10244;438
œwiêtokrzyskie;konecki;68264;317;28661;2;t2605;33769;22;450;12;5384;281
œwiêtokrzyskie;opatowski;42025;151;18158;7;t2606;20580;44;265;0;3022;100
œwiêtokrzyskie;ostrowiecki;109331;782;44895;51;t2607;52092;98;333;1;12011;632
œwiêtokrzyskie;piñczowski;41579;30;16556;8;t2608;22603;0;39;0;2381;22
œwiêtokrzyskie;sandomierski;89533;418;38416;19;t2609;44154;30;950;49;6013;320
œwiêtokrzyskie;skar¿yski;63522;519;26344;37;t2610;29938;35;167;1;7073;446
œwiêtokrzyskie;starachowicki;74507;269;31511;5;t2611;36249;18;682;0;6065;246
œwiêtokrzyskie;staszowski;43687;265;18612;10;t2612;21467;34;467;29;3141;192
œwiêtokrzyskie;w³oszczowski;53033;251;22602;18;t2613;26621;46;57;0;3753;187
œwiêtokrzyskie;Kielce;332311;1519;138467;51;t2661;163206;149;1076;4;29562;1315
warmiñsko-mazurskie;bartoszycki;64165;467;27156;11;t2801;31263;52;87;1;5659;403
warmiñsko-mazurskie;braniewski;35407;148;15617;14;t2802;16971;11;43;1;2776;122
warmiñsko-mazurskie;dzia³dowski;61656;255;26536;11;t2803;29287;25;110;0;5723;219
warmiñsko-mazurskie;elbl¹ski;43442;6;19594;2;t2804;20784;0;639;0;2425;4
warmiñsko-mazurskie;e³cki;97621;663;38576;65;t2805;51736;111;420;9;6889;478
warmiñsko-mazurskie;gi¿ycki;53987;208;23112;13;t2806;26127;74;420;0;4328;121
warmiñsko-mazurskie;i³awski;80313;347;33999;32;t2807;40153;96;610;0;5551;219
warmiñsko-mazurskie;kêtrzyñski;51831;263;22259;3;t2808;23927;26;77;0;5568;234
warmiñsko-mazurskie;lidzbarski;35266;158;15467;18;t2809;16835;3;109;0;2855;137
warmiñsko-mazurskie;mr¹gowski;35874;105;14791;0;t2810;17658;29;252;0;3173;76
warmiñsko-mazurskie;nidzicki;57385;427;20797;30;t2811;32610;70;75;1;3903;326
warmiñsko-mazurskie;nowomiejski;43936;169;18844;7;t2812;21913;29;387;39;2792;94
warmiñsko-mazurskie;olecki;29108;232;12930;45;t2813;14114;39;240;0;1824;148
warmiñsko-mazurskie;olsztyñski;111971;410;47967;25;t2814;54354;52;910;0;8740;333
warmiñsko-mazurskie;ostródzki;81803;368;35785;31;t2815;39620;38;899;0;5499;299
