wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;19;0;3;0;t0;9;0;0;0;7;0
dolnoœl¹skie;4269122;1774;1543287;432;t02;1792473;190;16504;4;916858;1148
kujawsko-pomorskie;2893403;1508;1043760;502;t04;1215815;147;11832;12;621996;847
lubelskie;2462887;683;908948;193;t06;1051306;103;13252;1;489381;386
lubuskie;1489094;856;534136;298;t08;642789;84;5274;0;306895;474
³ódzkie;3485049;1373;1279928;427;t10;1461187;143;18398;8;725536;795
ma³opolskie;4451641;2697;1647833;763;t12;1892410;292;13776;51;897622;1591
mazowieckie;8466523;4848;3078627;1609;t14;3539739;588;39529;15;1808628;2636
opolskie;1246046;658;460238;200;t16;527757;58;4943;3;253108;397
podkarpackie;2192198;758;828742;240;t18;966258;76;8238;2;388960;440
podlaskie;1498199;367;560807;126;t20;648371;36;5904;0;283117;205
pomorskie;3537390;2710;1286276;1096;t22;1485467;307;14582;28;751065;1279
œl¹skie;6294944;3557;2288662;1139;t24;2647362;346;20005;45;1338915;2027
œwiêtokrzyskie;1517744;668;556842;213;t26;647949;66;6279;2;306674;387
warmiñsko-mazurskie;1857356;788;676704;177;t28;783098;68;10329;1;387225;542
wielkopolskie;5170675;3525;1901366;1135;t30;2161275;329;19844;3;1088190;2058
zachodniopomorskie;2486623;1388;890717;460;t32;1055581;146;10434;1;529891;781
ca³y kraj;53318913;28158;19486876;9010;t00;22518846;2979;219123;176;11094068;15993
