wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;65;0;12;0;t00
dolnoœl¹skie;boles³awiecki;34738;967;9686;223;t0201
dolnoœl¹skie;dzier¿oniowski;32508;619;9632;51;t0202
dolnoœl¹skie;g³ogowski;30148;459;8897;122;t0203
dolnoœl¹skie;górowski;11495;226;3007;160;t0204
dolnoœl¹skie;jaworski;20517;670;5545;233;t0205
dolnoœl¹skie;jeleniogórski;28052;604;9132;370;t0206
dolnoœl¹skie;kamiennogórski;14243;314;4077;177;t0207
dolnoœl¹skie;k³odzki;66201;1032;21309;466;t0208
dolnoœl¹skie;legnicki;17502;660;3877;119;t0209
dolnoœl¹skie;lubañski;12744;174;3980;62;t0210
dolnoœl¹skie;lubiñski;70943;1066;20726;491;t0211
dolnoœl¹skie;lwówecki;18553;394;5564;51;t0212
dolnoœl¹skie;milicki;16957;458;5221;234;t0213
dolnoœl¹skie;oleœnicki;33451;1635;8090;113;t0214
dolnoœl¹skie;o³awski;27597;380;9685;159;t0215
dolnoœl¹skie;polkowicki;15913;943;2662;81;t0216
dolnoœl¹skie;strzeliñski;18184;439;5508;240;t0217
dolnoœl¹skie;œredzki;12014;226;3929;32;t0218
dolnoœl¹skie;œwidnicki;44001;631;14250;329;t0219
dolnoœl¹skie;trzebnicki;31013;638;10741;379;t0220
dolnoœl¹skie;wa³brzyski;18690;562;6308;229;t0221
dolnoœl¹skie;wo³owski;20284;299;5996;82;t0222
dolnoœl¹skie;wroc³awski;48193;839;13714;295;t0223
dolnoœl¹skie;z¹bkowicki;28445;340;9552;192;t0224
dolnoœl¹skie;zgorzelecki;28686;784;8951;159;t0225
dolnoœl¹skie;z³otoryjski;17397;421;4735;144;t0226
dolnoœl¹skie;Jelenia Góra;44451;1156;13013;348;t0261
dolnoœl¹skie;Legnica;42435;740;9996;188;t0262
dolnoœl¹skie;Wroc³aw;520711;10078;138184;3766;t0264
dolnoœl¹skie;Wa³brzych;126694;2107;39212;900;t0265
kujawsko-pomorskie;aleksandrowski;80255;1275;26624;1097;t0401
kujawsko-pomorskie;brodnicki;31915;980;9024;204;t0402
kujawsko-pomorskie;bydgoski;34037;548;8249;177;t0403
kujawsko-pomorskie;che³miñski;18047;254;4859;146;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;14044;444;4044;73;t0405
kujawsko-pomorskie;grudzi¹dzki;10074;291;2316;19;t0406
kujawsko-pomorskie;inowroc³awski;53730;1355;14665;478;t0407
kujawsko-pomorskie;lipnowski;24328;422;6425;180;t0408
kujawsko-pomorskie;mogileñski;11911;173;3111;55;t0409
kujawsko-pomorskie;nakielski;29344;670;6548;232;t0410
kujawsko-pomorskie;radziejowski;19615;576;5164;191;t0411
kujawsko-pomorskie;rypiñski;15850;314;4685;10;t0412
kujawsko-pomorskie;sêpoleñski;22379;356;5786;8;t0413
kujawsko-pomorskie;œwiecki;33572;746;8856;288;t0414
kujawsko-pomorskie;toruñski;30023;596;5847;184;t0415
kujawsko-pomorskie;tucholski;16026;393;4245;46;t0416
kujawsko-pomorskie;w¹brzeski;11533;203;3421;96;t0417
kujawsko-pomorskie;w³oc³awski;27217;552;6891;134;t0418
kujawsko-pomorskie;¿niñski;22661;632;6104;187;t0419
kujawsko-pomorskie;Bydgoszcz;208820;3765;57995;1475;t0461
kujawsko-pomorskie;Grudzi¹dz;60039;1170;16022;640;t0462
kujawsko-pomorskie;Toruñ;81418;1830;22374;856;t0463
kujawsko-pomorskie;W³oc³awek;39087;666;9651;198;t0464
lubelskie;bialski;32284;655;9882;268;t0601
lubelskie;bi³gorajski;28496;367;9687;303;t0602
lubelskie;che³mski;18134;212;5473;81;t0603
lubelskie;hrubieszowski;21674;414;6820;98;t0604
lubelskie;janowski;15863;202;5559;91;t0605
lubelskie;krasnostawski;20651;498;5897;72;t0606
lubelskie;kraœnicki;34948;665;8909;196;t0607
lubelskie;lubartowski;28412;672;8866;156;t0608
lubelskie;lubelski;45029;1042;13649;428;t0609
lubelskie;³êczyñski;21982;549;6924;238;t0610
lubelskie;³ukowski;28126;440;8798;214;t0611
lubelskie;opolski;22012;389;6551;124;t0612
lubelskie;parczewski;15809;103;4968;41;t0613
lubelskie;pu³awski;53788;1271;18267;803;t0614
lubelskie;radzyñski;16349;250;5753;164;t0615
lubelskie;rycki;27662;495;8097;197;t0616
lubelskie;œwidnicki;22384;333;6577;175;t0617
lubelskie;tomaszowski;28914;462;8411;113;t0618
lubelskie;w³odawski;19825;313;6019;49;t0619
lubelskie;zamojski;25640;591;8565;296;t0620
lubelskie;Bia³a Podlaska;36973;692;9933;278;t0661
lubelskie;Che³m;32010;708;9242;511;t0662
lubelskie;Lublin;254934;3957;82482;2008;t0663
lubelskie;Zamoœæ;48298;984;14273;359;t0664
lubuskie;gorzowski;16669;308;5368;146;t0801
lubuskie;kroœnieñski;26319;521;7173;404;t0802
lubuskie;miêdzyrzecki;35101;442;9854;101;t0803
lubuskie;nowosolski;43093;1080;11489;538;t0804
lubuskie;s³ubicki;17182;350;4306;190;t0805
lubuskie;strzelecko-drezdenecki;23530;239;6677;75;t0806
lubuskie;sulêciñski;12458;394;3559;152;t0807
lubuskie;œwiebodziñski;26661;334;8050;95;t0808
lubuskie;zielonogórski;48192;458;16421;184;t0809
lubuskie;¿agañski;30889;887;6965;117;t0810
lubuskie;¿arski;52576;887;13128;360;t0811
lubuskie;wschowski;10350;250;2729;86;t0812
lubuskie;Gorzów Wielkopolski;67007;1311;19248;800;t0861
lubuskie;Zielona Góra;79660;1718;25894;1217;t0862
³ódzkie;be³chatowski;31938;702;9363;126;t1001
³ódzkie;kutnowski;41258;1098;11297;211;t1002
³ódzkie;³aski;14714;320;4029;188;t1003
³ódzkie;³êczycki;23100;383;6887;146;t1004
³ódzkie;³owicki;48704;1217;14323;689;t1005
³ódzkie;³ódzki wschodni;16531;503;4550;141;t1006
³ódzkie;opoczyñski;26354;406;7412;49;t1007
³ódzkie;pabianicki;48939;765;13083;275;t1008
³ódzkie;pajêczañski;14326;496;4077;104;t1009
³ódzkie;piotrkowski;20748;488;6096;197;t1010
³ódzkie;poddêbicki;17210;613;4539;103;t1011
³ódzkie;radomszczañski;41201;740;11554;448;t1012
³ódzkie;rawski;13636;264;4303;110;t1013
³ódzkie;sieradzki;45280;1172;12123;667;t1014
³ódzkie;skierniewicki;11536;221;3823;105;t1015
³ódzkie;tomaszowski;50565;1298;13491;635;t1016
³ódzkie;wieluñski;42885;1138;9757;287;t1017
³ódzkie;wieruszowski;15518;265;4388;34;t1018
³ódzkie;zduñskowolski;21281;630;6823;141;t1019
³ódzkie;zgierski;61829;1477;16691;591;t1020
³ódzkie;brzeziñski;17716;503;5692;148;t1021
³ódzkie;£ódŸ;475530;7576;137182;3879;t1061
³ódzkie;Piotrków Trybunalski;35970;656;9923;158;t1062
³ódzkie;Skierniewice;36461;1453;10688;654;t1063
ma³opolskie;bocheñski;30506;498;7712;187;t1201
ma³opolskie;brzeski;29871;489;9955;245;t1202
ma³opolskie;chrzanowski;51418;1367;13854;562;t1203
ma³opolskie;d¹browski;19170;490;5774;204;t1204
ma³opolskie;gorlicki;42241;980;12311;324;t1205
ma³opolskie;krakowski;67636;1318;19419;563;t1206
ma³opolskie;limanowski;38948;484;10892;275;t1207
ma³opolskie;miechowski;32814;727;10533;351;t1208
ma³opolskie;myœlenicki;40157;513;11135;352;t1209
ma³opolskie;nowos¹decki;59342;1621;18441;552;t1210
ma³opolskie;nowotarski;60902;1026;17232;269;t1211
ma³opolskie;olkuski;49591;1094;11137;478;t1212
ma³opolskie;oœwiêcimski;43698;1109;12156;297;t1213
ma³opolskie;proszowicki;18909;805;4514;117;t1214
ma³opolskie;suski;30669;587;8894;264;t1215
ma³opolskie;tarnowski;44260;737;12311;288;t1216
ma³opolskie;tatrzañski;16172;418;5260;108;t1217
ma³opolskie;wadowicki;44759;1257;10822;430;t1218
ma³opolskie;wielicki;39227;1071;8448;351;t1219
ma³opolskie;Kraków;588589;9984;175339;5336;t1261
ma³opolskie;Nowy S¹cz;26965;1149;7163;229;t1262
ma³opolskie;Tarnów;48857;700;14327;490;t1263
mazowieckie;bia³obrzeski;15882;259;4333;98;t1401
mazowieckie;ciechanowski;38817;1004;12170;392;t1402
mazowieckie;garwoliñski;35139;808;9503;227;t1403
mazowieckie;gostyniñski;14418;151;4760;104;t1404
mazowieckie;grodziski;44420;884;14141;326;t1405
mazowieckie;grójecki;50162;1098;14903;333;t1406
mazowieckie;kozienicki;19440;268;6306;218;t1407
mazowieckie;legionowski;32803;605;7426;185;t1408
mazowieckie;lipski;13811;234;4795;111;t1409
mazowieckie;³osicki;9379;262;3123;90;t1410
mazowieckie;makowski;19725;375;5869;118;t1411
mazowieckie;miñski;56752;783;15648;470;t1412
mazowieckie;m³awski;25469;725;8061;420;t1413
mazowieckie;nowodworski;49074;1326;12961;516;t1414
mazowieckie;ostro³êcki;25643;613;8012;267;t1415
mazowieckie;ostrowski;24893;244;7078;106;t1416
mazowieckie;otwocki;42580;751;13254;262;t1417
mazowieckie;piaseczyñski;106710;2663;29106;999;t1418
mazowieckie;p³ocki;35902;578;10817;228;t1419
