wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;23;0;6;0;t0;10;0;0;0;7;0
dolnoœl¹skie;3864513;14390;1477507;2840;t02;1740183;1466;14759;42;632064;10042
kujawsko-pomorskie;2613101;10048;996268;2039;t04;1178881;1191;10527;10;427425;6808
lubelskie;2255162;7416;876888;1457;t06;1024880;881;12188;27;341206;5051
lubuskie;1355016;4160;510038;874;t08;623312;446;4829;13;216837;2827
³ódzkie;3167398;10342;1227874;1701;t10;1420100;1234;16445;78;502979;7329
ma³opolskie;4044842;14273;1580482;2562;t12;1843661;1540;11689;60;609010;10111
mazowieckie;7687131;26597;2939248;5006;t14;3438538;2950;35642;179;1273703;18462
opolskie;1135288;4094;441278;874;t16;513092;498;3654;16;177264;2706
podkarpackie;2032988;5084;801203;984;t18;943372;675;7112;7;281301;3418
podlaskie;1384316;3892;541399;793;t20;631739;547;5084;38;206094;2514
pomorskie;3195751;11870;1225558;2200;t22;1436112;1533;12914;40;521167;8097
œl¹skie;5724060;20340;2198463;3544;t24;2574700;2202;17520;45;933377;14549
œwiêtokrzyskie;1377466;3784;535534;587;t26;629342;405;5355;7;207235;2785
warmiñsko-mazurskie;1664759;5520;645216;1045;t28;755397;799;9148;38;254998;3638
wielkopolskie;4626607;17126;1806571;3356;t30;2089367;1946;18033;22;712636;11802
zachodniopomorskie;2265801;8258;854229;1454;t32;1025746;951;9694;13;376132;5840
ca³y kraj;48394222;167194;18657762;31316;t00;21868432;19264;194593;635;7673435;115979
