wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;23;0;7;0;t0;10;0;0;0;6;0
dolnoœl¹skie;4326694;856;1556424;149;t02;1798405;76;16880;4;954985;627
kujawsko-pomorskie;2926957;411;1052040;55;t04;1219273;42;12017;2;643627;312
lubelskie;2486266;256;915175;49;t06;1054164;42;13465;11;503462;154
lubuskie;1507116;295;538719;65;t08;644856;40;5380;0;318161;190
³ódzkie;3524451;432;1290388;88;t10;1465334;48;18716;5;750013;291
ma³opolskie;4515191;915;1659851;151;t12;1898581;90;14091;5;942668;669
mazowieckie;8579534;1890;3102748;279;t14;3554177;273;40535;11;1882074;1327
opolskie;1261228;221;464126;49;t16;529610;25;5022;0;262470;147
podkarpackie;2212869;316;833731;46;t18;969021;52;8387;1;401730;217
podlaskie;1512739;127;564391;41;t20;650577;11;6083;4;291688;71
pomorskie;3588910;728;1298506;83;t22;1491034;51;14835;6;784535;588
œl¹skie;6379527;1291;2307223;152;t24;2655750;119;20592;10;1395962;1010
œwiêtokrzyskie;1533171;203;560886;29;t26;649798;19;6243;6;316244;149
warmiñsko-mazurskie;1881649;264;683392;58;t28;785740;30;10480;0;402037;176
wielkopolskie;5255872;816;1917876;127;t30;2185925;64;20249;13;1131822;612
zachodniopomorskie;2516151;332;897639;55;t32;1058894;32;10590;1;549028;244
ca³y kraj;54008348;9353;19643122;1476;t00;22611149;1014;223565;79;11530512;6784
