wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;13;0;5;0;t0;4;0;0;0;4;0
dolnoœl¹skie;4333538;903;1557401;125;t02;1799058;97;16932;5;960147;676
kujawsko-pomorskie;2930449;329;1052641;57;t04;1219642;20;12040;1;646126;251
lubelskie;2488710;307;915598;47;t06;1054552;47;13490;0;505070;213
lubuskie;1508790;240;539000;53;t08;645039;18;5383;0;319368;169
³ódzkie;3528324;573;1291066;109;t10;1465738;66;18788;6;752732;392
ma³opolskie;4523044;1081;1660907;178;t12;1899253;67;14153;11;948731;825
mazowieckie;8593671;1868;3104908;250;t14;3555985;237;40720;56;1892058;1325
opolskie;1262767;171;464388;19;t16;529832;24;5030;7;263517;121
podkarpackie;2215110;288;834161;41;t18;969326;47;8415;3;403208;197
podlaskie;1514144;137;564656;18;t20;650791;18;6098;2;292599;99
pomorskie;3594649;591;1299280;72;t22;1491655;51;14921;4;788793;464
œl¹skie;6389351;1119;2308724;178;t24;2656659;104;20675;10;1403293;827
œwiêtokrzyskie;1534765;278;561189;50;t26;649953;20;6253;0;317370;208
warmiñsko-mazurskie;1883513;212;683714;27;t28;785933;23;10516;0;403350;162
wielkopolskie;5271717;985;1919044;136;t30;2194800;85;20370;5;1137503;759
zachodniopomorskie;2519453;425;898147;58;t32;1059231;38;10624;4;551451;325
ca³y kraj;54092008;9507;19654829;1418;t00;22627451;962;224408;114;11585320;7013
