wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;13;0;1;0;t0;5;0;0;0;7;0
dolnoœl¹skie;4203732;5985;1524864;1414;t02;1785129;721;16101;50;877638;3800
kujawsko-pomorskie;2850381;4229;1030976;1014;t04;1211348;529;11614;27;596443;2659
lubelskie;2431454;3510;900334;797;t06;1047503;338;13029;40;470588;2335
lubuskie;1467847;2077;527756;479;t08;640353;310;5150;30;294588;1258
³ódzkie;3437404;4978;1266529;1415;t10;1455555;549;18014;35;697306;2979
ma³opolskie;4382405;6320;1629790;1279;t12;1885843;610;13202;25;853570;4406
mazowieckie;8341484;10559;3041510;2521;t14;3524935;1304;38833;75;1736206;6659
opolskie;1228131;1696;454816;416;t16;525757;172;4794;10;242764;1098
podkarpackie;2167276;2397;821811;592;t18;963209;279;7991;37;374265;1489
podlaskie;1480351;1846;555601;452;t20;646070;221;5743;29;272937;1144
pomorskie;3481139;5239;1270346;1353;t22;1478681;583;14289;26;717823;3277
œl¹skie;6206879;8047;2266007;2115;t24;2637498;884;19507;107;1283867;4941
œwiêtokrzyskie;1496051;2580;550796;617;t26;645515;296;6114;7;293626;1660
warmiñsko-mazurskie;1825367;3736;668224;1030;t28;779053;511;10079;124;368011;2071
wielkopolskie;5081730;7760;1875838;1764;t30;2152418;892;19403;7;1034071;5097
zachodniopomorskie;2450229;3477;880321;720;t32;1051414;449;10312;5;508182;2303
ca³y kraj;52531873;74436;19265520;17978;t00;22430286;8648;214175;634;10621892;47176
