wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;19;0;7;0;t0;7;0;0;0;5;0
dolnoœl¹skie;4341358;1000;1558396;89;t02;1799639;57;16820;2;966503;852
kujawsko-pomorskie;2934333;483;1053145;37;t04;1219980;49;12023;1;649185;396
lubelskie;2491260;247;916001;20;t06;1054784;25;13486;0;506989;202
lubuskie;1510849;178;539329;15;t08;645241;10;5393;0;320886;153
³ódzkie;3533267;469;1291632;29;t10;1466140;22;18794;12;756701;406
ma³opolskie;4532072;1078;1661936;87;t12;1899956;67;14213;15;955967;909
mazowieckie;8609768;2141;3107031;217;t14;3557606;189;40813;15;1904318;1720
opolskie;1264329;146;464608;11;t16;529991;3;5037;2;264693;130
podkarpackie;2217449;224;834517;19;t18;969580;22;8428;3;404924;180
podlaskie;1515818;132;564905;11;t20;651040;14;6097;0;293776;107
pomorskie;3601366;879;1300083;73;t22;1492189;46;14986;4;794108;756
œl¹skie;6400939;1226;2310038;74;t24;2657487;69;20714;6;1412700;1077
œwiêtokrzyskie;1536441;148;561378;8;t26;650157;13;6248;0;318658;127
warmiñsko-mazurskie;1885762;251;684055;23;t28;786083;8;10527;2;405097;218
wielkopolskie;5289977;1861;1920202;63;t30;2205113;1021;20482;23;1144180;754
zachodniopomorskie;2523353;522;898631;36;t32;1059579;48;10629;0;554514;438
ca³y kraj;54188360;10985;19665894;812;t00;22644572;1663;224690;85;11653204;8425
