wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;9;0;2;0;t0;2;0;0;0;5;0
dolnoœl¹skie;4346154;1400;1558794;131;t02;1799957;94;16780;23;970623;1152
kujawsko-pomorskie;2936708;649;1053349;74;t04;1220101;37;11992;12;651266;526
lubelskie;2493024;583;916201;70;t06;1054962;47;13509;1;508352;465
lubuskie;1512243;410;539479;57;t08;645370;44;5395;2;321999;307
³ódzkie;3536602;1050;1291950;108;t10;1466409;86;18794;4;759449;852
ma³opolskie;4537062;1551;1662352;155;t12;1900315;135;14027;7;960368;1254
mazowieckie;8619687;2791;3108027;317;t14;3558618;286;40853;37;1912189;2151
opolskie;1265538;416;464768;53;t16;530102;28;5034;0;265634;335
podkarpackie;2218941;417;834699;57;t18;969760;41;8448;6;406034;313
podlaskie;1516866;277;565020;37;t20;651164;34;6097;1;294585;205
pomorskie;3605198;1104;1300469;104;t22;1492499;85;15018;3;797212;912
œl¹skie;6408584;2349;2310709;231;t24;2657992;155;20551;29;1419332;1934
œwiêtokrzyskie;1537384;274;561480;25;t26;650277;23;6245;0;319382;226
warmiñsko-mazurskie;1887229;423;684207;43;t28;786207;37;10521;10;406294;333
wielkopolskie;5301798;1981;1920673;164;t30;2212424;617;20549;19;1148152;1181
zachodniopomorskie;2525693;650;898843;60;t32;1059736;57;10584;1;556530;532
ca³y kraj;54248720;16325;19671022;1686;t00;22655895;1806;224397;155;11697406;12678
