wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
dolnoœl¹skie;boles³awiecki;51678;1019;18517;759;t0201
dolnoœl¹skie;dzier¿oniowski;47807;778;17671;549;t0202
dolnoœl¹skie;g³ogowski;43362;507;15124;372;t0203
dolnoœl¹skie;górowski;18382;184;5886;171;t0204
dolnoœl¹skie;jaworski;29615;176;10922;120;t0205
dolnoœl¹skie;jeleniogórski;38649;468;15670;348;t0206
dolnoœl¹skie;kamiennogórski;21856;405;8350;317;t0207
dolnoœl¹skie;k³odzki;89550;1356;34986;1039;t0208
dolnoœl¹skie;legnicki;28702;476;8999;293;t0209
dolnoœl¹skie;lubañski;18574;198;6607;158;t0210
dolnoœl¹skie;lubiñski;97894;1392;40738;1272;t0211
dolnoœl¹skie;lwówecki;27242;446;9956;358;t0212
dolnoœl¹skie;milicki;24182;380;9600;186;t0213
dolnoœl¹skie;oleœnicki;54508;931;16015;668;t0214
dolnoœl¹skie;o³awski;36293;622;15501;339;t0215
dolnoœl¹skie;polkowicki;26790;1000;7021;864;t0216
dolnoœl¹skie;strzeliñski;26195;367;9905;229;t0217
dolnoœl¹skie;œredzki;16300;240;6639;203;t0218
dolnoœl¹skie;œwidnicki;67172;977;22470;574;t0219
dolnoœl¹skie;trzebnicki;42491;708;16523;223;t0220
dolnoœl¹skie;wa³brzyski;25056;180;10621;56;t0221
dolnoœl¹skie;wo³owski;30585;585;11591;490;t0222
dolnoœl¹skie;wroc³awski;73533;857;27160;683;t0223
dolnoœl¹skie;z¹bkowicki;40006;681;15491;428;t0224
dolnoœl¹skie;zgorzelecki;40142;703;15726;557;t0225
dolnoœl¹skie;z³otoryjski;25067;523;9228;438;t0226
dolnoœl¹skie;Jelenia Góra;63661;1238;24336;844;t0261
dolnoœl¹skie;Legnica;65511;1026;25337;765;t0262
dolnoœl¹skie;Wroc³aw;770684;10205;295038;7953;t0264
dolnoœl¹skie;Wa³brzych;163233;1373;64566;1090;t0265
kujawsko-pomorskie;aleksandrowski;109418;1258;48474;1071;t0401
kujawsko-pomorskie;brodnicki;47410;733;16979;238;t0402
kujawsko-pomorskie;bydgoski;52726;1053;19115;658;t0403
kujawsko-pomorskie;che³miñski;26948;407;10083;277;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;22576;483;7571;355;t0405
kujawsko-pomorskie;grudzi¹dzki;16974;121;5526;39;t0406
kujawsko-pomorskie;inowroc³awski;78666;1174;31295;677;t0407
kujawsko-pomorskie;lipnowski;36298;758;13608;518;t0408
kujawsko-pomorskie;mogileñski;17464;276;5478;116;t0409
kujawsko-pomorskie;nakielski;51651;900;16542;581;t0410
kujawsko-pomorskie;radziejowski;31045;486;10654;307;t0411
kujawsko-pomorskie;rypiñski;22961;514;8156;190;t0412
kujawsko-pomorskie;sêpoleñski;33910;701;12261;529;t0413
kujawsko-pomorskie;œwiecki;51960;764;19402;304;t0414
kujawsko-pomorskie;toruñski;47906;945;15070;744;t0415
