data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2174;0
2020-12-28;4381;0
2020-12-29;10007;0
2020-12-30;20334;1
2020-12-31;10587;0
2021-01-01;1352;2
2021-01-02;2239;0
2021-01-03;648;0
2021-01-04;40593;1
2021-01-05;55278;2
2021-01-06;18745;0
2021-01-07;30366;0
2021-01-08;11816;1
2021-01-09;2263;0
2021-01-10;994;2
2021-01-11;47560;3
2021-01-12;63339;0
2021-01-13;55033;1
2021-01-14;46427;1
2021-01-15;26186;0
2021-01-16;20943;17
2021-01-17;12073;432
2021-01-18;28316;2931
2021-01-19;49483;8104
2021-01-20;51061;14436
2021-01-21;53016;14733
2021-01-22;38194;5246
2021-01-23;16814;1360
2021-01-24;5359;556
2021-01-25;73068;29454
2021-01-26;132633;48243
2021-01-27;104290;26513
2021-01-28;89347;29411
2021-01-29;43686;16102
2021-01-30;16271;3116
2021-01-31;8683;1387
2021-02-01;57055;33280
2021-02-02;114541;57250
2021-02-03;121720;55858
2021-02-04;107141;51436
2021-02-05;51926;29525
2021-02-06;24575;15643
2021-02-07;16334;10125
2021-02-08;33088;11732
2021-02-09;89872;20159
2021-02-10;113208;44795
2021-02-11;111535;58691
2021-02-12;75692;43633
2021-02-13;35533;15160
2021-02-14;14699;4862
2021-02-15;36246;11700
2021-02-16;71629;33720
2021-02-17;154174;84965
2021-02-18;174085;94274
2021-02-19;103194;50257
2021-02-20;36024;7699
2021-02-21;16045;3609
2021-02-22;43339;4117
2021-02-23;71847;20429
2021-02-24;160871;76970
2021-02-25;174929;90598
2021-02-26;103653;45635
2021-02-27;44734;11861
2021-02-28;18014;5808
2021-03-01;46180;5405
2021-03-02;82350;21694
2021-03-03;156838;67970
2021-03-04;173977;85857
2021-03-05;108735;44632
2021-03-06;49713;12071
2021-03-07;17970;5387
2021-03-08;34597;3680
2021-03-09;63919;8467
2021-03-10;143349;42984
2021-03-11;162810;68327
2021-03-12;95023;39489
2021-03-13;29987;6736
2021-03-14;11872;3039
2021-03-15;25799;3560
2021-03-16;47808;10723
2021-03-17;133984;43854
2021-03-18;155142;66488
2021-03-19;89317;38868
2021-03-20;29763;10273
2021-03-21;10656;3077
2021-03-22;51927;3972
2021-03-23;117937;19910
2021-03-24;192013;50076
2021-03-25;216329;71695
2021-03-26;162044;40628
2021-03-27;92095;15011
2021-03-28;35731;6927
2021-03-29;80130;9872
2021-03-30;117560;16077
2021-03-31;190859;20670
2021-04-01;205149;19449
2021-04-02;152818;11273
2021-04-03;36358;2755
2021-04-04;3328;351
2021-04-05;3869;526
2021-04-06;126049;8119
2021-04-07;220370;7345
2021-04-08;258406;5823
2021-04-09;220490;4701
2021-04-10;154439;4168
2021-04-11;44565;788
2021-04-12;106215;7018
2021-04-13;186733;23284
2021-04-14;254415;53828
2021-04-15;267909;59205
2021-04-16;201245;28301
2021-04-17;140691;11953
2021-04-18;39742;4029
2021-04-19;109435;13044
2021-04-20;202851;34277
2021-04-21;282802;74437
2021-04-22;306280;79370
2021-04-23;260092;46781
2021-04-24;206065;24499
2021-04-25;55954;9279
2021-04-26;139606;30827
2021-04-27;253863;58739
2021-04-28;345105;99335
2021-04-29;387910;108914
2021-04-30;357773;74965
2021-05-01;121940;15601
2021-05-02;59381;10170
2021-05-03;47141;5538
2021-05-04;234426;63188
2021-05-05;398671;122591
2021-05-06;424018;141830
2021-05-07;379024;124645
2021-05-08;258233;63527
2021-05-09;82406;14894
2021-05-10;188379;52518
2021-05-11;320966;109727
2021-05-12;434147;180902
2021-05-13;441271;193503
2021-05-14;373203;152217
2021-05-15;277559;110507
2021-05-16;90200;29612
2021-05-17;149010;50193
2021-05-18;331106;125811
2021-05-19;445653;185716
2021-05-20;444925;200996
2021-05-21;356413;155091
2021-05-22;240985;110997
2021-05-23;67953;35527
2021-05-24;135400;76830
2021-05-25;305757;158143
2021-05-26;396613;211913
2021-05-27;386607;232132
2021-05-28;349399;202447
2021-05-29;278082;151772
2021-05-30;91795;44155
2021-05-31;167539;98557
2021-06-01;465299;270409
2021-06-02;650383;401143
2021-06-03;140572;64655
2021-06-04;429561;256889
2021-06-05;271375;120496
2021-06-06;98943;41095
2021-06-07;202394;127490
2021-06-08;399749;242890
2021-06-09;505564;302823
2021-06-10;482739;297837
2021-06-11;423876;266509
2021-06-12;317795;182368
2021-06-13;102221;58688
2021-06-14;213151;168323
2021-06-15;373813;264482
2021-06-16;432341;280767
2021-06-17;400767;272349
2021-06-18;324044;220284
2021-06-19;219649;135638
2021-06-20;66272;43767
2021-06-21;168136;137420
2021-06-22;339184;261290
2021-06-23;398401;291047
2021-06-24;378354;281570
2021-06-25;307480;232666
2021-06-26;201458;133849
2021-06-27;60546;42061
2021-06-28;145416;114533
2021-06-29;285605;216216
2021-06-30;349022;249651
2021-07-01;285518;211744
