data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2161;0
2020-12-28;4366;0
2020-12-29;10002;0
2020-12-30;20290;0
2020-12-31;10574;0
2021-01-01;1343;2
2021-01-02;2224;0
2021-01-03;645;0
2021-01-04;40558;1
2021-01-05;55271;2
2021-01-06;18724;0
2021-01-07;30334;0
2021-01-08;11820;1
2021-01-09;2259;0
2021-01-10;994;2
2021-01-11;47572;3
2021-01-12;63397;0
2021-01-13;55086;1
2021-01-14;46566;1
2021-01-15;26252;1
2021-01-16;20989;17
2021-01-17;12077;434
2021-01-18;28362;2939
2021-01-19;49498;8116
2021-01-20;51226;14462
2021-01-21;53072;14770
2021-01-22;38227;5260
2021-01-23;16862;1362
2021-01-24;5362;557
2021-01-25;73196;29506
2021-01-26;132858;48357
2021-01-27;104703;26559
2021-01-28;89530;29471
2021-01-29;43714;16116
2021-01-30;16246;3120
2021-01-31;8684;1389
2021-02-01;57111;33347
2021-02-02;114688;57452
2021-02-03;121843;56024
2021-02-04;107341;51619
2021-02-05;52062;29641
2021-02-06;24661;15715
2021-02-07;16393;10180
2021-02-08;33089;11751
2021-02-09;89850;20211
2021-02-10;113361;44968
2021-02-11;111668;58823
2021-02-12;75810;43727
2021-02-13;35616;15255
2021-02-14;14708;4874
2021-02-15;36288;11729
2021-02-16;71777;33873
2021-02-17;154836;85585
2021-02-18;174512;94670
2021-02-19;103320;50365
2021-02-20;36033;7718
2021-02-21;16061;3612
2021-02-22;43439;4125
2021-02-23;71955;20566
2021-02-24;160932;77087
2021-02-25;174987;90733
2021-02-26;103712;45689
2021-02-27;44819;11922
2021-02-28;18066;5831
2021-03-01;46171;5414
2021-03-02;82518;21820
2021-03-03;156868;68067
2021-03-04;174026;85944
2021-03-05;108784;44696
2021-03-06;49867;12083
2021-03-07;18007;5392
2021-03-08;34595;3683
2021-03-09;63946;8431
2021-03-10;143528;43059
2021-03-11;163002;68413
2021-03-12;95156;39593
2021-03-13;29996;6738
2021-03-14;11882;3040
2021-03-15;25832;3567
2021-03-16;47927;10734
2021-03-17;134082;43901
2021-03-18;155409;66693
2021-03-19;89465;38960
2021-03-20;29781;10284
2021-03-21;10658;3079
2021-03-22;51962;3977
2021-03-23;118083;19956
2021-03-24;192189;50175
2021-03-25;216586;71798
2021-03-26;162342;40706
2021-03-27;92228;15028
2021-03-28;35747;6927
2021-03-29;80157;9877
2021-03-30;117687;16099
2021-03-31;191026;20715
2021-04-01;205392;19500
2021-04-02;153086;11301
2021-04-03;36403;2757
2021-04-04;3342;352
2021-04-05;3885;527
2021-04-06;126233;8140
2021-04-07;220711;7359
2021-04-08;258669;5842
2021-04-09;220793;4703
2021-04-10;154632;4179
2021-04-11;44780;786
2021-04-12;106524;7025
2021-04-13;186960;23356
2021-04-14;254905;53877
2021-04-15;268149;59303
2021-04-16;201477;28273
2021-04-17;140849;11960
2021-04-18;39811;4034
2021-04-19;109553;13074
2021-04-20;203240;34285
2021-04-21;283256;74542
2021-04-22;306579;79487
2021-04-23;260249;46805
2021-04-24;206179;24518
2021-04-25;56082;9283
2021-04-26;139757;30852
2021-04-27;254093;58767
2021-04-28;345457;99441
2021-04-29;388306;108970
2021-04-30;358071;75052
2021-05-01;121994;15585
2021-05-02;59486;10174
2021-05-03;47171;5542
2021-05-04;234700;63269
