data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2175;0
2020-12-28;4386;0
2020-12-29;10016;0
2020-12-30;20345;0
2020-12-31;10597;0
2021-01-01;1354;3
2021-01-02;2240;0
2021-01-03;648;0
2021-01-04;40624;1
2021-01-05;55368;2
2021-01-06;18757;0
2021-01-07;30382;0
2021-01-08;11823;1
2021-01-09;2263;0
2021-01-10;994;2
2021-01-11;47624;3
2021-01-12;63422;0
2021-01-13;55152;1
2021-01-14;46564;1
2021-01-15;26228;0
2021-01-16;20957;17
2021-01-17;12090;433
2021-01-18;28351;2934
2021-01-19;49495;8109
2021-01-20;51131;14448
2021-01-21;53048;14752
2021-01-22;38234;5254
2021-01-23;16838;1361
2021-01-24;5362;556
2021-01-25;73164;29472
2021-01-26;132776;48277
2021-01-27;104575;26547
2021-01-28;89518;29440
2021-01-29;43725;16118
2021-01-30;16279;3118
2021-01-31;8690;1388
2021-02-01;57119;33330
2021-02-02;114707;57389
2021-02-03;121885;55984
2021-02-04;107335;51568
2021-02-05;51986;29577
2021-02-06;24641;15688
2021-02-07;16386;10173
2021-02-08;33117;11743
2021-02-09;89905;20166
2021-02-10;113287;44813
2021-02-11;111680;58777
2021-02-12;75770;43679
2021-02-13;35624;15243
2021-02-14;14708;4863
2021-02-15;36284;11718
2021-02-16;71706;33778
2021-02-17;154483;85207
2021-02-18;174394;94461
2021-02-19;103266;50285
2021-02-20;36037;7707
2021-02-21;16063;3610
2021-02-22;43356;4119
2021-02-23;71883;20453
2021-02-24;160963;77011
2021-02-25;174998;90657
2021-02-26;103728;45659
2021-02-27;44815;11910
2021-02-28;18067;5826
2021-03-01;46188;5411
2021-03-02;82397;21722
2021-03-03;156905;68018
2021-03-04;174052;85906
2021-03-05;108805;44664
2021-03-06;49841;12076
2021-03-07;17993;5389
2021-03-08;34593;3681
2021-03-09;63926;8422
2021-03-10;143487;43026
2021-03-11;162912;68362
2021-03-12;95084;39531
2021-03-13;29994;6736
2021-03-14;11879;3039
2021-03-15;25809;3562
2021-03-16;47922;10725
2021-03-17;134057;43870
2021-03-18;155347;66630
2021-03-19;89404;38908
2021-03-20;29768;10278
2021-03-21;10658;3077
2021-03-22;51952;3973
2021-03-23;117955;19918
2021-03-24;192137;50129
2021-03-25;216480;71719
2021-03-26;162289;40673
2021-03-27;92198;15012
2021-03-28;35748;6928
2021-03-29;80142;9877
2021-03-30;117623;16083
2021-03-31;190983;20704
2021-04-01;205302;19478
2021-04-02;153045;11295
2021-04-03;36376;2755
2021-04-04;3334;351
2021-04-05;3876;527
2021-04-06;126161;8127
2021-04-07;220607;7350
2021-04-08;258638;5842
2021-04-09;220763;4701
2021-04-10;154563;4174
2021-04-11;44768;786
2021-04-12;106431;7020
2021-04-13;186915;23343
2021-04-14;254845;53848
2021-04-15;268099;59293
2021-04-16;201485;28309
2021-04-17;140840;11957
2021-04-18;39801;4024
2021-04-19;109487;13039
2021-04-20;203179;34281
2021-04-21;283132;74503
2021-04-22;306494;79471
2021-04-23;260190;46783
2021-04-24;206148;24507
2021-04-25;56046;9277
2021-04-26;139713;30842
2021-04-27;254041;58743
2021-04-28;345319;99403
2021-04-29;388077;108931
2021-04-30;357996;75020
2021-05-01;121974;15582
2021-05-02;59481;10173
2021-05-03;47170;5540
2021-05-04;234623;63231
2021-05-05;399170;122706
2021-05-06;424300;141842
2021-05-07;379309;124725
2021-05-08;258490;63618
2021-05-09;82427;14836
2021-05-10;188441;52530
2021-05-11;321192;109764
2021-05-12;434423;180982
2021-05-13;441743;193710
2021-05-14;373525;152263
2021-05-15;277818;110547
2021-05-16;90295;29636
2021-05-17;149132;50200
2021-05-18;331284;125816
2021-05-19;446045;185852
2021-05-20;445292;201107
2021-05-21;356819;155191
2021-05-22;241144;111055
2021-05-23;68079;35605
2021-05-24;135508;76862
2021-05-25;305997;158183
2021-05-26;397139;212072
2021-05-27;386994;232143
2021-05-28;349683;202316
2021-05-29;278522;151815
2021-05-30;91865;44165
2021-05-31;167646;98543
2021-06-01;466708;270289
2021-06-02;652140;401195
2021-06-03;140851;64653
2021-06-04;430853;256938
2021-06-05;271889;120466
2021-06-06;99080;40994
2021-06-07;203113;127601
2021-06-08;401058;242931
2021-06-09;507447;303028
2021-06-10;484962;297870
2021-06-11;425498;266464
2021-06-12;318682;182245
2021-06-13;102689;58838
2021-06-14;213937;168368
2021-06-15;375093;264376
2021-06-16;433866;280666
2021-06-17;402631;272488
2021-06-18;326033;220577
2021-06-19;220511;135782
2021-06-20;66468;43762
2021-06-21;168748;137547
2021-06-22;341569;262219
2021-06-23;400481;291554
2021-06-24;381023;283024
2021-06-25;309707;233728
2021-06-26;203104;134360
2021-06-27;61009;42191
2021-06-28;146273;114992
2021-06-29;288431;217673
2021-06-30;357094;254648
2021-07-01;299044;219821
2021-07-02;243354;175209
2021-07-03;172476;119291
2021-07-04;50562;34014
2021-07-05;118459;86447
2021-07-06;250726;207384
2021-07-07;340787;282938
2021-07-08;263491;202924
2021-07-09;255592;197211
2021-07-10;209551;167518
2021-07-11;62987;48704
2021-07-12;114948;82313
2021-07-13;216247;172604
2021-07-14;286162;226978
2021-07-15;257104;195019
2021-07-16;209459;150435
2021-07-17;157400;113788
2021-07-18;41796;25835
2021-07-19;83671;50681
2021-07-20;164084;118173
2021-07-21;209903;156326
2021-07-22;179405;126138
2021-07-23;155926;102120
2021-07-24;97541;61431
2021-07-25;29627;14233
2021-07-26;71902;41677
2021-07-27;114298;70926
2021-07-28;140698;87585
2021-07-29;133340;82220
2021-07-30;119643;69579
2021-07-31;78142;40660
2021-08-01;32361;7799
2021-08-02;52102;25069
2021-08-03;81328;42431
2021-08-04;107349;60356
2021-08-05;107770;59795
2021-08-06;101522;52990
2021-08-07;59472;27442
2021-08-08;18677;5283
2021-08-09;37539;17899
