data;liczba_szczepien_dziennie;dawka_2_dziennie;dawka_1_dziennie;dawka_3_dziennie;dawka_przypomianjaca_dziennie
2020-12-27;2166;0;2166;0;0
2020-12-28;4383;0;4383;0;0
2020-12-29;10022;0;10022;0;0
2020-12-30;20309;0;20309;0;0
2020-12-31;10603;0;10602;1;0
2021-01-01;1350;2;1348;0;0
2021-01-02;2260;0;2260;0;0
2021-01-03;640;0;640;0;0
2021-01-04;40588;2;40586;0;0
2021-01-05;55289;1;55288;0;0
2021-01-06;18748;0;18748;0;0
2021-01-07;30347;1;30346;0;0
2021-01-08;11819;0;11819;0;0
2021-01-09;2263;1;2262;0;0
2021-01-10;994;2;991;1;0
2021-01-11;47598;3;47595;0;0
2021-01-12;63374;0;63374;0;0
2021-01-13;55143;1;55142;0;0
2021-01-14;46551;2;46549;0;0
2021-01-15;26242;1;26241;0;0
2021-01-16;20987;17;20970;0;0
2021-01-17;12073;435;11638;0;0
2021-01-18;28297;2951;25344;2;0
2021-01-19;49411;8128;41283;0;0
2021-01-20;51225;14493;36732;0;0
2021-01-21;53006;14802;38204;0;0
2021-01-22;38199;5267;32932;0;0
2021-01-23;16869;1362;15507;0;0
2021-01-24;5366;557;4809;0;0
2021-01-25;73304;29572;43732;0;0
2021-01-26;132989;48424;84564;1;0
2021-01-27;104807;26621;78186;0;0
2021-01-28;89554;29530;60024;0;0
2021-01-29;43747;16142;27605;0;0
2021-01-30;16267;3126;13141;0;0
2021-01-31;8687;1396;7291;0;0
2021-02-01;57152;33389;23763;0;0
2021-02-02;114746;57538;57208;0;0
2021-02-03;121884;56130;65754;0;0
2021-02-04;107348;51701;55647;0;0
2021-02-05;52103;29702;22401;0;0
2021-02-06;24695;15746;8949;0;0
2021-02-07;16399;10193;6206;0;0
2021-02-08;33127;11780;21347;0;0
2021-02-09;89810;20272;69537;1;0
2021-02-10;113440;45131;68309;0;0
2021-02-11;111931;59113;52817;1;0
2021-02-12;75892;43826;32066;0;0
2021-02-13;35675;15305;20370;0;0
2021-02-14;14731;4885;9846;0;0
2021-02-15;36356;11807;24549;0;0
2021-02-16;71881;34034;37847;0;0
2021-02-17;155244;86031;69211;2;0
2021-02-18;174933;95169;79764;0;0
2021-02-19;103335;50477;52858;0;0
2021-02-20;36026;7741;28285;0;0
2021-02-21;16061;3636;12425;0;0
2021-02-22;43430;4165;39265;0;0
2021-02-23;71947;20619;51328;0;0
