data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2176;0
2020-12-28;4387;0
2020-12-29;10023;0
2020-12-30;20346;0
2020-12-31;10607;0
2021-01-01;1353;2
2021-01-02;2240;0
2021-01-03;648;0
2021-01-04;40638;1
2021-01-05;55385;2
2021-01-06;18764;0
2021-01-07;30385;0
2021-01-08;11834;1
2021-01-09;2262;0
2021-01-10;994;2
2021-01-11;47641;3
2021-01-12;63473;0
2021-01-13;55164;1
2021-01-14;46577;1
2021-01-15;26270;0
2021-01-16;20960;17
2021-01-17;12090;433
2021-01-18;28397;2937
2021-01-19;49517;8111
2021-01-20;51147;14449
2021-01-21;53077;14759
2021-01-22;38241;5255
2021-01-23;16842;1362
2021-01-24;5366;556
2021-01-25;73216;29477
2021-01-26;132889;48287
2021-01-27;104709;26547
2021-01-28;89554;29447
2021-01-29;43733;16111
2021-01-30;16278;3118
2021-01-31;8696;1389
2021-02-01;57126;33331
2021-02-02;114739;57397
2021-02-03;121912;55998
2021-02-04;107368;51586
2021-02-05;52042;29622
2021-02-06;24650;15693
2021-02-07;16393;10175
2021-02-08;33121;11745
2021-02-09;89927;20168
2021-02-10;113356;44865
2021-02-11;111694;58782
2021-02-12;75783;43690
2021-02-13;35624;15241
2021-02-14;14711;4868
2021-02-15;36285;11720
2021-02-16;71729;33807
2021-02-17;154605;85313
2021-02-18;174462;94519
2021-02-19;103293;50297
2021-02-20;36042;7709
2021-02-21;16068;3612
2021-02-22;43385;4119
2021-02-23;71966;20539
2021-02-24;160984;77028
2021-02-25;175030;90669
2021-02-26;103740;45663
2021-02-27;44818;11915
2021-02-28;18065;5824
2021-03-01;46182;5412
2021-03-02;82472;21790
2021-03-03;156916;68025
2021-03-04;174059;85892
2021-03-05;108807;44673
2021-03-06;49866;12078
2021-03-07;17997;5389
2021-03-08;34596;3682
2021-03-09;63941;8425
2021-03-10;143496;43037
2021-03-11;162986;68376
2021-03-12;95113;39551
2021-03-13;29986;6732
2021-03-14;11880;3040
2021-03-15;25819;3566
2021-03-16;47923;10725
2021-03-17;134069;43873
2021-03-18;155381;66655
2021-03-19;89417;38916
2021-03-20;29770;10279
2021-03-21;10658;3078
2021-03-22;51957;3975
2021-03-23;118049;19933
2021-03-24;192157;50139
2021-03-25;216509;71737
2021-03-26;162300;40679
2021-03-27;92216;15014
2021-03-28;35747;6928
2021-03-29;80144;9876
2021-03-30;117639;16088
2021-03-31;190992;20707
2021-04-01;205342;19487
2021-04-02;153057;11296
2021-04-03;36399;2755
2021-04-04;3338;351
2021-04-05;3884;527
2021-04-06;126209;8132
2021-04-07;220669;7353
2021-04-08;258655;5842
2021-04-09;220782;4702
2021-04-10;154616;4175
2021-04-11;44776;786
2021-04-12;106501;7022
2021-04-13;186925;23347
2021-04-14;254877;53865
2021-04-15;268130;59303
2021-04-16;201506;28317
2021-04-17;140843;11958
2021-04-18;39802;4024
2021-04-19;109519;13055
2021-04-20;203218;34290
2021-04-21;283180;74515
2021-04-22;306508;79467
2021-04-23;260211;46788
2021-04-24;206162;24508
2021-04-25;56068;9276
2021-04-26;139727;30846
2021-04-27;254060;58756
2021-04-28;345341;99415
2021-04-29;388110;108955
2021-04-30;358026;75029
2021-05-01;121983;15583
2021-05-02;59476;10173
