wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;8;0;3;0;t0;1;0;0;0;4;0
dolnoœl¹skie;4312044;1402;1553845;270;t02;1796871;142;16778;4;944550;986
kujawsko-pomorskie;2919096;780;1050570;160;t04;1218451;83;11967;2;638108;535
lubelskie;2481222;630;914086;130;t06;1053535;65;13409;20;500192;415
lubuskie;1502608;413;537821;101;t08;644295;44;5355;7;315137;261
³ódzkie;3514968;981;1288553;188;t10;1464332;64;18629;23;743454;706
ma³opolskie;4498552;1580;1657304;277;t12;1896913;154;14011;11;930324;1138
mazowieckie;8550020;3006;3097737;664;t14;3550254;385;40244;31;1861785;1926
opolskie;1257555;416;463337;117;t16;529120;53;4992;2;260106;244
podkarpackie;2208445;566;832821;129;t18;968414;70;8359;3;398851;364
podlaskie;1509594;409;563700;97;t20;650098;65;6045;0;289751;247
pomorskie;3576682;1165;1296212;166;t22;1489731;142;14741;1;775998;856
œl¹skie;6358467;1860;2303705;320;t24;2653667;180;20411;6;1380684;1354
œwiêtokrzyskie;1529801;325;560159;64;t26;649393;51;6247;2;314002;208
warmiñsko-mazurskie;1876634;578;682315;128;t28;785193;44;10455;1;398671;405
wielkopolskie;5222144;1439;1914747;260;t30;2167133;123;20092;16;1120172;1040
zachodniopomorskie;2509046;657;896390;130;t32;1058067;87;10529;3;544060;437
ca³y kraj;53826886;16207;19613305;3201;t00;22575468;1752;222264;132;11415849;11122
