wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;14;0;1;0;t0;9;0;0;0;4;0
dolnoœl¹skie;4037813;16279;1498493;1002;t02;1763423;2258;15264;47;760633;12972
kujawsko-pomorskie;2728445;9935;1009542;620;t04;1194846;1368;11286;19;512771;7928
lubelskie;2347410;9266;886445;544;t06;1036706;1295;12671;24;411588;7403
lubuskie;1409193;4378;517725;362;t08;631551;606;4970;22;254947;3388
³ódzkie;3306812;13505;1244146;953;t10;1438834;1840;17244;91;606588;10621
ma³opolskie;4215757;16458;1600576;1085;t12;1864861;1863;12496;64;737824;13446
mazowieckie;8026831;30841;2987728;2772;t14;3483451;3726;37322;235;1518330;24108
opolskie;1183997;3992;446776;231;t16;519569;585;4357;23;213295;3153
podkarpackie;2105770;6686;809995;539;t18;954196;1042;7534;59;334045;5046
podlaskie;1436248;4451;547983;364;t20;639134;677;5376;31;243755;3379
pomorskie;3337603;13621;1243800;1038;t22;1458272;1938;13697;82;621834;10563
œl¹skie;5974787;24562;2226274;1584;t24;2606201;2948;18615;98;1123697;19932
œwiêtokrzyskie;1436113;5093;541272;248;t26;637266;658;5761;72;251814;4115
warmiñsko-mazurskie;1743428;6562;654526;402;t28;766684;810;9532;39;312686;5311
wielkopolskie;4850610;19761;1834869;1223;t30;2121391;2671;18675;107;875675;15760
zachodniopomorskie;2359660;8698;865668;689;t32;1038609;1206;10136;43;445247;6760
ca³y kraj;50500491;194088;18915819;13656;t00;22155003;25491;204936;1056;9224733;153885
