wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;14;0;1;0;t0;6;0;0;0;7;0
dolnoœl¹skie;4170849;9274;1517262;1973;t02;1780858;1004;15844;36;856885;6261
kujawsko-pomorskie;2825141;6671;1025173;1611;t04;1208398;801;11481;13;580089;4246
lubelskie;2414843;5371;896529;1200;t06;1045324;652;12937;21;460053;3498
lubuskie;1455690;3784;525165;876;t08;638740;475;5061;7;286724;2426
³ódzkie;3411258;8154;1259710;1895;t10;1452054;885;17824;57;681670;5317
ma³opolskie;4347898;10915;1621725;2094;t12;1882169;1086;13071;28;830933;7707
mazowieckie;8279173;15231;3026344;3063;t14;3516485;1754;38648;74;1697696;10340
opolskie;1219457;2484;452654;638;t16;524636;299;4674;14;237493;1533
podkarpackie;2154598;4100;818565;1151;t18;961549;505;7860;28;366624;2416
podlaskie;1471556;2503;553282;569;t20;644827;387;5646;26;267801;1521
pomorskie;3450687;7981;1262408;1829;t22;1474487;884;14180;61;699612;5207
œl¹skie;6159666;14255;2253984;3160;t24;2631734;1411;19303;55;1254645;9629
œwiêtokrzyskie;1483552;3152;547876;652;t26;643843;340;6064;49;285769;2111
warmiñsko-mazurskie;1806654;4287;663734;844;t28;776217;522;9891;5;356812;2916
wielkopolskie;5034585;13013;1864851;2866;t30;2146953;1422;19366;27;1003415;8698
zachodniopomorskie;2431331;5223;876169;958;t32;1048831;612;10282;12;496049;3641
ca³y kraj;52116952;116398;19165432;25379;t00;22377111;13039;212132;513;10362277;77467
