"","wojewodztwo_nazwa","powiat_nazwa","gmina_nazwa","zaszczepieni_pelna_dawka","przyrost_zaszczepionych_od_2021_08_01","liczba_ludnosci","zaszczepieni_pacjenci_jedna_dawka","zaszczepieni_pelna_dawka","grupa_wiekowa_12_19","grupa_wiekowa_20_39","grupa_wiekowa_40_59","grupa_wiekowa_60_69","grupa_wiekowa_70_plus"
"574","lubuskie","świebodziński","Skąpe (w)","2988","12.62","5056","3085","2988","179","807","968","581","581"
"575","lubuskie","świebodziński","Szczaniec (w)","1989","12.22","3845","2031","1989","136","516","669","370","370"
"576","lubuskie","świebodziński","Świebodzin (m-w)","18398","13.67","29837","18855","18398","1229","4769","5928","3180","3180"
"577","lubuskie","świebodziński","Zbąszynek (m-w)","4859","13.71","8273","4973","4859","311","1287","1491","979","979"
"578","lubuskie","wschowski","Sława (m-w)","6923","16.55","12639","7094","6923","420","1733","2351","1308","1308"
"579","lubuskie","wschowski","Szlichtyngowa (m-w)","2461","12.85","5019","2515","2461","168","643","795","487","487"
"580","lubuskie","wschowski","Wschowa (m-w)","10896","12.85","20955","11121","10896","740","2586","3417","2062","2062"
"581","lubuskie","Zielona Góra","Zielona Góra (m)","92766","13.33","140892","94579","92766","6187","23281","29312","15304","15304"
"582","lubuskie","zielonogórski","Babimost (m-w)","3570","11.38","6177","3631","3570","214","910","1131","651","651"
"583","lubuskie","zielonogórski","Bojadła (w)","1835","14.35","3282","1869","1835","107","468","609","350","350"
"584","lubuskie","zielonogórski","Kargowa (m-w)","3276","14.02","5815","3339","3276","193","878","1031","594","594"
"585","lubuskie","zielonogórski","Nowogród Bobrzański (m-w)","5493","12.79","9381","5622","5493","409","1388","1847","976","976"
"586","lubuskie","zielonogórski","Sulechów (m-w)","16096","12.89","26540","16509","16096","997","4169","5113","3067","3067"
"587","lubuskie","zielonogórski","Świdnica (w)","4316","14.48","6685","4399","4316","326","1091","1537","746","746"
"588","lubuskie","zielonogórski","Trzebiechów (w)","1990","15.29","3343","2032","1990","147","497","657","358","358"
"589","lubuskie","zielonogórski","Zabór (w)","2772","15.08","4409","2825","2772","196","730","1035","458","458"
"590","lubuskie","żagański","Brzeźnica (w)","2107","15.24","3721","2153","2107","145","617","669","348","348"
"591","lubuskie","żagański","Gozdnica (m)","1772","15.82","2977","1793","1772","105","415","505","358","358"
"592","lubuskie","żagański","Iłowa (m-w)","4013","11.79","6777","4080","4013","240","982","1283","808","808"
"593","lubuskie","żagański","Małomice (m-w)","3043","16.84","5165","3112","3043","201","794","924","588","588"
"594","lubuskie","żagański","Niegosławice (w)","2190","13.8","4341","2243","2190","147","558","677","437","437"
"595","lubuskie","żagański","Szprotawa (m-w)","10520","12.99","20367","10814","10520","659","2459","3425","2014","2014"
"596","lubuskie","żagański","Wymiarki (w)","1199","12.76","2218","1210","1199","51","300","379","267","267"
"597","lubuskie","żagański","Żagań (m)","15627","12.59","25265","15929","15627","968","3629","4888","3081","3081"
"598","lubuskie","żagański","Żagań (w)","4062","13.11","7317","4153","4062","309","1088","1441","716","716"
"599","lubuskie","żarski","Brody (w)","1833","15.96","3364","1872","1833","126","499","585","355","355"
"600","lubuskie","żarski","Jasień (m-w)","4097","16.69","6962","4184","4097","244","1072","1298","772","772"
"601","lubuskie","żarski","Lipinki Łużyckie (w)","1787","14.65","3345","1830","1787","128","466","610","323","323"
"602","lubuskie","żarski","Lubsko (m-w)","10352","16.29","18254","10546","10352","619","2657","3245","1980","1980"
"603","lubuskie","żarski","Łęknica (m)","1599","17.45","2396","1629","1599","121","458","545","254","254"
"604","lubuskie","żarski","Przewóz (w)","1783","16.99","3107","1812","1783","124","468","614","326","326"
"605","lubuskie","żarski","Trzebiel (w)","3354","18.07","5640","3422","3354","242","895","1111","574","574"
"606","lubuskie","żarski","Tuplice (w)","1828","15.85","3022","1849","1828","97","454","592","346","346"
"607","lubuskie","żarski","Żary (m)","23187","14.3","37052","23686","23187","1578","5353","7397","4330","4330"
"608","lubuskie","żarski","Żary (w)","6876","14.73","12281","7004","6876","500","1764","2429","1234","1234"
"609","łódzkie","bełchatowski","Bełchatów (m)","30270","10.77","56419","30838","30270","1596","6955","9238","7796","7796"
"610","łódzkie","bełchatowski","Bełchatów (w)","5293","10.36","11838","5398","5293","243","1281","1986","1091","1091"
"611","łódzkie","bełchatowski","Drużbice (w)","2398","11.51","5220","2438","2398","117","556","779","489","489"
"612","łódzkie","bełchatowski","Kleszczów (w)","2747","10.5","6418","2801","2747","179","803","1012","412","412"
"613","łódzkie","bełchatowski","Kluki (w)","1836","9.62","4418","1872","1836","81","427","673","360","360"
"614","łódzkie","bełchatowski","Rusiec (w)","2639","13.26","5045","2680","2639","133","586","856","538","538"
"615","łódzkie","bełchatowski","Szczerców (w)","3752","12.39","8209","3816","3752","159","929","1313","663","663"
"616","łódzkie","bełchatowski","Zelów (m-w)","6754","10.33","14876","6928","6754","321","1510","2161","1367","1367"
"617","łódzkie","brzeziński","Brzeziny (m)","6858","12.01","12365","7001","6858","394","1580","2238","1286","1286"
"618","łódzkie","brzeziński","Brzeziny (w)","2715","11.55","5853","2756","2715","182","674","961","436","436"
"619","łódzkie","brzeziński","Dmosin (w)","2532","15.45","4446","2603","2532","139","621","844","457","457"
"620","łódzkie","brzeziński","Jeżów (w)","1718","11.51","3328","1760","1718","75","416","576","305","305"
"621","łódzkie","brzeziński","Rogów (w)","2823","12.59","4656","2867","2823","201","686","914","456","456"
"622","łódzkie","Brzeźnica (w)","Szadek (m-w)","4045","12.41","7287","4142","4045","234","989","1285","713","713"
"623","łódzkie","kutnowski","Bedlno (w)","3048","15.18","5263","3190","3048","164","710","1005","617","617"
"624","łódzkie","kutnowski","Dąbrowice (w)","880","9.33","1897","897","880","46","222","272","165","165"
"625","łódzkie","kutnowski","Krośniewice (m-w)","4401","12.44","8239","4482","4401","265","993","1431","882","882"
"626","łódzkie","kutnowski","Krzyżanów (w)","2429","15.49","4202","2489","2429","158","593","788","472","472"
"627","łódzkie","kutnowski","Kutno (m)","28838","12.75","43332","29417","28838","1609","6140","9133","5707","5707"
"628","łódzkie","kutnowski","Kutno (w)","4841","12.16","8753","4942","4841","307","1194","1758","811","811"
"629","łódzkie","kutnowski","Łanięta (w)","1247","13.9","2425","1270","1247","79","301","436","235","235"
"630","łódzkie","kutnowski","Nowe Ostrowy (w)","1844","12.89","3398","1884","1844","93","413","656","345","345"
"631","łódzkie","kutnowski","Oporów (w)","1367","12.18","2487","1398","1367","76","353","423","245","245"
"632","łódzkie","kutnowski","Strzelce (w)","2220","15.57","3892","2277","2220","142","595","711","390","390"
"633","łódzkie","kutnowski","Żychlin (m-w)","6636","12.87","11628","6837","6636","341","1377","2088","1431","1431"
"634","łódzkie","łaski","Buczek (w)","2530","13.92","5095","2567","2530","127","609","852","479","479"
"635","łódzkie","łaski","Łask (m-w)","15293","10.67","27530","15532","15293","893","3431","4918","2970","2970"
"636","łódzkie","łaski","Sędziejowice (w)","3223","13.02","6343","3277","3223","191","707","1088","611","611"
"637","łódzkie","łaski","Widawa (w)","3832","12.22","7272","3898","3832","166","878","1226","728","728"
"638","łódzkie","łaski","Wodzierady (w)","1895","11.27","3496","1931","1895","116","457","642","350","350"
"639","łódzkie","łęczycki","Daszyna (w)","2173","16.38","3827","2216","2173","160","513","683","399","399"
"640","łódzkie","łęczycki","Góra Świętej Małgorzaty (w)","2286","13.84","4336","2338","2286","125","549","759","393","393"
"641","łódzkie","łęczycki","Grabów (w)","2840","12.99","5829","2919","2840","161","654","852","581","581"
"642","łódzkie","łęczycki","Łęczyca (m)","9011","13.23","13786","9163","9011","554","1935","2822","1733","1733"
"643","łódzkie","łęczycki","Łęczyca (w)","4580","14.24","8535","4679","4580","271","1166","1542","808","808"
"644","łódzkie","łęczycki","Piątek (m-w)","3516","19.94","5892","3598","3516","228","866","1110","665","665"
"645","łódzkie","łęczycki","Świnice Warckie (w)","2017","14.59","3880","2064","2017","86","498","637","376","376"
"646","łódzkie","łęczycki","Witonia (w)","1917","12.28","3201","1958","1917","111","461","597","371","371"
"647","łódzkie","łowicki","Bielawy (w)","2951","14.73","5267","3022","2951","168","658","956","546","546"
"648","łódzkie","łowicki","Chąśno (w)","1614","14.39","2912","1639","1614","118","433","495","287","287"
"649","łódzkie","łowicki","Domaniewice (w)","2489","12.1","4653","2538","2489","148","612","806","445","445"
"650","łódzkie","łowicki","Kiernozia (w)","1774","14.71","3339","1824","1774","106","444","548","356","356"
"651","łódzkie","łowicki","Kocierzew Południowy (w)","2477","15.2","4179","2562","2477","195","663","756","421","421"
"652","łódzkie","łowicki","Łowicz (m)","18134","12.54","27896","18509","18134","1082","4181","5625","3517","3517"
"653","łódzkie","łowicki","Łowicz (w)","4218","12.42","7708","4303","4218","266","1112","1490","681","681"
"654","łódzkie","łowicki","Łyszkowice (w)","3294","12.12","6631","3360","3294","225","799","1096","590","590"
"655","łódzkie","łowicki","Nieborów (w)","5955","14.21","9357","6086","5955","395","1432","1998","1085","1085"
"656","łódzkie","łowicki","Zduny (w)","3323","10.08","5672","3368","3323","165","738","1009","627","627"
"657","łódzkie","łódzki wschodni","Andrespol (w)","8543","12.92","14307","8710","8543","617","1915","2991","1511","1511"
"658","łódzkie","łódzki wschodni","Brójce (w)","3824","13.33","6761","3889","3824","267","1022","1386","596","596"
"659","łódzkie","łódzki wschodni","Koluszki (m-w)","13703","12.05","23293","13909","13703","866","3122","4566","2427","2427"
"660","łódzkie","łódzki wschodni","Nowosolna (w)","3174","13.14","5159","3251","3174","307","716","1180","520","520"
"661","łódzkie","łódzki wschodni","Rzgów (m-w)","6224","12.49","10592","6379","6224","413","1572","2253","1003","1003"
"662","łódzkie","łódzki wschodni","Tuszyn (m-w)","7149","13.32","12453","7268","7149","446","1759","2471","1228","1228"
"663","łódzkie","Łódź","Łódź (m)","449562","12.09","672185","459919","449562","26083","108535","131430","78937","78937"
"664","łódzkie","opoczyński","Białaczów (w)","3043","18.43","5723","3088","3043","185","775","1039","491","491"
"665","łódzkie","opoczyński","Drzewica (m-w)","5781","12.04","10384","5890","5781","340","1431","1856","971","971"
"666","łódzkie","opoczyński","Mniszków (w)","2364","13.35","4750","2429","2364","153","624","778","400","400"
"667","łódzkie","opoczyński","Opoczno (m-w)","19154","14.14","33777","19522","19154","1241","5022","6097","3705","3705"
"668","łódzkie","opoczyński","Paradyż (w)","2094","12.87","4327","2144","2094","122","559","703","348","348"
"669","łódzkie","opoczyński","Poświętne (w)","1692","13.09","3101","1714","1692","98","404","491","328","328"
"670","łódzkie","opoczyński","Sławno (w)","3862","13.72","7645","3950","3862","242","1050","1291","657","657"
"671","łódzkie","opoczyński","Żarnów (w)","2680","12.33","5817","2746","2680","116","688","857","504","504"
"672","łódzkie","pabianicki","Dłutów (w)","2484","11.06","4692","2536","2484","153","551","805","490","490"
"673","łódzkie","pabianicki","Dobroń (w)","4164","12.41","7802","4261","4164","269","976","1471","739","739"
"674","łódzkie","pabianicki","Konstantynów Łódzki (m)","11495","12.92","18335","11760","11495","730","2640","3761","2043","2043"
"675","łódzkie","pabianicki","Ksawerów (w)","4762","12.3","7661","4878","4762","336","1027","1634","743","743"
"676","łódzkie","pabianicki","Lutomiersk (w)","5087","12.88","8736","5206","5087","359","1179","1833","827","827"
"677","łódzkie","pabianicki","Pabianice (m)","39278","11.88","63945","40122","39278","2167","8598","12074","7121","7121"
"678","łódzkie","pabianicki","Pabianice (w)","4108","11.9","7770","4182","4108","281","1034","1546","673","673"
"679","łódzkie","pajęczański","Działoszyn (m-w)","6695","9.87","12346","6802","6695","361","1706","2189","1312","1312"
"680","łódzkie","pajęczański","Kiełczygłów (w)","2014","11.54","3950","2044","2014","81","455","623","381","381"
"681","łódzkie","pajęczański","Nowa Brzeźnica (w)","2173","8.69","4535","2208","2173","99","509","714","407","407"
"682","łódzkie","pajęczański","Pajęczno (m-w)","5913","8.82","11491","6083","5913","313","1379","1927","1130","1130"
"683","łódzkie","pajęczański","Rząśnia (w)","2207","10.52","4924","2264","2207","120","556","744","347","347"
"684","łódzkie","pajęczański","Siemkowice (w)","2403","12.98","4745","2460","2403","127","643","781","418","418"
"685","łódzkie","pajęczański","Strzelce Wielkie (w)","2065","9.16","4540","2119","2065","86","469","697","422","422"
"686","łódzkie","pajęczański","Sulmierzyce (w)","2104","11.6","4421","2153","2104","98","450","715","391","391"
"687","łódzkie","piotrkowski","Aleksandrów (w)","2364","13.37","4279","2430","2364","142","577","716","463","463"
"688","łódzkie","piotrkowski","Czarnocin (w)","2259","12.41","4141","2299","2259","121","553","732","447","447"
"689","łódzkie","piotrkowski","Gorzkowice (w)","4388","14.62","8462","4512","4388","284","1103","1492","785","785"
"690","łódzkie","piotrkowski","Grabica (w)","3245","12.84","6077","3315","3245","194","848","1094","558","558"
"691","łódzkie","piotrkowski","Łęki Szlacheckie (w)","1689","12.51","3405","1726","1689","87","411","557","317","317"
"692","łódzkie","piotrkowski","Moszczenica (w)","6892","12.77","12917","7031","6892","472","1692","2308","1209","1209"
"693","łódzkie","piotrkowski","Ręczno (w)","1961","13.32","3492","1989","1961","135","441","598","379","379"
"694","łódzkie","piotrkowski","Rozprza (w)","6582","12.87","12310","6707","6582","426","1634","2285","1132","1132"
"695","łódzkie","piotrkowski","Sulejów (m-w)","8713","12.43","16308","8938","8713","561","2132","3034","1538","1538"
"696","łódzkie","piotrkowski","Wola Krzysztoporska (w)","6248","14.38","11981","6395","6248","376","1677","2132","984","984"
"697","łódzkie","piotrkowski","Wolbórz (m-w)","4199","12.88","7836","4292","4199","226","1055","1416","743","743"
"698","łódzkie","Piotrków Trybunalski","Piotrków Trybunalski (m)","44271","13.39","72250","45136","44271","2784","10049","14012","8023","8023"
"699","łódzkie","poddębicki","Dalików (w)","2138","14.59","3920","2192","2138","168","498","725","385","385"
"700","łódzkie","poddębicki","Pęczniew (w)","1849","13.15","3484","1882","1849","90","451","556","383","383"
"701","łódzkie","poddębicki","Poddębice (m-w)","9017","12.35","15371","9221","9017","522","2118","3093","1631","1631"
"702","łódzkie","poddębicki","Uniejów (m-w)","3913","12.03","6956","4003","3913","178","927","1277","692","692"
"703","łódzkie","poddębicki","Wartkowice (w)","3422","14.1","6239","3513","3422","184","871","1128","634","634"
"704","łódzkie","poddębicki","Zadzim (w)","2536","11.3","4936","2588","2536","129","569","797","476","476"
"705","łódzkie","radomszczański","Dobryszyce (w)","2238","12.39","4463","2298","2238","133","580","829","365","365"
"706","łódzkie","radomszczański","Gidle (w)","3056","11.67","5964","3111","3056","143","718","996","618","618"
"707","łódzkie","radomszczański","Gomunice (w)","3060","11.66","5848","3123","3060","185","721","1018","539","539"
"708","łódzkie","radomszczański","Kamieńsk (m-w)","3164","11.12","5839","3199","3164","169","768","1064","566","566"
"709","łódzkie","radomszczański","Kobiele Wielkie (w)","2278","12.94","4388","2332","2278","145","572","775","425","425"
"710","łódzkie","radomszczański","Kodrąb (w)","2491","14.16","4486","2528","2491","171","601","829","389","389"
"711","łódzkie","radomszczański","Lgota Wielka (w)","2038","10.72","4262","2093","2038","92","510","698","363","363"
"712","łódzkie","radomszczański","Ładzice (w)","2364","12.88","4766","2419","2364","161","542","828","421","421"
"713","łódzkie","radomszczański","Masłowice (w)","2171","14.54","4139","2226","2171","137","542","680","424","424"
"714","łódzkie","radomszczański","Przedbórz (m-w)","3670","12.85","7052","3735","3670","196","933","1152","723","723"
"715","łódzkie","radomszczański","Radomsko (m)","26717","13.43","45353","27461","26717","1602","6163","8549","4862","4862"
"716","łódzkie","radomszczański","Radomsko (w)","2672","12.44","5546","2736","2672","197","660","899","446","446"
"717","łódzkie","radomszczański","Wielgomłyny (w)","2255","17.03","4510","2288","2255","133","554","737","377","377"
"718","łódzkie","radomszczański","Żytno (w)","2313","15.69","5080","2369","2313","118","500","698","476","476"
"719","łódzkie","rawski","Biała Rawska (m-w)","5617","14.15","11239","5759","5617","303","1458","1792","1049","1049"
"720","łódzkie","rawski","Cielądz (w)","1804","13.04","3950","1844","1804","87","445","599","360","360"
"721","łódzkie","rawski","Rawa Mazowiecka (m)","10216","13.61","17193","10427","10216","615","2469","3202","2018","2018"
"722","łódzkie","rawski","Rawa Mazowiecka (w)","4075","12.45","8793","4165","4075","242","1061","1402","698","698"
"723","łódzkie","rawski","Regnów (w)","881","13.08","1819","894","881","49","237","274","153","153"
"724","łódzkie","rawski","Sadkowice (w)","2580","12.69","5391","2642","2580","157","602","808","462","462"
"725","łódzkie","sieradzki","Błaszki (m-w)","7569","13.59","14373","7728","7569","420","1913","2466","1339","1339"
"726","łódzkie","sieradzki","Brąszewice (w)","1944","13.23","4466","1977","1944","94","552","641","293","293"
"727","łódzkie","sieradzki","Brzeźnio (w)","3502","14.3","6379","3564","3502","202","875","1167","571","571"
"728","łódzkie","sieradzki","Burzenin (w)","2815","11.4","5498","2872","2815","149","647","942","511","511"
"729","łódzkie","sieradzki","Goszczanów (w)","2355","14.86","5419","2391","2355","98","595","780","409","409"
"730","łódzkie","sieradzki","Klonowa (w)","1360","13.09","2888","1388","1360","58","367","435","222","222"
"731","łódzkie","sieradzki","Sieradz (m)","25375","10.66","41390","25864","25375","1443","5811","7873","5151","5151"
"732","łódzkie","sieradzki","Sieradz (w)","5604","11.7","10801","5707","5604","325","1489","2000","924","924"
"733","łódzkie","sieradzki","Warta (m-w)","6198","12.12","12510","6325","6198","289","1458","2062","1157","1157"
"734","łódzkie","sieradzki","Wróblew (w)","3127","12.45","6063","3189","3127","149","732","1052","575","575"
"735","łódzkie","sieradzki","Złoczew (m-w)","3650","11.33","7131","3744","3650","181","955","1272","602","602"
"736","łódzkie","Skierniewice","Skierniewice (m)","30475","11.4","47655","31104","30475","2042","7151","9572","5732","5732"
"737","łódzkie","skierniewicki","Bolimów (w)","2229","10.9","4026","2263","2229","133","565","684","416","416"
"738","łódzkie","skierniewicki","Głuchów (w)","2821","12.33","5701","2867","2821","176","711","918","474","474"
"739","łódzkie","skierniewicki","Godzianów (w)","1283","11.56","2665","1329","1283","81","347","384","258","258"
"740","łódzkie","skierniewicki","Kowiesy (w)","1479","14.1","2880","1505","1479","96","362","463","290","290"
"741","łódzkie","skierniewicki","Lipce Reymontowskie (w)","1787","12.38","3279","1822","1787","90","449","567","307","307"
"742","łódzkie","skierniewicki","Maków (w)","3121","12.52","6005","3182","3121","182","809","1051","504","504"
"743","łódzkie","skierniewicki","Nowy Kawęczyn (w)","1844","12.81","3373","1883","1844","107","509","606","300","300"
"744","łódzkie","skierniewicki","Skierniewice (w)","3862","11.12","7635","3952","3862","293","994","1300","667","667"
"745","łódzkie","skierniewicki","Słupia (w)","1286","12","2609","1306","1286","70","327","377","245","245"
"746","łódzkie","tomaszowski","Będków (w)","1751","13.59","3253","1805","1751","93","430","552","345","345"
"747","łódzkie","tomaszowski","Budziszewice (w)","1008","18.28","2161","1041","1008","61","256","334","189","189"
"748","łódzkie","tomaszowski","Czerniewice (w)","2391","14.62","5020","2449","2391","138","595","808","478","478"
"749","łódzkie","tomaszowski","Inowłódz (w)","2062","11.26","3819","2104","2062","95","476","631","423","423"
"750","łódzkie","tomaszowski","Lubochnia (w)","3469","11.61","7123","3563","3469","222","908","1191","614","614"
"751","łódzkie","tomaszowski","Rokiciny (w)","3194","12.77","6153","3244","3194","161","776","1064","546","546"
"752","łódzkie","tomaszowski","Rzeczyca (w)","2287","11.87","4609","2321","2287","110","589","709","410","410"
"753","łódzkie","tomaszowski","Tomaszów Mazowiecki (m)","36188","12.47","61338","36850","36188","2154","7981","11244","6860","6860"
"754","łódzkie","tomaszowski","Tomaszów Mazowiecki (w)","5913","13.39","11251","6027","5913","394","1528","2123","1036","1036"
"755","łódzkie","tomaszowski","Ujazd (w)","3876","14.04","7706","3967","3876","203","927","1314","788","788"
"756","łódzkie","tomaszowski","Żelechlinek (w)","1543","12.81","3302","1565","1543","85","364","512","251","251"
"757","łódzkie","wieluński","Biała (w)","2686","10.12","5396","2734","2686","144","689","891","460","460"
"758","łódzkie","wieluński","Czarnożyły (w)","2430","10.87","4489","2477","2430","151","599","810","437","437"
"759","łódzkie","wieluński","Konopnica (w)","2195","13.67","3759","2243","2195","146","490","694","414","414"
"760","łódzkie","wieluński","Mokrsko (w)","2677","11.14","5359","2750","2677","143","628","894","520","520"
"761","łódzkie","wieluński","Osjaków (w)","2563","11.56","4740","2621","2563","150","666","835","452","452"
"762","łódzkie","wieluński","Ostrówek (w)","2408","12.23","4473","2448","2408","120","521","853","469","469"
"763","łódzkie","wieluński","Pątnów (w)","3320","10.52","6512","3388","3320","211","828","1154","537","537"
"764","łódzkie","wieluński","Skomlin (w)","1629","9.95","3267","1649","1629","118","383","538","305","305"
"765","łódzkie","wieluński","Wieluń (m-w)","18941","11.59","31137","19349","18941","1098","4317","5977","3771","3771"
"766","łódzkie","wieluński","Wierzchlas (w)","3649","10.34","6604","3700","3649","229","950","1193","610","610"
"767","łódzkie","wieruszowski","Bolesławiec (w)","2187","14.18","4075","2217","2187","107","539","723","409","409"
"768","łódzkie","wieruszowski","Czastary (w)","2118","10.68","4000","2143","2118","123","514","696","366","366"
"769","łódzkie","wieruszowski","Galewice (w)","2978","9.02","6096","3034","2978","128","745","1045","562","562"
"770","łódzkie","wieruszowski","Lututów (m-w)","2379","10.86","4559","2403","2379","151","589","791","418","418"
"771","łódzkie","wieruszowski","Łubnice (w)","1927","10.14","4015","1955","1927","100","455","617","361","361"
"772","łódzkie","wieruszowski","Sokolniki (w)","2718","11.67","5055","2786","2718","135","744","942","456","456"
"773","łódzkie","wieruszowski","Wieruszów (m-w)","8396","12.54","14184","8495","8396","535","2136","2739","1422","1422"
"774","łódzkie","zduńskowolski","Zapolice (w)","2645","13.79","5243","2686","2645","144","665","927","511","511"
"775","łódzkie","zduńskowolski","Zduńska Wola (m)","23064","11.54","41288","23494","23064","1371","4966","7073","4607","4607"
"776","łódzkie","zduńskowolski","Zduńska Wola (w)","5861","12.89","12246","5952","5861","372","1463","2125","935","935"
"777","łódzkie","zgierski","Aleksandrów Łódzki (m-w)","19579","13.02","32685","20098","19579","1447","4545","6947","3211","3211"
"778","łódzkie","zgierski","Głowno (m)","9888","20.74","13961","10236","9888","505","2679","3305","1617","1617"
"779","łódzkie","zgierski","Głowno (w)","2417","13.76","4826","2497","2417","162","602","835","414","414"
"780","łódzkie","zgierski","Ozorków (m)","10747","13.24","19128","10973","10747","596","2414","3491","2026","2026"
"781","łódzkie","zgierski","Ozorków (w)","3640","13.27","7051","3718","3640","198","869","1196","678","678"
"782","łódzkie","zgierski","Parzęczew (w)","2771","12.11","5163","2818","2771","186","686","931","506","506"
"783","łódzkie","zgierski","Stryków (m-w)","7824","15.68","12681","8047","7824","507","2030","2676","1328","1328"
"784","łódzkie","zgierski","Zgierz (m)","36448","13.31","55673","37255","36448","2340","8240","11778","6266","6266"
"785","łódzkie","zgierski","Zgierz (w)","8841","12.49","14682","9035","8841","603","2043","3078","1544","1544"
"786","małopolskie","bocheński","Bochnia (m)","17378","11.05","29554","17705","17378","1123","4279","5544","2937","2937"
"787","małopolskie","bocheński","Bochnia (w)","9899","11.96","20152","10106","9899","540","2889","3375","1645","1645"
"788","małopolskie","bocheński","Drwinia (w)","3131","11.19","6494","3205","3131","164","836","1022","562","562"
"789","małopolskie","bocheński","Lipnica Murowana (w)","2765","12.81","5642","2818","2765","186","905","875","458","458"
"790","małopolskie","bocheński","Łapanów (w)","4345","14.24","8197","4434","4345","299","1349","1456","693","693"
"791","małopolskie","bocheński","Nowy Wiśnicz (m-w)","7488","11.45","14250","7637","7488","575","2089","2638","1119","1119"
"792","małopolskie","bocheński","Rzezawa (w)","5417","12.25","11430","5540","5417","323","1609","1875","925","925"
"793","małopolskie","bocheński","Trzciana (w)","2871","13.85","5646","2921","2871","168","903","918","460","460"
"794","małopolskie","bocheński","Żegocina (w)","2373","9.89","5582","2403","2373","106","711","758","433","433"
"795","małopolskie","brzeski","Borzęcin (w)","3691","11.36","8267","3753","3691","160","1039","1218","666","666"
"796","małopolskie","brzeski","Brzesko (m-w)","18255","11.33","36264","18592","18255","1056","4871","5963","3152","3152"
"797","małopolskie","brzeski","Czchów (m-w)","4507","11.94","9814","4591","4507","261","1308","1455","760","760"
"798","małopolskie","brzeski","Dębno (w)","6072","10.69","14751","6231","6072","295","1745","2004","1055","1055"
"799","małopolskie","brzeski","Gnojnik (w)","3258","12.07","8020","3326","3258","174","956","1128","522","522"
"800","małopolskie","brzeski","Iwkowa (w)","2848","13.7","6512","2884","2848","153","823","941","447","447"
"801","małopolskie","brzeski","Szczurowa (w)","4249","10.8","9407","4333","4249","236","1112","1361","783","783"
"802","małopolskie","chrzanowski","Alwernia (m-w)","7433","11.42","12490","7558","7433","499","1877","2437","1326","1326"
"803","małopolskie","chrzanowski","Babice (w)","5362","11.56","9084","5455","5362","313","1329","1787","920","920"
"804","małopolskie","chrzanowski","Chrzanów (m-w)","28606","10.69","46321","29099","28606","1618","6348","8850","5492","5492"
"805","małopolskie","chrzanowski","Libiąż (m-w)","13003","11.48","22136","13215","13003","803","3133","4248","2464","2464"
"806","małopolskie","chrzanowski","Trzebinia (m-w)","19905","12.02","33633","20299","19905","1186","4599","6437","3866","3866"
"807","małopolskie","dąbrowski","Bolesław (w)","933","8.7","2586","953","933","20","232","296","185","185"
"808","małopolskie","dąbrowski","Dąbrowa Tarnowska (m-w)","8301","10.07","21187","8549","8301","428","2257","2700","1502","1502"
"809","małopolskie","dąbrowski","Gręboszów (w)","1251","9.11","3316","1277","1251","37","293","377","264","264"
"810","małopolskie","dąbrowski","Mędrzechów (w)","1510","10.66","3404","1540","1510","60","371","507","254","254"
"811","małopolskie","dąbrowski","Olesno (w)","2818","8.91","7928","2873","2818","119","787","930","493","493"
"812","małopolskie","dąbrowski","Radgoszcz (w)","2522","9.45","7453","2584","2522","95","701","856","434","434"
"813","małopolskie","dąbrowski","Szczucin (m-w)","5499","10.4","13103","5615","5499","261","1451","1914","935","935"
"814","małopolskie","gorlicki","Biecz (m-w)","6710","10.59","16742","6844","6710","315","1756","2186","1231","1231"
"815","małopolskie","gorlicki","Bobowa (m-w)","4440","14.68","9805","4541","4440","292","1346","1464","710","710"
"816","małopolskie","gorlicki","Gorlice (m)","13433","8.72","26973","13665","13433","581","2844","3848","2970","2970"
"817","małopolskie","gorlicki","Gorlice (w)","7503","9.84","17271","7654","7503","348","2016","2553","1353","1353"
"818","małopolskie","gorlicki","Lipinki (w)","2582","10.59","6800","2625","2582","102","678","867","484","484"
"819","małopolskie","gorlicki","Łużna (w)","3397","9.96","8517","3483","3397","142","983","1190","587","587"
"820","małopolskie","gorlicki","Moszczenica (w)","1945","10.59","5026","1993","1945","98","539","671","357","357"
"821","małopolskie","gorlicki","Ropa (w)","1762","7.77","5536","1788","1762","70","494","606","298","298"
"822","małopolskie","gorlicki","Sękowa (w)","2440","14.87","4937","2505","2440","125","717","852","402","402"
"823","małopolskie","gorlicki","Uście Gorlickie (w)","2703","10.48","6880","2740","2703","163","794","874","466","466"
"824","małopolskie","krakowski","Czernichów (w)","8453","13.38","14704","8644","8453","581","2317","2999","1351","1351"
"825","małopolskie","krakowski","Igołomia-Wawrzeńczyce (w)","4789","17.21","7728","4876","4789","314","1303","1590","830","830"
"826","małopolskie","krakowski","Iwanowice (w)","5666","11.71","9215","5752","5666","409","1481","1986","850","850"
"827","małopolskie","krakowski","Jerzmanowice-Przeginia (w)","6635","12.91","10955","6737","6635","404","1771","2220","1098","1098"
"828","małopolskie","krakowski","Kocmyrzów-Luborzyca (w)","9884","13.87","16020","10095","9884","694","2724","3558","1493","1493"
"829","małopolskie","krakowski","Krzeszowice (m-w)","19351","12.58","32104","19661","19351","1234","4744","6159","3385","3385"
