"","wojewodztwo_nazwa","powiat_nazwa","gmina_nazwa","zaszczepieni_pelna_dawka","przyrost_zaszczepionych_od_2021_08_01","liczba_ludnosci","zaszczepieni_pacjenci_jedna_dawka","zaszczepieni_pelna_dawka","grupa_wiekowa_12_19","grupa_wiekowa_20_39","grupa_wiekowa_40_59","grupa_wiekowa_60_69","grupa_wiekowa_70_plus"
"2112","warmińsko-mazurskie","olsztyński","Purda (w)","4449","11.21","8743","4551","4449","328","1064","1623","850","850"
"2113","warmińsko-mazurskie","olsztyński","Stawiguda (w)","6856","12.96","11204","7030","6856","532","2217","2422","953","953"
"2114","warmińsko-mazurskie","olsztyński","Świątki (w)","2008","18.47","3991","2055","2008","179","518","667","361","361"
"2115","warmińsko-mazurskie","ostródzki","Dąbrówno (w)","2437","16.58","4235","2500","2437","209","602","827","434","434"
"2116","warmińsko-mazurskie","ostródzki","Grunwald (w)","2706","15.09","5566","2782","2706","211","702","887","541","541"
"2117","warmińsko-mazurskie","ostródzki","Łukta (w)","2168","13.64","4434","2219","2168","114","564","763","409","409"
"2118","warmińsko-mazurskie","ostródzki","Małdyty (w)","2965","13.38","6218","3038","2965","199","730","922","651","651"
"2119","warmińsko-mazurskie","ostródzki","Miłakowo (m-w)","2700","12.77","5372","2762","2700","205","656","823","570","570"
"2120","warmińsko-mazurskie","ostródzki","Miłomłyn (m-w)","2505","14.29","4886","2562","2505","164","602","840","509","509"
"2121","warmińsko-mazurskie","ostródzki","Morąg (m-w)","13141","13.13","23973","13445","13141","924","3304","4094","2553","2553"
"2122","warmińsko-mazurskie","ostródzki","Ostróda (m)","18906","11.46","32714","19363","18906","1134","4033","6030","3824","3824"
"2123","warmińsko-mazurskie","ostródzki","Ostróda (w)","8070","14.05","16094","8291","8070","562","2148","2779","1481","1481"
"2124","warmińsko-mazurskie","piski","Biała Piska (m-w)","5262","13.92","11534","5424","5262","369","1394","1731","943","943"
"2125","warmińsko-mazurskie","piski","Orzysz (m-w)","4589","13.65","8830","4728","4589","302","1176","1478","861","861"
"2126","warmińsko-mazurskie","piski","Pisz (m-w)","13004","13.08","27517","13357","13004","875","3221","4292","2332","2332"
"2127","warmińsko-mazurskie","piski","Ruciane-Nida (m-w)","4216","10.46","7952","4332","4216","215","966","1251","928","928"
"2128","warmińsko-mazurskie","szczycieński","Dźwierzuty (w)","3225","12.35","6463","3308","3225","247","772","1044","645","645"
"2129","warmińsko-mazurskie","szczycieński","Jedwabno (w)","1917","13.4","3611","1962","1917","155","458","636","330","330"
"2130","warmińsko-mazurskie","szczycieński","Pasym (m-w)","2458","9.97","5294","2530","2458","153","577","810","509","509"
"2131","warmińsko-mazurskie","szczycieński","Rozogi (w)","2209","11.41","5497","2283","2209","127","615","761","404","404"
"2132","warmińsko-mazurskie","szczycieński","Szczytno (m)","13727","12.12","22813","14050","13727","847","3017","4119","2803","2803"
"2133","warmińsko-mazurskie","szczycieński","Szczytno (w)","6482","12.33","13232","6650","6482","488","1728","2394","1102","1102"
"2134","warmińsko-mazurskie","szczycieński","Świętajno (w)","3014","14.36","5723","3089","3014","198","737","945","637","637"
"2135","warmińsko-mazurskie","szczycieński","Wielbark (m-w)","2918","16.36","6456","3005","2918","220","780","990","530","530"
"2136","warmińsko-mazurskie","węgorzewski","Budry (w)","1631","14.96","2760","1669","1631","118","408","521","290","290"
"2137","warmińsko-mazurskie","węgorzewski","Pozezdrze (w)","1762","12.68","3241","1808","1762","108","433","557","355","355"
"2138","warmińsko-mazurskie","węgorzewski","Węgorzewo (m-w)","9708","11.31","16443","9850","9708","551","2219","3011","1990","1990"
"2139","wielkopolskie","chodzieski","Budzyń (m-w)","5182","16.75","8494","5258","5182","429","1454","1642","920","920"
"2140","wielkopolskie","chodzieski","Chodzież (m)","12067","13.52","18229","12335","12067","872","2692","3759","2219","2219"
"2141","wielkopolskie","chodzieski","Chodzież (w)","3380","13.48","6136","3473","3380","279","870","1236","572","572"
"2142","wielkopolskie","chodzieski","Margonin (m-w)","3962","15.72","6452","4033","3962","390","1045","1290","670","670"
"2143","wielkopolskie","chodzieski","Szamocin (m-w)","4351","15.96","7513","4445","4351","358","1166","1436","716","716"
"2144","wielkopolskie","czarnkowsko-trzcianecki","Czarnków (m)","7283","13.94","10464","7496","7283","547","1630","2278","1385","1385"
"2145","wielkopolskie","czarnkowsko-trzcianecki","Czarnków (w)","6462","15.57","11471","6644","6462","493","1819","2210","1068","1068"
"2146","wielkopolskie","czarnkowsko-trzcianecki","Drawsko (w)","3074","14.92","5765","3165","3074","223","753","1041","563","563"
"2147","wielkopolskie","czarnkowsko-trzcianecki","Krzyż Wielkopolski (m-w)","4729","14.8","8644","4853","4729","331","1139","1501","884","884"
"2148","wielkopolskie","czarnkowsko-trzcianecki","Lubasz (w)","4502","15.25","7686","4652","4502","381","1244","1589","665","665"
"2149","wielkopolskie","czarnkowsko-trzcianecki","Połajewo (w)","3576","18.51","6181","3656","3576","291","974","1228","534","534"
"2150","wielkopolskie","czarnkowsko-trzcianecki","Trzcianka (m-w)","14108","15.4","24224","14514","14108","1090","3454","4593","2557","2557"
"2151","wielkopolskie","czarnkowsko-trzcianecki","Wieleń (m-w)","7459","14.78","12155","7582","7459","495","1980","2355","1337","1337"
"2152","wielkopolskie","gnieźnieński","Czerniejewo (m-w)","4278","16.68","7388","4347","4278","321","1156","1397","758","758"
"2153","wielkopolskie","gnieźnieński","Gniezno (m)","43017","13.85","67570","43859","43017","3007","10395","13445","7599","7599"
"2154","wielkopolskie","gnieźnieński","Gniezno (w)","6874","13.96","12644","7019","6874","563","1970","2547","992","992"
"2155","wielkopolskie","gnieźnieński","Kłecko (m-w)","4425","15.68","7431","4495","4425","359","1182","1397","778","778"
"2156","wielkopolskie","gnieźnieński","Łubowo (w)","4225","16.7","6783","4302","4225","380","1147","1454","629","629"
"2157","wielkopolskie","gnieźnieński","Mieleszyn (w)","2251","15.68","4012","2286","2251","161","662","712","383","383"
"2158","wielkopolskie","gnieźnieński","Niechanowo (w)","3392","16.98","6036","3466","3392","288","980","1121","539","539"
"2159","wielkopolskie","gnieźnieński","Trzemeszno (m-w)","7862","14.76","14222","8031","7862","543","1994","2608","1371","1371"
"2160","wielkopolskie","gnieźnieński","Witkowo (m-w)","8324","14.85","13512","8508","8324","626","2218","2699","1453","1453"
"2161","wielkopolskie","gostyński","Borek Wielkopolski (m-w)","3830","13","7441","3904","3830","243","947","1260","721","721"
"2162","wielkopolskie","gostyński","Gostyń (m-w)","15953","11.96","28200","16224","15953","1074","3981","4947","2967","2967"
"2163","wielkopolskie","gostyński","Krobia (m-w)","6124","12.63","12918","6254","6124","365","1591","2024","1090","1090"
"2164","wielkopolskie","gostyński","Pępowo (w)","2972","15.78","5938","3007","2972","163","808","906","549","549"
"2165","wielkopolskie","gostyński","Piaski (w)","4398","12.21","8613","4475","4398","303","1130","1461","744","744"
"2166","wielkopolskie","gostyński","Pogorzela (m-w)","3041","14.77","4907","3085","3041","236","803","979","537","537"
"2167","wielkopolskie","gostyński","Poniec (m-w)","3913","12.62","7715","3983","3913","288","991","1274","687","687"
"2168","wielkopolskie","grodziski","Granowo (w)","3292","16.65","5087","3355","3292","263","1021","1062","495","495"
"2169","wielkopolskie","grodziski","Grodzisk Wielkopolski (m-w)","12445","16.11","20095","12793","12445","939","3760","4082","1963","1963"
"2170","wielkopolskie","grodziski","Kamieniec (w)","4015","19.12","6621","4073","4015","296","1108","1244","697","697"
"2171","wielkopolskie","grodziski","Rakoniewice (m-w)","8125","17.22","13191","8261","8125","706","2386","2679","1287","1287"
"2172","wielkopolskie","grodziski","Wielichowo (m-w)","4049","15.73","6935","4137","4049","302","1190","1290","719","719"
"2173","wielkopolskie","gryfiński","Kiszkowo (w)","3353","16.87","5470","3414","3353","271","897","1045","605","605"
"2174","wielkopolskie","jarociński","Jaraczewo (m-w)","4584","16.08","8021","4653","4584","340","1231","1463","784","784"
"2175","wielkopolskie","jarociński","Jarocin (m-w)","28939","15.72","45801","29434","28939","1946","7761","9144","4959","4959"
"2176","wielkopolskie","jarociński","Kotlin (w)","4186","15.78","7390","4273","4186","277","1117","1385","717","717"
"2177","wielkopolskie","jarociński","Żerków (m-w)","5891","14.48","10213","5978","5891","368","1658","1898","1021","1021"
"2178","wielkopolskie","kaliski","Blizanów (w)","5444","14.25","9932","5555","5444","322","1466","1935","918","918"
"2179","wielkopolskie","kaliski","Brzeziny (w)","2277","9.31","5792","2318","2277","116","577","769","387","387"
"2180","wielkopolskie","kaliski","Ceków-Kolonia (w)","2536","12.63","4767","2595","2536","129","632","880","450","450"
"2181","wielkopolskie","kaliski","Godziesze Wielkie (w)","4555","10.92","9674","4667","4555","260","1239","1631","758","758"
"2182","wielkopolskie","kaliski","Koźminek (m-w)","3398","10.66","7548","3493","3398","163","877","1171","626","626"
"2183","wielkopolskie","kaliski","Lisków (w)","2394","12.34","5161","2444","2394","102","577","795","416","416"
"2184","wielkopolskie","kaliski","Mycielin (w)","2525","13.97","4862","2588","2525","137","648","841","442","442"
"2185","wielkopolskie","kaliski","Opatówek (m-w)","5733","13.09","10787","5893","5733","339","1408","1988","967","967"
"2186","wielkopolskie","kaliski","Stawiszyn (m-w)","4040","15.25","7074","4117","4040","232","950","1395","720","720"
"2187","wielkopolskie","kaliski","Szczytniki (w)","3493","12.35","7797","3577","3493","205","861","1169","627","627"
"2188","wielkopolskie","kaliski","Żelazków (w)","5027","13","9517","5148","5027","256","1373","1767","871","871"
"2189","wielkopolskie","Kalisz","Kalisz (m)","58310","11.85","99106","59585","58310","3339","13001","18536","10248","10248"
"2190","wielkopolskie","kępiński","Baranów (w)","4947","15.29","8020","5046","4947","310","1528","1745","731","731"
"2191","wielkopolskie","kępiński","Bralin (w)","3480","15.94","6084","3543","3480","243","975","1148","561","561"
"2192","wielkopolskie","kępiński","Kępno (m-w)","14874","13.39","24375","15139","14874","952","4102","4766","2384","2384"
"2193","wielkopolskie","kępiński","Perzów (w)","1892","13.92","3765","1943","1892","94","563","665","297","297"
"2194","wielkopolskie","kępiński","Rychtal (w)","1966","11.76","3791","1991","1966","117","512","607","381","381"
"2195","wielkopolskie","kępiński","Trzcinica (w)","2761","12.85","4934","2806","2761","199","720","927","433","433"
"2196","wielkopolskie","kolski","Babiak (w)","3803","15.12","7832","3893","3803","209","1034","1279","682","682"
"2197","wielkopolskie","kolski","Chodów (w)","1670","12.66","2985","1691","1670","90","396","530","313","313"
"2198","wielkopolskie","kolski","Dąbie (m-w)","3178","14.62","6251","3248","3178","181","818","967","609","609"
"2199","wielkopolskie","kolski","Grzegorzew (w)","2810","13.35","5665","2846","2810","158","673","999","497","497"
"2200","wielkopolskie","kolski","Kłodawa (m-w)","6796","13.27","12706","6919","6796","436","1596","2195","1275","1275"
"2201","wielkopolskie","kolski","Koło (m)","12610","13.3","21247","12876","12610","690","2798","3909","2555","2555"
"2202","wielkopolskie","kolski","Koło (w)","3874","13.42","7855","3944","3874","192","990","1436","649","649"
"2203","wielkopolskie","kolski","Kościelec (w)","3333","13.31","6873","3413","3333","181","888","1180","598","598"
"2204","wielkopolskie","kolski","Olszówka (w)","2084","14.38","4471","2123","2084","82","535","680","386","386"
"2205","wielkopolskie","kolski","Osiek Mały (w)","2844","13.3","6152","2896","2844","167","779","1018","479","479"
"2206","wielkopolskie","kolski","Przedecz (m-w)","2088","16.88","4071","2140","2088","114","508","674","434","434"
"2207","wielkopolskie","Konin","Konin (m)","45711","13.72","72539","46690","45711","2594","10049","14226","8379","8379"
"2208","wielkopolskie","koniński","Golina (m-w)","7251","16.05","12077","7402","7251","424","1931","2522","1325","1325"
"2209","wielkopolskie","koniński","Grodziec (w)","3066","17.44","5131","3136","3066","205","866","1036","487","487"
"2210","wielkopolskie","koniński","Kazimierz Biskupi (w)","6951","14.03","11496","7075","6951","513","1848","2481","1147","1147"
"2211","wielkopolskie","koniński","Kleczew (m-w)","5930","14.83","9908","6052","5930","425","1608","2062","984","984"
"2212","wielkopolskie","koniński","Kramsk (w)","6328","17.31","11337","6451","6328","422","1732","2250","925","925"
"2213","wielkopolskie","koniński","Krzymów (w)","4254","15.85","8154","4356","4254","261","1189","1566","662","662"
"2214","wielkopolskie","koniński","Rychwał (m-w)","4684","13.56","8203","4777","4684","285","1292","1547","796","796"
"2215","wielkopolskie","koniński","Rzgów (w)","4023","15.12","7257","4134","4023","251","1143","1429","642","642"
"2216","wielkopolskie","koniński","Skulsk (w)","3450","16.22","6096","3499","3450","239","922","1153","561","561"
"2217","wielkopolskie","koniński","Sompolno (m-w)","5877","16.77","10299","5956","5877","396","1595","1974","1031","1031"
"2218","wielkopolskie","koniński","Stare Miasto (w)","7003","15.33","12497","7162","7003","457","1910","2568","1123","1123"
"2219","wielkopolskie","koniński","Ślesin (m-w)","8248","15.58","14051","8396","8248","528","2207","2786","1455","1455"
"2220","wielkopolskie","koniński","Wierzbinek (w)","4025","18.33","7216","4079","4025","312","1132","1351","672","672"
"2221","wielkopolskie","koniński","Wilczyn (w)","3630","18.73","6182","3688","3630","287","1009","1147","600","600"
"2222","wielkopolskie","kościański","Czempiń (m-w)","7418","15.64","11531","7557","7418","549","1972","2419","1313","1313"
"2223","wielkopolskie","kościański","Kościan (m)","17055","15.9","23716","17293","17055","1238","4222","5347","2876","2876"
"2224","wielkopolskie","kościański","Kościan (w)","9808","15.8","16204","9975","9808","742","2823","3244","1604","1604"
"2225","wielkopolskie","kościański","Krzywiń (m-w)","5224","14.86","9926","5310","5224","328","1373","1681","971","971"
"2226","wielkopolskie","kościański","Śmigiel (m-w)","10264","16.2","17489","10454","10264","747","2796","3329","1697","1697"
"2227","wielkopolskie","krotoszyński","Kobylin (m-w)","4337","15.77","8049","4390","4337","301","1067","1352","804","804"
"2228","wielkopolskie","krotoszyński","Koźmin Wielkopolski (m-w)","7687","14.99","13140","7828","7687","477","1917","2566","1349","1349"
"2229","wielkopolskie","krotoszyński","Krotoszyn (m-w)","23081","14.23","40269","23455","23081","1400","5796","7362","4237","4237"
"2230","wielkopolskie","krotoszyński","Rozdrażew (w)","2301","13.34","5151","2346","2301","148","625","722","430","430"
"2231","wielkopolskie","krotoszyński","Sulmierzyce (m)","1485","15.26","2831","1499","1485","106","385","479","250","250"
"2232","wielkopolskie","krotoszyński","Zduny (m-w)","4216","15.07","7558","4294","4216","266","1202","1365","734","734"
"2233","wielkopolskie","Krzczonów (w)","Łęka Opatowska (w)","2758","12.95","5329","2823","2758","197","822","936","433","433"
"2234","wielkopolskie","leszczyński","Krzemieniewo (w)","4342","12.86","8272","4422","4342","251","1096","1356","882","882"
"2235","wielkopolskie","leszczyński","Lipno (w)","4708","14.04","8658","4800","4708","383","1365","1733","620","620"
"2236","wielkopolskie","leszczyński","Osieczna (m-w)","5308","16.52","9314","5389","5308","386","1350","1816","873","873"
"2237","wielkopolskie","leszczyński","Rydzyna (m-w)","5732","13.91","9836","5821","5732","456","1513","1986","910","910"
"2238","wielkopolskie","leszczyński","Święciechowa (w)","4482","14.18","8214","4560","4482","344","1271","1502","744","744"
"2239","wielkopolskie","leszczyński","Wijewo (w)","1617","11.08","3863","1646","1617","116","429","526","261","261"
"2240","wielkopolskie","leszczyński","Włoszakowice (w)","5176","16.98","9754","5259","5176","357","1421","1743","808","808"
"2241","wielkopolskie","Leszno","Leszno (m)","39297","13.99","62854","40040","39297","2667","9306","12398","6803","6803"
"2242","wielkopolskie","międzychodzki","Chrzypsko Wielkie (w)","2175","17.57","3306","2227","2175","148","647","661","369","369"
"2243","wielkopolskie","międzychodzki","Kwilcz (w)","3833","17.16","6377","3905","3833","265","1066","1197","710","710"
"2244","wielkopolskie","międzychodzki","Międzychód (m-w)","11011","12.67","18309","11208","11011","768","2725","3518","1950","1950"
"2245","wielkopolskie","międzychodzki","Sieraków (m-w)","5730","17.86","8641","5836","5730","402","1579","1820","992","992"
"2246","wielkopolskie","nowotomyski","Kuślin (w)","3230","16.04","5467","3303","3230","262","954","1036","504","504"
"2247","wielkopolskie","nowotomyski","Lwówek (m-w)","5449","17.36","9017","5588","5449","417","1560","1809","854","854"
"2248","wielkopolskie","nowotomyski","Miedzichowo (w)","2288","16.06","3737","2340","2288","163","631","715","407","407"
"2249","wielkopolskie","nowotomyski","Nowy Tomyśl (m-w)","17626","17.3","27194","18098","17626","1251","5123","5901","2785","2785"
"2250","wielkopolskie","nowotomyski","Opalenica (m-w)","10252","16.91","16357","10508","10252","827","2800","3293","1705","1705"
"2251","wielkopolskie","nowotomyski","Zbąszyń (m-w)","7631","16.97","13804","7783","7631","552","2082","2468","1263","1263"
"2252","wielkopolskie","obornicki","Oborniki (m-w)","22039","15.23","34185","22489","22039","1752","5916","7201","3617","3617"
"2253","wielkopolskie","obornicki","Rogoźno (m-w)","11031","16.18","18372","11322","11031","951","2877","3609","1945","1945"
"2254","wielkopolskie","obornicki","Ryczywół (w)","4363","18.08","7264","4464","4363","391","1194","1422","709","709"
"2255","wielkopolskie","ostrowski","Nowe Skalmierzyce (m-w)","8163","12.18","15625","8303","8163","450","2187","2764","1479","1479"
"2256","wielkopolskie","ostrowski","Odolanów (m-w)","7289","13.73","14674","7430","7289","387","1879","2580","1292","1292"
"2257","wielkopolskie","ostrowski","Ostrów Wielkopolski (m)","43118","11.34","71560","43915","43118","2516","9768","13534","8052","8052"
"2258","wielkopolskie","ostrowski","Ostrów Wielkopolski (w)","9906","11.95","19162","10119","9906","587","2523","3573","1665","1665"
"2259","wielkopolskie","ostrowski","Przygodzice (w)","6662","12.91","12232","6811","6662","431","1673","2359","1113","1113"
"2260","wielkopolskie","ostrowski","Raszków (m-w)","5941","13.75","11881","6055","5941","370","1581","2077","1013","1013"
"2261","wielkopolskie","ostrowski","Sieroszewice (w)","4324","11.78","9660","4419","4324","197","1143","1464","842","842"
"2262","wielkopolskie","ostrowski","Sośnie (w)","2968","11.02","6563","3016","2968","170","794","1013","496","496"
"2263","wielkopolskie","ostrzeszowski","Czajków (w)","1337","15.53","2505","1358","1337","77","376","444","208","208"
"2264","wielkopolskie","ostrzeszowski","Doruchów (w)","2721","14.33","5373","2776","2721","160","779","904","455","455"
"2265","wielkopolskie","ostrzeszowski","Grabów nad Prosną (m-w)","3808","13.15","7777","3895","3808","200","1075","1225","685","685"
"2266","wielkopolskie","ostrzeszowski","Kobyla Góra (w)","3312","13.77","6135","3373","3312","222","913","1089","599","599"
"2267","wielkopolskie","ostrzeszowski","Kraszewice (w)","1762","12.91","3640","1795","1762","90","469","601","299","299"
"2268","wielkopolskie","ostrzeszowski","Mikstat (m-w)","3287","15.39","5990","3332","3287","150","986","1150","527","527"
"2269","wielkopolskie","ostrzeszowski","Ostrzeszów (m-w)","12709","13.45","23845","13119","12709","716","3286","4254","2223","2223"
"2270","wielkopolskie","pilski","Białośliwie (w)","2855","17.05","4809","2892","2855","262","707","922","496","496"
"2271","wielkopolskie","pilski","Kaczory (w)","4914","17.68","7883","5025","4914","432","1361","1605","780","780"
"2272","wielkopolskie","pilski","Łobżenica (m-w)","5177","15.74","9468","5273","5177","378","1323","1646","962","962"
"2273","wielkopolskie","pilski","Miasteczko Krajeńskie (w)","1679","14.93","3147","1708","1679","131","434","539","298","298"
"2274","wielkopolskie","pilski","Piła (m)","45870","13.71","72527","46969","45870","3243","10410","14729","8514","8514"
"2275","wielkopolskie","pilski","Szydłowo (w)","5059","13.36","9341","5206","5059","441","1314","1843","932","932"
"2276","wielkopolskie","pilski","Ujście (m-w)","4901","13.42","7946","5027","4901","382","1247","1561","891","891"
"2277","wielkopolskie","pilski","Wyrzysk (m-w)","8001","15.81","13835","8173","8001","608","2074","2572","1481","1481"
"2278","wielkopolskie","pilski","Wysoka (m-w)","3583","17.04","6521","3646","3583","296","952","1105","709","709"
"2279","wielkopolskie","pleszewski","Chocz (m-w)","2532","15.74","4741","2568","2532","131","658","874","427","427"
"2280","wielkopolskie","pleszewski","Czermin (w)","2603","14.49","4935","2635","2603","189","668","852","451","451"
"2281","wielkopolskie","pleszewski","Dobrzyca (m-w)","4705","14.07","8093","4775","4705","377","1172","1541","796","796"
"2282","wielkopolskie","pleszewski","Gizałki (w)","2415","16.1","4591","2468","2415","151","679","843","428","428"
"2283","wielkopolskie","pleszewski","Gołuchów (w)","6143","13.91","10807","6246","6143","385","1665","2129","953","953"
"2284","wielkopolskie","pleszewski","Pleszew (m-w)","17840","12.72","29596","18119","17840","1179","4196","5813","3150","3150"
"2285","wielkopolskie","Poznań","Poznań (m)","403089","13.98","532048","412188","403089","26428","124749","114967","55613","55613"
"2286","wielkopolskie","poznański","Buk (m-w)","8539","16.33","12673","8851","8539","635","2515","2885","1271","1271"
"2287","wielkopolskie","poznański","Czerwonak (w)","19291","14.2","27780","19708","19291","1754","4837","6610","3319","3319"
"2288","wielkopolskie","poznański","Dopiewo (w)","20453","14.64","29328","20901","20453","2089","5923","7567","2206","2206"
"2289","wielkopolskie","poznański","Kleszczewo (w)","6108","14.63","9343","6326","6108","624","1896","2292","642","642"
"2290","wielkopolskie","poznański","Komorniki (w)","22661","18.3","31474","23237","22661","2184","7105","8599","2037","2037"
"2291","wielkopolskie","poznański","Kostrzyn (m-w)","12671","16.1","18764","12984","12671","1086","3618","4341","1928","1928"
"2292","wielkopolskie","poznański","Kórnik (m-w)","20492","14.04","30909","20889","20492","1830","6203","7455","2312","2312"
"2293","wielkopolskie","poznański","Luboń (m)","22870","14.27","32015","23377","22870","2107","6011","7947","2993","2993"
"2294","wielkopolskie","poznański","Mosina (m-w)","22505","14.13","33767","22906","22505","1848","6138","7662","3240","3240"
"2295","wielkopolskie","poznański","Murowana Goślina (m-w)","11200","14.68","16942","11460","11200","885","3094","3699","2087","2087"
"2296","wielkopolskie","poznański","Pobiedziska (m-w)","13713","16.81","19943","14112","13713","1228","3777","4706","2074","2074"
"2297","wielkopolskie","poznański","Puszczykowo (m)","6793","11.98","9575","6932","6793","469","1577","2146","1207","1207"
"2298","wielkopolskie","poznański","Rokietnica (w)","13347","14.18","19326","13683","13347","1334","3925","4852","1533","1533"
"2299","wielkopolskie","poznański","Stęszew (m-w)","10756","16.78","15125","11026","10756","870","3013","3576","1711","1711"
"2300","wielkopolskie","poznański","Suchy Las (w)","13210","12.73","18512","13568","13210","1328","3386","4810","1724","1724"
"2301","wielkopolskie","poznański","Swarzędz (m-w)","36815","14.9","52206","37688","36815","3178","10681","12752","4943","4943"
"2302","wielkopolskie","poznański","Tarnowo Podgórne (w)","20771","15.39","28908","21284","20771","1884","5959","7220","2764","2764"
"2303","wielkopolskie","rawicki","Bojanowo (m-w)","5178","17.01","8710","5262","5178","369","1345","1630","849","849"
"2304","wielkopolskie","rawicki","Jutrosin (m-w)","3694","15.29","7044","3739","3694","285","965","1207","593","593"
"2305","wielkopolskie","rawicki","Miejska Górka (m-w)","5681","17.46","9233","5753","5681","462","1393","1865","984","984"
"2306","wielkopolskie","rawicki","Pakosław (w)","2769","17.58","4902","2817","2769","233","792","841","473","473"
"2307","wielkopolskie","rawicki","Rawicz (m-w)","19001","13.99","30299","19287","19001","1427","4601","6304","3150","3150"
"2308","wielkopolskie","słupecki","Lądek (w)","3391","15.3","5750","3456","3391","207","942","1039","615","615"
"2309","wielkopolskie","słupecki","Orchowo (w)","2175","15.53","3800","2241","2175","145","526","731","406","406"
"2310","wielkopolskie","słupecki","Ostrowite (w)","3169","15.06","5054","3215","3169","220","910","995","524","524"
"2311","wielkopolskie","słupecki","Powidz (w)","1385","13.36","2320","1405","1385","77","361","447","243","243"
"2312","wielkopolskie","słupecki","Słupca (m)","9057","14.7","13564","9207","9057","631","2074","2713","1728","1728"
"2313","wielkopolskie","słupecki","Słupca (w)","5435","17.53","9313","5534","5435","389","1548","1887","835","835"
"2314","wielkopolskie","słupecki","Strzałkowo (w)","6104","15.27","10280","6211","6104","432","1646","2056","1015","1015"
"2315","wielkopolskie","słupecki","Zagórów (m-w)","5210","16.23","8878","5296","5210","436","1416","1687","860","860"
"2316","wielkopolskie","szamotulski","Duszniki (w)","5677","17.07","9179","5803","5677","484","1544","1911","913","913"
"2317","wielkopolskie","szamotulski","Kaźmierz (w)","5846","14.82","8840","5975","5846","507","1682","1986","866","866"
"2318","wielkopolskie","szamotulski","Obrzycko (m)","1742","19.37","2385","1785","1742","138","477","616","254","254"
"2319","wielkopolskie","szamotulski","Obrzycko (w)","2588","15.03","4498","2642","2588","200","731","845","429","429"
"2320","wielkopolskie","szamotulski","Ostroróg (m-w)","3250","15.17","4931","3302","3250","246","894","1041","557","557"
"2321","wielkopolskie","szamotulski","Pniewy (m-w)","7657","14.96","12643","7783","7657","537","2200","2537","1269","1269"
"2322","wielkopolskie","szamotulski","Szamotuły (m-w)","20664","15","30188","21000","20664","1703","5423","6709","3269","3269"
"2323","wielkopolskie","szamotulski","Wronki (m-w)","15166","18.88","19081","15510","15166","1153","4701","4783","2206","2206"
"2324","wielkopolskie","średzki","Dominowo (w)","1891","13.14","3180","1930","1891","150","541","620","324","324"
"2325","wielkopolskie","średzki","Krzykosy (w)","4188","16.67","7163","4261","4188","309","1116","1413","702","702"
"2326","wielkopolskie","średzki","Nowe Miasto nad Wartą (w)","5207","16.25","8984","5321","5207","357","1460","1734","904","904"
"2327","wielkopolskie","średzki","Środa Wielkopolska (m-w)","21949","15.29","32874","22338","21949","1543","6141","7047","3600","3600"
"2328","wielkopolskie","średzki","Zaniemyśl (w)","4311","14.38","6948","4375","4311","345","1131","1451","682","682"
"2329","wielkopolskie","śremski","Brodnica (w)","2925","15.87","4902","2972","2925","228","848","948","495","495"
"2330","wielkopolskie","śremski","Dolsk (m-w)","3215","15.52","5908","3269","3215","215","848","1090","550","550"
"2331","wielkopolskie","śremski","Książ Wielkopolski (m-w)","4472","16.08","8471","4537","4472","328","1186","1478","830","830"
"2332","wielkopolskie","śremski","Śrem (m-w)","25414","13.63","42211","25819","25414","1859","6447","8309","4274","4274"
"2333","wielkopolskie","turecki","Brudzew (w)","3168","16.92","5958","3228","3168","190","864","1094","508","508"
"2334","wielkopolskie","turecki","Dobra (m-w)","3086","12.07","6067","3145","3086","175","731","1040","614","614"
"2335","wielkopolskie","turecki","Kawęczyn (w)","2485","12.8","5187","2534","2485","139","616","845","462","462"
"2336","wielkopolskie","turecki","Malanów (w)","3097","16.13","6547","3141","3097","170","875","1108","479","479"
"2337","wielkopolskie","turecki","Przykona (w)","2319","16.73","4633","2363","2319","126","644","833","332","332"
"2338","wielkopolskie","turecki","Tuliszków (m-w)","5691","15.75","10526","5842","5691","328","1543","1952","1057","1057"
"2339","wielkopolskie","turecki","Turek (m)","16451","13.43","26441","16809","16451","818","3714","5152","3329","3329"
"2340","wielkopolskie","turecki","Turek (w)","4921","13.96","10152","5032","4921","286","1378","1929","754","754"
"2341","wielkopolskie","turecki","Władysławów (w)","4580","16.86","8088","4663","4580","321","1350","1560","721","721"
"2342","wielkopolskie","wągrowiecki","Damasławek (w)","2834","14.14","5304","2939","2834","203","770","852","580","580"
"2343","wielkopolskie","wągrowiecki","Gołańcz (m-w)","4816","17.97","8185","4934","4816","439","1322","1450","855","855"
"2344","wielkopolskie","wągrowiecki","Mieścisko (w)","3398","15.99","5909","3485","3398","261","963","1128","580","580"
"2345","wielkopolskie","wągrowiecki","Skoki (m-w)","5435","14.67","9822","5661","5435","434","1596","1754","1015","1015"
"2346","wielkopolskie","wągrowiecki","Wapno (w)","1648","12.35","2931","1690","1648","106","444","502","331","331"
"2347","wielkopolskie","wągrowiecki","Wągrowiec (m)","16133","14.62","25607","16551","16133","1209","4112","5330","2799","2799"
"2348","wielkopolskie","wągrowiecki","Wągrowiec (w)","6796","15.43","12338","6983","6796","551","1950","2239","1135","1135"
