county,Kod,population,WOJ.x,Feminization_index,w.wieku.przedprodukcyjnym.2021....,Working_age_population_share,w.wieku.poprodukcyjnym.2021....,Doctors_and_staff_per_10_thousand_people_in_2020,Population_per_1_square_km_in_2021,zaszczepieni_pelna_dawka,liczba_ludnosci,Fully_vaccinated_population,ludność,WOJ.y,Frekwencja,X..głosów.nieważnych,W.tym.z.powodu.postawienia.znaku..X..obok.nazwiska.dwóch.lub.większej.liczby.kandydatów.z.różnych.list,W.tym.z.powodu.niepostawienia.znaku..X..obok.nazwiska.żadnego.kandydata,W.tym.z.powodu.postawienia.znaku..X..wyłącznie.obok.nazwiska.kandydata.na.liście.której.rejestracja.została.unieważniona,X..głosów.ważnych,KOALICYJNY.KOMITET.WYBORCZY.KOALICJA.OBYWATELSKA.PO..N.IPL.ZIELONI...ZPOW.601.6.19,KOMITET.WYBORCZY.AKCJA.ZAWIEDZIONYCH.EMERYTÓW.RENCISTÓW...ZPOW.601.21.19,KOMITET.WYBORCZY.KONFEDERACJA.WOLNOŚĆ.I.NIEPODLEGŁOŚĆ...ZPOW.601.5.19,KOMITET.WYBORCZY.POLSKIE.STRONNICTWO.LUDOWE...ZPOW.601.19.19,KOMITET.WYBORCZY.PRAWICA...ZPOW.601.20.19,Votes_on_PiS_commission,KOMITET.WYBORCZY.SKUTECZNI.PIOTRA.LIROYA.MARCA...ZPOW.601.17.19,KOMITET.WYBORCZY.SOJUSZ.LEWICY.DEMOKRATYCZNEJ...ZPOW.601.1.19,KOMITET.WYBORCZY.WYBORCÓW.KOALICJA.BEZPARTYJNI.I.SAMORZĄDOWCY...ZPOW.601.10.19,KOMITET.WYBORCZY.WYBORCÓW.MNIEJSZOŚĆ.NIEMIECKA...ZPOW.601.15.19,Higher_education_population_share_in_2011,średnie,zasadnicze_zawodowe,podstawowe,Health_exp,Health_expenditure_per_1_person
wałecki,3217000,52428,32,105,17.3,60,22.7,33.4,37,30271,52707,57.43,52428,32,54.43,1.58,72.78,27.22,0,98.42,34.67,0,6.2,9.7,0,35.86,0,13.57,0,0,0.12637842308399191,0.3423543466274582,0.24198217239478037,0.2892850578937695,1810233.82,34.52799687190051
warszawski zachodni,1432000,120932,14,108,21,58.3,20.8,43.1,228,83126,120144,69.19,120932,14,72.03,0.84,54.43,45.57,0,99.16,32.62,0,6.64,7,0,38.59,0,13.27,1.88,0,0.25031172069825436,0.37257550568024383,0.17022259166897571,0.2068901819525261,7439891.91,61.521283944696194
wąbrzeski,417000,33837,4,103,18.2,60.6,21.3,31.1,67,19302,34040,56.7,33837,4,50.68,1.59,74.77,25.23,0,98.41,30.91,0,6.62,10.53,0,39.94,0,10.28,1.72,0,0.09168966574670347,0.27748815973286994,0.2731949981260009,0.3576271763944257,1550677.55,45.82786742323492
wągrowiecki,3028000,69970,30,102,20.3,60.1,19.5,20.4,67,41060,70096,58.58,69970,30,57.37,1.74,75.75,24.25,0,98.26,24.73,0,7.19,17.86,0,36.66,0,13.57,0,0,0.10728245402309203,0.2951888610695823,0.33139398742727455,0.26613469748005114,19374155.64,276.8923201372017
wejherowski,2215000,220054,22,102,22.9,59.8,17.3,34,172,123532,219457,56.29,220054,22,64.37,1.12,59.65,40.35,0,98.88,36.23,0,8.33,7.54,0,36.63,0,11.28,0,0,0.1596666795461278,0.3172211274680267,0.2752405239364785,0.24787166904936697,4068746.4,18.489763421705582
węgorzewski,2819000,22376,28,101,16.3,59.8,24,23.6,32,13101,22444,58.37,22376,28,50.04,1.33,60.5,39.5,0,98.67,23.22,0,5.69,18.53,0,39.59,0.59,12.39,0,0,0.12169919632606199,0.3086217265321743,0.2366191022907441,0.3330599748510196,868586.96,38.81779406506971
węgrowski,1433000,65129,14,100,19.1,58.7,22.2,17.6,53,33645,65410,51.44,65129,14,60.08,1.66,53.23,46.77,0,98.34,13.55,0.32,6.28,10.81,0,62.93,0,5.15,0.96,0,0.10749174096834926,0.29528258321196404,0.26182018400767293,0.3354054918120138,1855599.23,28.491136513688218
wielicki,1219000,131478,12,105,21.6,60.4,18.1,26.6,322,77226,130651,59.11,131478,12,65.2,0.93,56.59,43.41,0,99.07,22.77,0,8.26,12.95,0,48.41,0,7.6,0,0,0.16639274209453686,0.32137926500558806,0.296079591523678,0.21614840137619706,3370665.14,25.63672355831394
wieluński,1017000,75464,10,104,17.6,59.3,23,31.8,81,42498,75736,56.11,75464,10,60.05,1.26,63.99,36.01,0,98.74,14.46,0,5.33,14.74,0,55.19,0,9.49,0.79,0,0.12606444368196137,0.2989020243925263,0.2978102872828223,0.27722324464269005,1839398.92,24.374521891232906
wieruszowski,1018000,41816,10,102,18.5,60.4,21.1,14.8,72,22703,41984,54.08,41816,10,57.93,1.54,65.45,34.55,0,98.46,14.37,0,6.91,13.22,0,54.1,0,10.24,1.16,0,0.1095475337237421,0.2784138915595956,0.31593974885645193,0.29609882586021036,827262.38,19.7833934379185
włocławski,418000,85420,4,102,17.2,61.6,21.2,14.2,58,47566,85646,55.54,85420,4,50.29,2.1,63.1,36.9,0,97.9,16.33,0,5.25,11.44,0,51.12,0,14.51,1.34,0,0.09130784214899675,0.25576548473661986,0.25812207979730556,0.39480459331707785,16452985.49,192.61280133458206
włodawski,619000,37751,6,103,17.2,59.4,23.4,52.9,30,19777,37989,52.06,37751,6,53.13,1.56,66.41,33.59,0,98.44,14.4,0,5.41,18.02,0,52.84,0,8.45,0.87,0,0.14098177067131215,0.3295899956448703,0.19937161699744912,0.33005661668636843,3694893.63,97.87538422823236
włoszczowski,2613000,44525,26,100,17.1,59.7,23.3,28.8,49,25004,44743,55.88,44525,26,57.56,1.2,66.02,33.98,0,98.8,6.3,0,5.41,16.55,0,63.74,0.81,6.68,0.51,0,0.12271831570213648,0.2883997096038166,0.25028521053723296,0.33859676415681395,5326266.63,119.62418034811903
wodzisławski,2415000,155955,24,106,18.3,59.6,22.1,31.2,542,81668,156579,52.16,155955,24,60.66,0.96,54.61,45.39,0,99.04,23.99,0,7.04,5.86,0,51.87,0,9.67,1.57,0,0.13033130536204016,0.29949090565205055,0.34433218800239573,0.22584560098351353,5702325.82,36.56391792504248
wolsztyński,3029000,57429,30,104,21.4,59.2,19.4,29.1,84,33867,57431,58.97,57429,30,60.76,2.11,73.23,26.77,0,97.89,31.89,0,6.98,12.68,0,37.31,0,11.14,0,0,0.11203301091489928,0.27577868488774515,0.36518324607329844,0.24700505812405715,1492074.84,25.98120879694928
wołomiński,1434000,253856,14,108,23,59.7,17.3,36.3,268,149066,252408,59.06,253856,14,68.09,0.93,55.63,44.37,0,99.07,22.58,0,7.71,7.44,0,48.66,0,11.05,2.56,0,0.2019255908062701,0.3584736225887488,0.2086606117786139,0.23094017482636717,29373298.88,115.70850750031514
wołowski,222000,46455,2,105,17.1,59.9,23,44.6,69,24719,46623,53.02,46455,2,55.43,1.5,59.25,40.75,0,98.5,25.04,0,6.43,6.79,0,45.68,0,12.87,3.18,0,0.13724726829141687,0.3544602766747125,0.25352332009655065,0.25476913493731995,3001525.39,64.61146033796147
wrocławski,223000,158755,2,104,23.4,60.3,16.2,26,144,100571,156322,64.34,158755,2,68.43,0.87,57.78,42.22,0,99.13,32.72,0,7.34,7.43,0,35.34,0,12.89,4.28,0,0.2212321174048461,0.322398775273188,0.22392440479332734,0.23244470252863855,10441072.6,65.76846461528771
wrzesiński,3030000,77919,30,105,20.1,59.6,20.3,32.7,111,48462,78037,62.1,77919,30,61.26,1.18,69.84,30.16,0,98.82,27.25,0.7,6.98,8.61,0,41.28,0,15.18,0,0,0.13513908273556427,0.29984744717452694,0.31172709273264304,0.2532863773572657,5304909.92,68.08236656014579
wschowski,812000,38426,8,103,18.9,59.8,21.3,28.5,61,20280,38613,52.52,38426,8,53.02,1.71,72.26,27.74,0,98.29,21.08,0,6.5,11.78,0,48.17,0,12.47,0,0,0.1134431803321564,0.2900156924284033,0.33934876422126325,0.25719236301817705,1671773.62,43.506313954093585
wysokomazowiecki,2013000,56087,20,98,18.2,59.6,22.3,28.7,43,26277,56408,46.58,56087,20,58.55,1.08,58.82,41.18,0,98.92,6.59,0.22,5.53,10.66,0,72.57,0.23,3.62,0.59,0,0.115776,0.29917866666666665,0.21431466666666665,0.37073066666666665,9787543.78,174.50645925080676
wyszkowski,1435000,74107,14,102,20.8,60,19.2,27.9,84,39867,74210,53.72,74107,14,60.63,1.55,62.32,37.68,0,98.45,12.49,0.33,7.26,14.18,0,58.6,0,6.09,1.07,0,0.1388011018911291,0.2943502729377567,0.26185124469757143,0.3049973804735428,3117103.48,42.06220033195245
zambrowski,2014000,43028,20,102,17.8,60.6,21.6,68.3,58,20018,43191,46.35,43028,20,54.5,1.09,55.71,44.29,0,98.91,9.61,0.23,5.59,16.47,0,62.48,0.45,4.71,0.47,0,0.1311198148477835,0.29817221529879534,0.2305501157201353,0.34015785413328586,4517086.27,104.98015873384772
zamojski,620000,104775,6,103,16.4,61.1,22.4,12.8,56,49052,105354,46.56,104775,6,53.6,1.44,69.44,30.56,0,98.56,8.1,0,5.26,12.61,0,66.97,0,5.26,1.8,0,0.11101843920472476,0.2860105495694513,0.25259230873269917,0.35037870249312475,1868347.4,17.831996182295395
zawierciański,2416000,115955,24,107,15.8,58,26.2,28.8,115,69072,116672,59.2,115955,24,60.96,1.06,65.97,34.03,0,98.94,24.16,0,7.9,7.01,0,46.26,0,14.67,0,0,0.1640349694787314,0.36086345342858794,0.23454198840769483,0.24055958868498584,3540030.31,30.52934595317149
ząbkowicki,224000,63629,2,105,15.4,59.9,24.7,20.9,79,33534,64080,52.33,63629,2,52.63,1.64,75.61,24.39,0,98.36,24.79,0,4.48,12.74,0,46.74,0,9.39,1.87,0,0.11255586412373789,0.3607489011090063,0.25990841042429147,0.26678682434296436,2004344.87,31.500493014191644
zduńskowolski,1019000,65796,10,107,17.7,59.1,23.2,28.8,178,35615,66064,53.91,65796,10,61.72,1.25,66.92,33.08,0,98.75,19.37,0,6.24,15.74,0,47.59,0,10.16,0.9,0,0.13990326698671268,0.3689699192692882,0.22124530269521908,0.26988151104878005,2690953.43,40.89843501124689
zgierski,1020000,165444,10,111,17.6,58.2,24.2,71,193,102155,165850,61.59,165444,10,64.94,1.01,62.73,37.27,0,98.99,30.3,0,5.77,6.61,0,40.81,0,13.83,2.68,0,0.1598417017790262,0.36069171348314605,0.2066069756554307,0.272859609082397,3870272.78,23.393249558763085
zgorzelecki,225000,87887,2,106,15.7,60.1,24.2,26.4,104,47278,88386,53.49,87887,2,54.69,1.52,69.58,30.42,0,98.48,23.6,0,5.9,10.41,0,41.4,0,15.87,2.82,0,0.1228773460911624,0.33867830292834233,0.2615793070816466,0.27686504389884864,1922953.73,21.87984263884306
zielonogórski,809000,75497,8,103,18.6,60.5,21,32.6,56,45461,75673,60.08,75497,8,56.96,1.76,67.29,32.71,0,98.24,30.57,0,7.65,11.55,0,33.4,0,16.82,0,0,0.1498454853379755,0.31727460426703374,0.28795055530815217,0.24492935508683858,5132560.71,67.98363789289641
złotoryjski,226000,42766,2,104,16.4,60,23.5,28.3,74,24011,43038,55.79,42766,2,54.14,1.75,68.81,31.19,0,98.25,22.84,0,4.55,8.25,0,44.9,0,17.92,1.55,0,0.12050837352988998,0.31529456398027206,0.2859736599642296,0.27822340252560834,2969126.62,69.4272697937614
złotowski,3031000,68985,30,102,19,61,20.1,15,41,37187,69161,53.77,68985,30,53.72,2.04,71.09,28.91,0,97.96,28.32,0,6.67,13.41,0,37.9,0,13.71,0,0,0.10421715037099652,0.29798065182680566,0.2683197144735606,0.32948248332863717,2425072.9,35.15362615061245
zwoleński,1436000,35724,14,101,18.4,60.3,21.2,29.8,62,16331,35875,45.52,35724,14,55.14,1.36,56.62,43.38,0,98.64,8.62,0,5.63,14.96,0,64.25,0.61,5.34,0.6,0,0.11115142319997362,0.272271512912695,0.2467099838385171,0.3698670800488143,4043199.85,113.17881116336356
żagański,810000,77737,8,105,17.1,60,23,18.4,68,44533,78148,56.99,77737,8,52.66,1.56,70.38,29.62,0,98.44,25.82,0,7.51,11.82,0,39.83,0,15.02,0,0,0.11133980349148162,0.33080436284967396,0.2781166431297136,0.2797391905291307,3541334.15,45.555323076527266
żarski,811000,94883,8,106,17.4,60.2,22.5,34.4,68,56696,95423,59.42,94883,8,53.24,1.54,67.27,32.73,0,98.46,28.81,0,8.47,12.76,0,35.32,0,14.64,0,0,0.12057276816828233,0.3371222201102452,0.28027624659443706,0.26202876512703543,4672138.71,49.241051716324314
żniński,419000,69663,4,103,18.5,59.7,21.8,33.8,71,39917,69886,57.12,69663,4,55.47,2.18,71.43,28.57,0,97.82,29.12,0,5.72,11.84,0,41.89,0,10.06,1.38,0,0.10210888020482414,0.28759601131922924,0.3220084894219108,0.28828661905403585,3360571,48.24040021245137
żuromiński,1437000,37908,14,102,18,60.4,21.6,20.7,47,21413,38202,56.05,37908,14,53.78,1.79,63,37,0,98.21,10.62,0,3.87,19.11,0,57.3,0,8.09,1.01,0,0.10237241129834504,0.2689536671389383,0.2400144695987701,0.3886594519639466,2671717.74,70.47899493510606
żyrardowski,1438000,75068,14,109,19.2,58,22.8,29.5,141,42910,75370,56.93,75068,14,62.72,1.25,62.94,37.06,0,98.75,23.37,0,6.28,10.22,0,46.98,0,10.74,2.41,0,0.16240384919755627,0.3558608464436074,0.22001519420088,0.2617201101579564,2834414.91,37.75796491181329
żywiecki,2417000,151731,24,105,18.7,60.6,20.7,25.7,146,81528,152199,53.57,151731,24,62.22,1.14,55.52,44.48,0,98.86,20.67,0,6.62,6.68,0,58.13,0,7.9,0,0,0.13875629266385364,0.326664603053062,0.28815105651586,0.24642804776722438,7534373.62,49.65612577522062
