wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;9269;1110;10379;2.42;0.29;2.71;119;33;86;12024;8222;63178;67566;11208;55577;781;t0000;2022-03-18
dolnoœl¹skie;boles³awiecki;11;1;12;1.22;0.11;1.33;0;0;0;23;12;165;142;14;128;0;t0201;2022-03-18
dolnoœl¹skie;dzier¿oniowski;7;3;10;0.70;0.30;0.99;0;0;0;16;4;85;126;10;116;0;t0202;2022-03-18
dolnoœl¹skie;g³ogowski;20;3;23;2.25;0.34;2.59;0;0;0;21;19;129;149;25;124;0;t0203;2022-03-18
dolnoœl¹skie;górowski;12;0;12;3.46;0;3.46;0;0;0;18;10;65;51;12;38;1;t0204;2022-03-18
dolnoœl¹skie;jaworski;2;0;2;0.40;0;0.40;0;0;0;11;16;82;32;2;30;0;t0205;2022-03-18
dolnoœl¹skie;jeleniogórski;9;1;10;1.42;0.16;1.58;1;0;1;7;3;54;96;10;85;1;t0206;2022-03-18
dolnoœl¹skie;kamiennogórski;10;1;11;2.32;0.23;2.55;0;0;0;16;1;23;60;11;49;0;t0207;2022-03-18
dolnoœl¹skie;k³odzki;15;3;18;0.95;0.19;1.15;0;0;0;31;20;169;224;21;203;0;t0208;2022-03-18
dolnoœl¹skie;legnicki;7;1;8;1.27;0.18;1.45;0;0;0;6;13;82;59;9;50;0;t0209;2022-03-18
dolnoœl¹skie;lubañski;7;1;8;1.29;0.18;1.48;0;0;0;21;8;72;73;9;63;1;t0210;2022-03-18
dolnoœl¹skie;lubiñski;34;0;34;3.20;0;3.20;0;0;0;37;27;173;183;35;143;5;t0211;2022-03-18
dolnoœl¹skie;lwówecki;7;1;8;1.53;0.22;1.75;0;0;0;20;8;70;64;8;54;2;t0212;2022-03-18
dolnoœl¹skie;milicki;7;0;7;1.90;0;1.90;0;0;0;13;2;54;47;8;39;0;t0213;2022-03-18
dolnoœl¹skie;oleœnicki;14;1;15;1.30;0.09;1.40;1;1;0;20;12;134;127;17;110;0;t0214;2022-03-18
dolnoœl¹skie;o³awski;12;1;13;1.56;0.13;1.69;0;0;0;14;17;119;112;15;95;2;t0215;2022-03-18
dolnoœl¹skie;polkowicki;17;2;19;2.69;0.32;3.01;0;0;0;27;19;142;119;19;97;3;t0216;2022-03-18
dolnoœl¹skie;strzeliñski;3;1;4;0.69;0.23;0.92;1;1;0;10;2;62;54;6;48;0;t0217;2022-03-18
dolnoœl¹skie;œredzki;12;1;13;2.17;0.18;2.35;0;0;0;18;15;107;76;15;59;2;t0218;2022-03-18
dolnoœl¹skie;œwidnicki;23;4;27;1.47;0.26;1.72;1;0;1;18;28;155;208;28;178;2;t0219;2022-03-18
dolnoœl¹skie;trzebnicki;22;3;25;2.58;0.35;2.93;0;0;0;11;9;112;139;26;112;1;t0220;2022-03-18
dolnoœl¹skie;wa³brzyski;7;1;8;1.26;0.18;1.44;0;0;0;20;2;55;80;8;72;0;t0221;2022-03-18
dolnoœl¹skie;wo³owski;11;1;12;2.35;0.21;2.57;0;0;0;6;3;111;72;12;60;0;t0222;2022-03-18
dolnoœl¹skie;wroc³awski;42;7;49;2.73;0.45;3.18;1;0;1;73;48;374;306;53;247;6;t0223;2022-03-18
dolnoœl¹skie;z¹bkowicki;3;0;3;0.47;0;0.47;0;0;0;17;6;62;81;4;76;1;t0224;2022-03-18
dolnoœl¹skie;zgorzelecki;24;2;26;2.70;0.23;2.93;0;0;0;12;27;209;129;27;99;3;t0225;2022-03-18
dolnoœl¹skie;z³otoryjski;9;1;10;2.08;0.23;2.31;0;0;0;17;6;88;56;11;45;0;t0226;2022-03-18
dolnoœl¹skie;Jelenia Góra;20;3;23;2.54;0.38;2.92;1;0;1;29;4;102;157;26;130;1;t0261;2022-03-18
dolnoœl¹skie;Legnica;27;3;30;2.73;0.30;3.03;1;1;0;26;27;225;144;31;113;0;t0262;2022-03-18
dolnoœl¹skie;Wroc³aw;292;37;329;4.54;0.57;5.11;0;0;0;244;234;1470;1539;359;1163;17;t0264;2022-03-18
dolnoœl¹skie;Wa³brzych;16;4;20;1.45;0.36;1.81;0;0;0;24;19;129;180;24;155;1;t0265;2022-03-18
kujawsko-pomorskie;aleksandrowski;11;3;14;2.00;0.55;2.55;0;0;0;13;24;82;75;14;61;0;t0401;2022-03-18
kujawsko-pomorskie;brodnicki;17;1;18;2.15;0.13;2.27;0;0;0;33;13;99;103;19;83;1;t0402;2022-03-18
kujawsko-pomorskie;bydgoski;31;4;35;2.60;0.33;2.93;0;0;0;41;65;210;225;40;181;4;t0403;2022-03-18
kujawsko-pomorskie;che³miñski;10;0;10;1.93;0;1.93;0;0;0;26;5;116;79;11;67;1;t0404;2022-03-18
