wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;1140;100;1240;0.30;0.03;0.32;22;11;11;1810;68;0;14674;1396;13233;45;t0000;2022-04-22
dolnoœl¹skie;boles³awiecki;3;0;3;0.33;0;0.33;0;0;0;2;0;0;15;3;12;0;t0201;2022-04-22
dolnoœl¹skie;dzier¿oniowski;1;0;1;0.10;0;0.10;0;0;0;2;0;0;19;2;17;0;t0202;2022-04-22
dolnoœl¹skie;g³ogowski;2;0;2;0.23;0;0.23;0;0;0;1;0;0;13;2;11;0;t0203;2022-04-22
dolnoœl¹skie;górowski;0;0;0;0;0;0;0;0;0;2;0;0;4;0;4;0;t0204;2022-04-22
dolnoœl¹skie;jaworski;0;0;0;0;0;0;1;1;0;0;0;0;4;0;4;0;t0205;2022-04-22
dolnoœl¹skie;jeleniogórski;3;0;3;0.47;0;0.47;1;0;1;2;0;0;15;4;11;0;t0206;2022-04-22
dolnoœl¹skie;kamiennogórski;2;0;2;0.46;0;0.46;0;0;0;1;0;0;5;2;3;0;t0207;2022-04-22
dolnoœl¹skie;k³odzki;2;0;2;0.13;0;0.13;0;0;0;5;0;0;26;2;24;0;t0208;2022-04-22
dolnoœl¹skie;legnicki;1;0;1;0.18;0;0.18;0;0;0;0;0;0;7;1;6;0;t0209;2022-04-22
dolnoœl¹skie;lubañski;1;0;1;0.18;0;0.18;0;0;0;2;0;0;4;1;3;0;t0210;2022-04-22
