wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;2159;209;2368;0.56;0.05;0.62;1;0;1;216;10588;34333;31122;2666;28178;278;t0000;2022-03-27
dolnoœl¹skie;boles³awiecki;2;0;2;0.22;0;0.22;0;0;0;0;29;51;39;3;36;0;t0201;2022-03-27
dolnoœl¹skie;dzier¿oniowski;4;0;4;0.40;0;0.40;0;0;0;0;9;50;25;5;20;0;t0202;2022-03-27
dolnoœl¹skie;g³ogowski;7;0;7;0.79;0;0.79;0;0;0;0;14;70;85;7;78;0;t0203;2022-03-27
dolnoœl¹skie;górowski;1;0;1;0.29;0;0.29;0;0;0;0;12;33;24;1;23;0;t0204;2022-03-27
dolnoœl¹skie;jaworski;3;0;3;0.60;0;0.60;0;0;0;0;5;15;20;3;17;0;t0205;2022-03-27
dolnoœl¹skie;jeleniogórski;2;0;2;0.32;0;0.32;0;0;0;1;11;32;47;2;45;0;t0206;2022-03-27
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;0;0;0;0;0;17;3;0;3;0;t0207;2022-03-27
dolnoœl¹skie;k³odzki;4;0;4;0.25;0;0.25;0;0;0;0;33;74;101;4;97;0;t0208;2022-03-27
dolnoœl¹skie;legnicki;2;0;2;0.36;0;0.36;0;0;0;0;13;50;20;2;18;0;t0209;2022-03-27
dolnoœl¹skie;lubañski;2;0;2;0.37;0;0.37;0;0;0;3;13;50;40;4;35;1;t0210;2022-03-27
dolnoœl¹skie;lubiñski;2;0;2;0.19;0;0.19;0;0;0;1;10;90;53;2;49;2;t0211;2022-03-27
dolnoœl¹skie;lwówecki;1;0;1;0.22;0;0.22;0;0;0;0;12;34;37;1;35;1;t0212;2022-03-27
dolnoœl¹skie;milicki;0;0;0;0;0;0;0;0;0;0;10;23;25;0;24;1;t0213;2022-03-27
dolnoœl¹skie;oleœnicki;7;0;7;0.65;0;0.65;0;0;0;0;26;67;72;8;63;1;t0214;2022-03-27
dolnoœl¹skie;o³awski;4;0;4;0.52;0;0.52;0;0;0;0;20;67;64;4;60;0;t0215;2022-03-27
dolnoœl¹skie;polkowicki;2;0;2;0.32;0;0.32;0;0;0;0;10;45;32;2;30;0;t0216;2022-03-27
dolnoœl¹skie;strzeliñski;0;0;0;0;0;0;0;0;0;2;14;34;22;1;21;0;t0217;2022-03-27
dolnoœl¹skie;œredzki;2;0;2;0.36;0;0.36;0;0;0;0;10;56;24;2;22;0;t0218;2022-03-27
dolnoœl¹skie;œwidnicki;5;0;5;0.32;0;0.32;0;0;0;0;17;114;55;5;50;0;t0219;2022-03-27
dolnoœl¹skie;trzebnicki;4;0;4;0.47;0;0.47;0;0;0;0;25;70;56;4;52;0;t0220;2022-03-27
dolnoœl¹skie;wa³brzyski;1;1;2;0.18;0.18;0.36;0;0;0;0;15;31;28;3;25;0;t0221;2022-03-27
dolnoœl¹skie;wo³owski;6;0;6;1.28;0;1.28;0;0;0;0;18;53;32;6;25;1;t0222;2022-03-27
dolnoœl¹skie;wroc³awski;12;1;13;0.78;0.06;0.84;0;0;0;0;82;220;127;15;111;1;t0223;2022-03-27
dolnoœl¹skie;z¹bkowicki;2;0;2;0.31;0;0.31;0;0;0;0;5;33;24;2;22;0;t0224;2022-03-27
dolnoœl¹skie;zgorzelecki;2;0;2;0.23;0;0.23;0;0;0;1;28;89;32;3;29;0;t0225;2022-03-27
dolnoœl¹skie;z³otoryjski;2;0;2;0.46;0;0.46;0;0;0;0;4;27;20;2;18;0;t0226;2022-03-27
dolnoœl¹skie;Jelenia Góra;7;2;9;0.89;0.25;1.14;0;0;0;5;13;47;75;9;66;0;t0261;2022-03-27
dolnoœl¹skie;Legnica;5;1;6;0.50;0.10;0.61;0;0;0;0;20;84;46;6;40;0;t0262;2022-03-27
dolnoœl¹skie;Wroc³aw;71;6;77;1.10;0.09;1.20;0;0;0;4;341;916;566;90;471;5;t0264;2022-03-27
dolnoœl¹skie;Wa³brzych;4;1;5;0.36;0.09;0.45;0;0;0;0;13;52;63;5;58;0;t0265;2022-03-27
kujawsko-pomorskie;aleksandrowski;2;0;2;0.36;0;0.36;0;0;0;1;20;34;23;2;21;0;t0401;2022-03-27
kujawsko-pomorskie;brodnicki;2;0;2;0.25;0;0.25;0;0;0;0;13;35;41;2;38;1;t0402;2022-03-27
kujawsko-pomorskie;bydgoski;6;0;6;0.50;0;0.50;0;0;0;3;58;105;107;7;99;1;t0403;2022-03-27
kujawsko-pomorskie;che³miñski;2;2;4;0.39;0.39;0.77;0;0;0;1;16;42;34;5;28;1;t0404;2022-03-27
kujawsko-pomorskie;golubsko-dobrzyñski;1;0;1;0.22;0;0.22;0;0;0;0;12;23;17;1;16;0;t0405;2022-03-27
kujawsko-pomorskie;grudzi¹dzki;2;1;3;0.50;0.25;0.75;0;0;0;0;21;54;27;3;23;1;t0406;2022-03-27
kujawsko-pomorskie;inowroc³awski;10;0;10;0.63;0;0.63;0;0;0;0;38;119;107;12;95;0;t0407;2022-03-27
kujawsko-pomorskie;lipnowski;0;0;0;0;0;0;0;0;0;0;6;41;20;1;19;0;t0408;2022-03-27
kujawsko-pomorskie;mogileñski;1;0;1;0.22;0;0.22;0;0;0;0;11;20;39;2;37;0;t0409;2022-03-27
kujawsko-pomorskie;nakielski;4;0;4;0.46;0;0.46;0;0;0;0;20;66;59;4;54;1;t0410;2022-03-27
kujawsko-pomorskie;radziejowski;1;1;2;0.25;0.25;0.50;0;0;0;0;6;25;18;2;16;0;t0411;2022-03-27
kujawsko-pomorskie;rypiñski;1;0;1;0.23;0;0.23;0;0;0;0;8;24;28;1;27;0;t0412;2022-03-27
kujawsko-pomorskie;sêpoleñski;0;0;0;0;0;0;0;0;0;0;8;22;15;0;15;0;t0413;2022-03-27
kujawsko-pomorskie;œwiecki;4;0;4;0.40;0;0.40;0;0;0;0;27;103;60;4;54;2;t0414;2022-03-27
kujawsko-pomorskie;toruñski;3;0;3;0.28;0;0.28;0;0;0;0;42;102;46;3;42;1;t0415;2022-03-27
kujawsko-pomorskie;tucholski;0;0;0;0;0;0;0;0;0;0;21;70;36;0;34;2;t0416;2022-03-27
kujawsko-pomorskie;w¹brzeski;0;1;1;0;0.29;0.29;0;0;0;0;18;34;21;1;20;0;t0417;2022-03-27
kujawsko-pomorskie;w³oc³awski;0;0;0;0;0;0;0;0;0;0;19;54;38;0;38;0;t0418;2022-03-27
kujawsko-pomorskie;¿niñski;2;0;2;0.29;0;0.29;0;0;0;0;8;44;53;2;51;0;t0419;2022-03-27
kujawsko-pomorskie;Bydgoszcz;27;4;31;0.78;0.12;0.89;0;0;0;4;157;305;328;33;293;2;t0461;2022-03-27
kujawsko-pomorskie;Grudzi¹dz;6;1;7;0.64;0.11;0.74;0;0;0;0;35;106;109;8;97;4;t0462;2022-03-27
kujawsko-pomorskie;Toruñ;17;2;19;0.85;0.10;0.94;0;0;0;2;116;210;122;22;99;1;t0463;2022-03-27
kujawsko-pomorskie;W³oc³awek;0;0;0;0;0;0;0;0;0;0;12;59;45;0;45;0;t0464;2022-03-27
