wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;390;44;434;0.10;0.01;0.11;21;12;9;800;32;0;10220;514;9683;23;t0000;2022-05-13
dolnoœl¹skie;boles³awiecki;1;1;2;0.11;0.11;0.22;0;0;0;2;0;0;15;2;13;0;t0201;2022-05-13
dolnoœl¹skie;dzier¿oniowski;1;0;1;0.10;0;0.10;0;0;0;3;0;0;20;1;19;0;t0202;2022-05-13
dolnoœl¹skie;g³ogowski;1;0;1;0.11;0;0.11;0;0;0;0;0;0;8;1;7;0;t0203;2022-05-13
dolnoœl¹skie;górowski;0;0;0;0;0;0;0;0;0;4;0;0;5;0;5;0;t0204;2022-05-13
dolnoœl¹skie;jaworski;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;t0205;2022-05-13
dolnoœl¹skie;jeleniogórski;0;0;0;0;0;0;0;0;0;1;0;0;7;0;7;0;t0206;2022-05-13
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t0207;2022-05-13
dolnoœl¹skie;k³odzki;1;0;1;0.06;0;0.06;0;0;0;1;0;0;20;1;19;0;t0208;2022-05-13
dolnoœl¹skie;legnicki;1;0;1;0.18;0;0.18;0;0;0;0;0;0;10;1;9;0;t0209;2022-05-13
dolnoœl¹skie;lubañski;1;0;1;0.18;0;0.18;0;0;0;1;0;0;5;1;4;0;t0210;2022-05-13
dolnoœl¹skie;lubiñski;2;1;3;0.19;0.09;0.28;0;0;0;3;0;0;16;3;13;0;t0211;2022-05-13
dolnoœl¹skie;lwówecki;1;0;1;0.22;0;0.22;0;0;0;1;0;0;8;1;7;0;t0212;2022-05-13
dolnoœl¹skie;milicki;0;0;0;0;0;0;0;0;0;2;0;0;2;1;1;0;t0213;2022-05-13
dolnoœl¹skie;oleœnicki;0;0;0;0;0;0;0;0;0;2;0;0;16;0;16;0;t0214;2022-05-13
dolnoœl¹skie;o³awski;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;t0215;2022-05-13
dolnoœl¹skie;polkowicki;0;0;0;0;0;0;0;0;0;0;0;0;11;0;11;0;t0216;2022-05-13
dolnoœl¹skie;strzeliñski;1;1;2;0.23;0.23;0.46;0;0;0;5;0;0;6;3;3;0;t0217;2022-05-13
dolnoœl¹skie;œredzki;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;t0218;2022-05-13
dolnoœl¹skie;œwidnicki;0;0;0;0;0;0;0;0;0;0;0;0;18;1;17;0;t0219;2022-05-13
dolnoœl¹skie;trzebnicki;1;0;1;0.12;0;0.12;0;0;0;0;0;0;23;1;22;0;t0220;2022-05-13
dolnoœl¹skie;wa³brzyski;1;0;1;0.18;0;0.18;0;0;0;6;0;0;15;1;14;0;t0221;2022-05-13
dolnoœl¹skie;wo³owski;0;0;0;0;0;0;0;0;0;1;0;0;6;0;6;0;t0222;2022-05-13
dolnoœl¹skie;wroc³awski;1;0;1;0.06;0;0.06;0;0;0;12;0;0;43;1;42;0;t0223;2022-05-13
dolnoœl¹skie;z¹bkowicki;0;0;0;0;0;0;0;0;0;1;0;0;5;0;5;0;t0224;2022-05-13
dolnoœl¹skie;zgorzelecki;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;t0225;2022-05-13
dolnoœl¹skie;z³otoryjski;0;2;2;0;0.46;0.46;0;0;0;1;0;0;6;2;4;0;t0226;2022-05-13
dolnoœl¹skie;Jelenia Góra;0;0;0;0;0;0;0;0;0;2;0;0;18;0;18;0;t0261;2022-05-13
dolnoœl¹skie;Legnica;1;0;1;0.10;0;0.10;0;0;0;0;2;0;12;1;11;0;t0262;2022-05-13
dolnoœl¹skie;Wroc³aw;10;1;11;0.16;0.02;0.17;0;0;0;20;0;0;183;13;170;0;t0264;2022-05-13
dolnoœl¹skie;Wa³brzych;2;0;2;0.18;0;0.18;0;0;0;2;1;0;17;2;15;0;t0265;2022-05-13
kujawsko-pomorskie;aleksandrowski;0;1;1;0;0.18;0.18;0;0;0;0;0;0;7;1;6;0;t0401;2022-05-13
kujawsko-pomorskie;brodnicki;0;0;0;0;0;0;0;0;0;0;0;0;13;0;13;0;t0402;2022-05-13
kujawsko-pomorskie;bydgoski;1;0;1;0.08;0;0.08;0;0;0;1;0;0;17;1;16;0;t0403;2022-05-13
kujawsko-pomorskie;che³miñski;0;0;0;0;0;0;0;0;0;3;0;0;8;0;8;0;t0404;2022-05-13
kujawsko-pomorskie;golubsko-dobrzyñski;1;0;1;0.22;0;0.22;0;0;0;0;0;0;4;1;3;0;t0405;2022-05-13
kujawsko-pomorskie;grudzi¹dzki;1;0;1;0.25;0;0.25;0;0;0;0;0;0;4;1;3;0;t0406;2022-05-13
kujawsko-pomorskie;inowroc³awski;3;1;4;0.19;0.06;0.25;0;0;0;2;0;0;29;6;23;0;t0407;2022-05-13
kujawsko-pomorskie;lipnowski;0;0;0;0;0;0;0;0;0;1;0;0;7;0;7;0;t0408;2022-05-13
kujawsko-pomorskie;mogileñski;0;0;0;0;0;0;0;0;0;0;0;0;15;0;14;1;t0409;2022-05-13
kujawsko-pomorskie;nakielski;0;0;0;0;0;0;0;0;0;0;1;0;7;0;7;0;t0410;2022-05-13
kujawsko-pomorskie;radziejowski;2;0;2;0.50;0;0.50;0;0;0;1;0;0;3;2;1;0;t0411;2022-05-13
kujawsko-pomorskie;rypiñski;0;0;0;0;0;0;0;0;0;1;0;0;7;0;7;0;t0412;2022-05-13
kujawsko-pomorskie;sêpoleñski;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t0413;2022-05-13
kujawsko-pomorskie;œwiecki;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;t0414;2022-05-13
kujawsko-pomorskie;toruñski;2;1;3;0.18;0.09;0.28;0;0;0;3;0;0;27;3;24;0;t0415;2022-05-13
kujawsko-pomorskie;tucholski;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t0416;2022-05-13
kujawsko-pomorskie;w¹brzeski;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t0417;2022-05-13
kujawsko-pomorskie;w³oc³awski;0;0;0;0;0;0;0;0;0;1;0;0;8;0;8;0;t0418;2022-05-13
kujawsko-pomorskie;¿niñski;0;0;0;0;0;0;0;0;0;1;0;0;17;0;17;0;t0419;2022-05-13
kujawsko-pomorskie;Bydgoszcz;0;1;1;0;0.03;0.03;0;0;0;7;1;0;55;2;53;0;t0461;2022-05-13
kujawsko-pomorskie;Grudzi¹dz;0;0;0;0;0;0;0;0;0;1;0;0;4;0;4;0;t0462;2022-05-13
kujawsko-pomorskie;Toruñ;0;0;0;0;0;0;0;0;0;1;0;0;33;1;32;0;t0463;2022-05-13
kujawsko-pomorskie;W³oc³awek;3;0;3;0.27;0;0.27;0;0;0;2;0;0;17;3;14;0;t0464;2022-05-13
lubelskie;bialski;0;0;0;0;0;0;0;0;0;3;0;0;20;0;20;0;t0601;2022-05-13
lubelskie;bi³gorajski;3;0;3;0.30;0;0.30;0;0;0;3;0;0;35;4;31;0;t0602;2022-05-13
lubelskie;che³mski;1;0;1;0.13;0;0.13;0;0;0;1;0;0;52;1;50;1;t0603;2022-05-13
lubelskie;hrubieszowski;1;0;1;0.16;0;0.16;0;0;0;1;0;0;14;1;13;0;t0604;2022-05-13
lubelskie;janowski;0;0;0;0;0;0;0;0;0;0;0;0;25;0;24;1;t0605;2022-05-13
lubelskie;krasnostawski;0;0;0;0;0;0;0;0;0;0;0;0;289;0;279;10;t0606;2022-05-13
lubelskie;kraœnicki;0;0;0;0;0;0;0;0;0;2;0;0;13;1;12;0;t0607;2022-05-13
lubelskie;lubartowski;2;0;2;0.23;0;0.23;0;0;0;3;0;0;24;2;22;0;t0608;2022-05-13
lubelskie;lubelski;0;0;0;0;0;0;0;0;0;7;0;0;61;0;61;0;t0609;2022-05-13
lubelskie;³êczyñski;0;0;0;0;0;0;0;0;0;0;0;0;19;0;19;0;t0610;2022-05-13
lubelskie;³ukowski;1;0;1;0.09;0;0.09;0;0;0;0;0;0;36;1;35;0;t0611;2022-05-13
lubelskie;opolski;1;0;1;0.17;0;0.17;0;0;0;0;1;0;24;1;23;0;t0612;2022-05-13
lubelskie;parczewski;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;t0613;2022-05-13
lubelskie;pu³awski;3;0;3;0.27;0;0.27;0;0;0;10;1;0;46;3;42;1;t0614;2022-05-13
lubelskie;radzyñski;1;1;2;0.17;0.17;0.34;0;0;0;0;0;0;17;2;15;0;t0615;2022-05-13
lubelskie;rycki;0;0;0;0;0;0;0;0;0;3;0;0;20;0;20;0;t0616;2022-05-13
lubelskie;œwidnicki;5;0;5;0.70;0;0.70;0;0;0;13;0;0;39;5;34;0;t0617;2022-05-13
lubelskie;tomaszowski;0;0;0;0;0;0;0;0;0;0;0;0;13;0;13;0;t0618;2022-05-13
lubelskie;w³odawski;0;0;0;0;0;0;0;0;0;1;0;0;7;0;7;0;t0619;2022-05-13
lubelskie;zamojski;2;0;2;0.19;0;0.19;0;0;0;3;0;0;26;3;23;0;t0620;2022-05-13
lubelskie;Bia³a Podlaska;1;1;2;0.17;0.17;0.35;0;0;0;9;0;0;17;2;15;0;t0661;2022-05-13
lubelskie;Che³m;0;0;0;0;0;0;0;0;0;0;0;0;12;0;12;0;t0662;2022-05-13
lubelskie;Lublin;10;1;11;0.29;0.03;0.32;0;0;0;23;1;0;139;13;126;0;t0663;2022-05-13
lubelskie;Zamoœæ;0;0;0;0;0;0;0;0;0;3;0;0;19;0;19;0;t0664;2022-05-13
lubuskie;gorzowski;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;t0801;2022-05-13
lubuskie;kroœnieñski;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;t0802;2022-05-13
lubuskie;miêdzyrzecki;0;0;0;0;0;0;0;0;0;0;0;0;12;0;12;0;t0803;2022-05-13
lubuskie;nowosolski;0;0;0;0;0;0;0;0;0;2;0;0;8;0;8;0;t0804;2022-05-13
lubuskie;s³ubicki;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;t0805;2022-05-13
lubuskie;strzelecko-drezdenecki;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;t0806;2022-05-13
lubuskie;sulêciñski;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;t0807;2022-05-13
lubuskie;œwiebodziñski;3;0;3;0.54;0;0.54;0;0;0;2;0;0;10;3;7;0;t0808;2022-05-13
lubuskie;zielonogórski;0;0;0;0;0;0;0;0;0;2;0;0;14;0;14;0;t0809;2022-05-13
lubuskie;¿agañski;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;t0810;2022-05-13
lubuskie;¿arski;1;0;1;0.10;0;0.10;0;0;0;7;0;0;18;1;17;0;t0811;2022-05-13
lubuskie;wschowski;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t0812;2022-05-13
lubuskie;Gorzów Wielkopolski;3;0;3;0.24;0;0.24;0;0;0;1;0;0;20;3;16;1;t0861;2022-05-13
lubuskie;Zielona Góra;0;0;0;0;0;0;0;0;0;3;0;0;23;0;23;0;t0862;2022-05-13
³ódzkie;be³chatowski;0;0;0;0;0;0;0;0;0;5;0;0;29;0;29;0;t1001;2022-05-13
³ódzkie;kutnowski;1;0;1;0.10;0;0.10;0;0;0;3;0;0;15;1;14;0;t1002;2022-05-13
³ódzkie;³aski;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;t1003;2022-05-13
³ódzkie;³êczycki;0;0;0;0;0;0;0;0;0;1;0;0;5;0;5;0;t1004;2022-05-13
