wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;797;93;890;0.21;0.02;0.23;10;3;7;1335;37;1;11107;1020;10061;26;t0000;2022-05-02
dolnoœl¹skie;boles³awiecki;5;1;6;0.56;0.11;0.67;0;0;0;4;0;0;41;6;35;0;t0201;2022-05-02
dolnoœl¹skie;dzier¿oniowski;1;0;1;0.10;0;0.10;0;0;0;0;0;0;6;1;5;0;t0202;2022-05-02
dolnoœl¹skie;g³ogowski;1;0;1;0.11;0;0.11;0;0;0;0;0;0;19;1;18;0;t0203;2022-05-02
dolnoœl¹skie;górowski;0;0;0;0;0;0;0;0;0;2;0;0;4;0;4;0;t0204;2022-05-02
dolnoœl¹skie;jaworski;1;0;1;0.20;0;0.20;0;0;0;2;0;0;13;1;12;0;t0205;2022-05-02
dolnoœl¹skie;jeleniogórski;0;0;0;0;0;0;0;0;0;1;0;0;14;0;14;0;t0206;2022-05-02
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t0207;2022-05-02
dolnoœl¹skie;k³odzki;3;1;4;0.19;0.06;0.25;0;0;0;6;0;0;21;5;15;1;t0208;2022-05-02
dolnoœl¹skie;legnicki;0;0;0;0;0;0;0;0;0;0;0;0;37;0;37;0;t0209;2022-05-02
dolnoœl¹skie;lubañski;0;0;0;0;0;0;0;0;0;1;0;0;3;0;3;0;t0210;2022-05-02
dolnoœl¹skie;lubiñski;1;0;1;0.09;0;0.09;0;0;0;1;1;0;16;1;15;0;t0211;2022-05-02
dolnoœl¹skie;lwówecki;0;1;1;0;0.22;0.22;0;0;0;2;0;0;6;1;5;0;t0212;2022-05-02
dolnoœl¹skie;milicki;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t0213;2022-05-02
