wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;1228;128;1356;0.32;0.03;0.35;29;6;23;2103;71;0;16332;1558;14728;46;t0000;2022-04-25
dolnoœl¹skie;boles³awiecki;0;0;0;0;0;0;0;0;0;0;0;0;26;0;26;0;t0201;2022-04-25
dolnoœl¹skie;dzier¿oniowski;3;0;3;0.30;0;0.30;0;0;0;2;0;0;23;6;17;0;t0202;2022-04-25
dolnoœl¹skie;g³ogowski;0;0;0;0;0;0;0;0;0;1;0;0;9;0;9;0;t0203;2022-04-25
dolnoœl¹skie;górowski;0;0;0;0;0;0;0;0;0;1;0;0;3;0;3;0;t0204;2022-04-25
dolnoœl¹skie;jaworski;0;1;1;0;0.20;0.20;0;0;0;0;1;0;24;1;23;0;t0205;2022-04-25
dolnoœl¹skie;jeleniogórski;5;0;5;0.79;0;0.79;0;0;0;7;0;0;22;5;17;0;t0206;2022-04-25
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;t0207;2022-04-25
dolnoœl¹skie;k³odzki;4;0;4;0.25;0;0.25;0;0;0;7;0;0;32;4;28;0;t0208;2022-04-25
dolnoœl¹skie;legnicki;1;0;1;0.18;0;0.18;0;0;0;0;0;0;42;2;40;0;t0209;2022-04-25
dolnoœl¹skie;lubañski;1;1;2;0.18;0.18;0.37;0;0;0;3;0;0;8;2;6;0;t0210;2022-04-25
dolnoœl¹skie;lubiñski;5;0;5;0.47;0;0.47;0;0;0;11;0;0;25;5;20;0;t0211;2022-04-25
dolnoœl¹skie;lwówecki;0;0;0;0;0;0;0;0;0;0;0;0;12;0;12;0;t0212;2022-04-25
dolnoœl¹skie;milicki;1;0;1;0.27;0;0.27;0;0;0;1;0;0;3;1;2;0;t0213;2022-04-25
dolnoœl¹skie;oleœnicki;3;0;3;0.28;0;0.28;0;0;0;3;0;0;27;3;24;0;t0214;2022-04-25
dolnoœl¹skie;o³awski;1;0;1;0.13;0;0.13;0;0;0;2;0;0;18;2;16;0;t0215;2022-04-25
dolnoœl¹skie;polkowicki;0;0;0;0;0;0;0;0;0;2;0;0;17;0;17;0;t0216;2022-04-25
dolnoœl¹skie;strzeliñski;1;0;1;0.23;0;0.23;0;0;0;3;0;0;11;1;10;0;t0217;2022-04-25
dolnoœl¹skie;œredzki;1;0;1;0.18;0;0.18;0;0;0;1;0;0;12;1;11;0;t0218;2022-04-25
dolnoœl¹skie;œwidnicki;2;1;3;0.13;0.06;0.19;0;0;0;3;0;0;41;3;38;0;t0219;2022-04-25
dolnoœl¹skie;trzebnicki;3;0;3;0.35;0;0.35;0;0;0;2;0;0;26;3;23;0;t0220;2022-04-25
