wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;5103;593;5696;1.33;0.15;1.49;12;1;11;588;5634;51693;40661;6128;34127;406;t0000;2022-03-19
dolnoœl¹skie;boles³awiecki;5;1;6;0.56;0.11;0.67;0;0;0;0;5;98;40;8;30;2;t0201;2022-03-19
dolnoœl¹skie;dzier¿oniowski;5;0;5;0.50;0;0.50;0;0;0;0;2;64;41;6;35;0;t0202;2022-03-19
dolnoœl¹skie;g³ogowski;24;2;26;2.70;0.23;2.93;0;0;0;0;12;104;159;26;132;1;t0203;2022-03-19
dolnoœl¹skie;górowski;2;0;2;0.58;0;0.58;0;0;0;1;4;66;31;2;29;0;t0204;2022-03-19
dolnoœl¹skie;jaworski;1;2;3;0.20;0.40;0.60;0;0;0;0;6;65;25;3;22;0;t0205;2022-03-19
dolnoœl¹skie;jeleniogórski;1;0;1;0.16;0;0.16;0;0;0;0;6;56;36;1;35;0;t0206;2022-03-19
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;0;0;0;0;1;21;8;0;8;0;t0207;2022-03-19
dolnoœl¹skie;k³odzki;9;0;9;0.57;0;0.57;0;0;0;28;4;156;116;9;107;0;t0208;2022-03-19
dolnoœl¹skie;legnicki;9;1;10;1.63;0.18;1.81;0;0;0;0;2;65;43;10;33;0;t0209;2022-03-19
dolnoœl¹skie;lubañski;1;0;1;0.18;0;0.18;0;0;0;0;6;59;24;1;21;2;t0210;2022-03-19
dolnoœl¹skie;lubiñski;19;0;19;1.79;0;1.79;0;0;0;1;7;146;110;20;87;3;t0211;2022-03-19
dolnoœl¹skie;lwówecki;6;0;6;1.31;0;1.31;0;0;0;1;3;52;35;6;28;1;t0212;2022-03-19
dolnoœl¹skie;milicki;3;0;3;0.81;0;0.81;0;0;0;0;4;43;34;3;31;0;t0213;2022-03-19
dolnoœl¹skie;oleœnicki;13;2;15;1.21;0.19;1.40;0;0;0;0;4;96;93;16;77;0;t0214;2022-03-19
dolnoœl¹skie;o³awski;12;0;12;1.56;0;1.56;0;0;0;0;12;85;68;15;52;1;t0215;2022-03-19
dolnoœl¹skie;polkowicki;6;2;8;0.95;0.32;1.27;0;0;0;1;14;89;64;8;56;0;t0216;2022-03-19
dolnoœl¹skie;strzeliñski;4;0;4;0.92;0;0.92;0;0;0;0;3;47;13;5;8;0;t0217;2022-03-19
dolnoœl¹skie;œredzki;7;1;8;1.26;0.18;1.45;0;0;0;0;6;99;46;8;35;3;t0218;2022-03-19
dolnoœl¹skie;œwidnicki;7;0;7;0.45;0;0.45;0;0;0;3;11;122;57;8;48;1;t0219;2022-03-19
dolnoœl¹skie;trzebnicki;3;0;3;0.35;0;0.35;0;0;0;0;6;105;78;3;75;0;t0220;2022-03-19
dolnoœl¹skie;wa³brzyski;5;1;6;0.90;0.18;1.08;0;0;0;1;7;35;33;6;27;0;t0221;2022-03-19
dolnoœl¹skie;wo³owski;4;0;4;0.86;0;0.86;0;0;0;0;3;94;54;8;45;1;t0222;2022-03-19
dolnoœl¹skie;wroc³awski;21;3;24;1.36;0.19;1.56;0;0;0;3;49;310;152;26;122;4;t0223;2022-03-19
dolnoœl¹skie;z¹bkowicki;3;1;4;0.47;0.16;0.62;0;0;0;0;6;45;44;4;40;0;t0224;2022-03-19
dolnoœl¹skie;zgorzelecki;14;1;15;1.58;0.11;1.69;0;0;0;1;16;173;51;15;30;6;t0225;2022-03-19
dolnoœl¹skie;z³otoryjski;4;0;4;0.92;0;0.92;0;0;0;0;5;48;18;4;14;0;t0226;2022-03-19
dolnoœl¹skie;Jelenia Góra;4;1;5;0.51;0.13;0.63;0;0;0;0;16;94;64;5;58;1;t0261;2022-03-19
dolnoœl¹skie;Legnica;23;0;23;2.32;0;2.32;0;0;0;0;17;194;80;24;56;0;t0262;2022-03-19
dolnoœl¹skie;Wroc³aw;167;12;179;2.59;0.19;2.78;0;0;0;7;159;1164;780;207;567;6;t0264;2022-03-19
